,time,Viscosity,Viscosity_mark,Temperature,Temperature_mark
425,425.0,110.8,,26.6,
426,426.0,110.4,,26.6,
427,427.0,110.5,,26.7,
428,428.0,110.8,,26.6,inner_processor_check
429,429.0,110.4,,26.6,inner_processor_check
430,430.0,110.7,,26.6,
431,431.0,110.8,,26.6,
432,432.0,110.4,,26.6,inner_processor_check
433,433.0,110.5,,26.6,
434,434.0,110.8,,26.7,
435,435.0,110.4,,26.7,
436,436.0,110.4,,26.7,
437,437.0,110.8,,26.7,
438,438.0,110.4,,26.7,
439,439.0,110.5,,26.7,
440,440.0,110.8,,26.7,
441,441.0,110.4,,26.7,
442,442.0,110.5,,26.7,
443,443.0,110.8,,26.7,
444,444.0,110.4,,26.7,
445,445.0,110.4,,26.7,
446,446.0,110.7,,26.7,
447,447.0,110.2,,26.6,
448,448.0,110.4,,26.6,
449,449.0,110.7,,26.6,
450,450.0,110.2,,26.7,
451,451.0,110.4,,26.7,
452,452.0,110.8,,26.7,
453,453.0,110.4,,26.7,
454,454.0,110.5,,26.7,
455,455.0,110.8,,26.7,
456,456.0,110.2,,26.7,processor_sweep
457,457.0,110.5,,26.6,
458,458.0,110.7,,26.6,
459,459.0,110.2,,26.6,
460,460.0,110.4,,26.6,
461,461.0,110.7,,26.6,processor_sweep
462,462.0,110.2,,26.7,
463,463.0,110.4,,26.7,
464,464.0,110.7,,26.7,
465,465.0,110.2,,26.7,
466,466.0,110.4,,26.7,
467,467.0,110.7,,26.6,
468,468.0,110.2,,26.7,
469,469.0,110.4,,26.6,inner_processor_check
470,470.0,110.7,,26.7,
471,471.0,110.2,,26.7,
472,472.0,110.4,,26.6,
473,473.0,110.7,,26.6,
474,474.0,110.2,,26.6,
475,475.0,110.4,,26.7,
476,476.0,110.7,,26.7,
477,477.0,110.2,,26.7,
478,478.0,110.4,,26.7,
479,479.0,110.7,,26.7,
480,480.0,110.2,,26.7,
481,481.0,110.2,,26.7,
482,482.0,110.7,,26.7,
483,483.0,110.2,,26.7,
484,484.0,110.4,,26.7,
485,485.0,110.7,,26.6,
486,486.0,110.2,,26.7,
487,487.0,110.2,,26.7,
488,488.0,110.5,,26.7,
489,489.0,110.2,,26.7,
490,490.0,110.2,,26.7,
491,491.0,110.7,,26.7,
492,492.0,110.2,,26.7,
493,493.0,110.4,,26.6,
494,494.0,110.7,,26.6,
495,495.0,110.2,,26.7,
496,496.0,110.4,,26.6,
497,497.0,110.7,,26.7,
498,498.0,110.2,,26.6,
499,499.0,110.4,,26.7,
500,500.0,110.7,,26.7,
501,501.0,110.2,,26.7,
502,502.0,10.1,,26.7,
503,503.0,110.5,,26.7,
504,504.0,110.1,,26.7,
505,505.0,110.2,,26.7,
506,506.0,110.5,,26.7,
507,507.0,110.1,,26.7,
508,508.0,109.9,,26.7,
509,509.0,110.4,,26.7,
510,510.0,109.9,,26.7,
511,511.0,109.9,,26.7,
512,512.0,110.4,,26.7,
513,513.0,109.9,,26.7,
514,514.0,109.9,,26.7,
515,515.0,110.2,,26.7,
516,516.0,109.8,,26.7,
517,517.0,109.9,,26.7,
518,518.0,110.4,,26.7,
519,519.0,109.9,,26.7,
520,520.0,110.1,,26.7,
521,521.0,110.4,,26.7,
522,522.0,109.9,,26.7,
523,523.0,110.1,,26.7,
524,524.0,110.4,,26.7,
525,525.0,109.9,,26.7,
526,526.0,110.1,,26.7,
527,527.0,110.4,,26.7,
528,528.0,109.9,,26.7,
529,529.0,109.9,,26.7,
530,530.0,110.2,,26.7,
531,531.0,109.9,,26.7,
532,532.0,109.9,,26.7,
533,533.0,110.4,,26.7,
534,534.0,109.9,,26.7,
535,535.0,110.1,,26.7,
536,536.0,110.4,,26.7,
537,537.0,109.9,,26.7,
538,538.0,109.9,,26.7,
539,539.0,110.2,,26.7,
540,540.0,109.9,,26.7,
541,541.0,109.8,,26.7,
542,542.0,110.2,,26.7,
543,543.0,109.8,,26.7,
544,544.0,109.9,,26.7,
545,545.0,110.4,,26.7,
546,546.0,109.9,,26.7,
547,547.0,109.9,,26.7,
548,548.0,110.2,,26.7,
549,549.0,109.8,,26.7,
550,550.0,109.9,,26.7,
551,551.0,110.2,,26.7,
552,552.0,109.9,,26.7,
553,553.0,109.9,,26.7,
554,554.0,110.2,,26.7,
555,555.0,109.9,,26.7,
556,556.0,109.8,,26.7,
557,557.0,110.2,,26.7,
558,558.0,109.9,,26.7,
559,559.0,109.9,,26.7,
560,560.0,110.2,,26.7,
561,561.0,109.8,,26.7,
562,562.0,109.8,,26.7,
563,563.0,110.2,,26.7,
564,564.0,109.8,,26.7,
565,565.0,109.9,,26.7,
566,566.0,110.2,,26.7,
567,567.0,109.8,,26.7,
568,568.0,109.8,,26.7,
569,569.0,10.2,,26.7,
570,570.0,109.8,,26.7,
571,571.0,109.8,,26.7,
572,572.0,110.2,,26.7,
573,573.0,109.8,,26.7,
574,574.0,109.8,,26.7,
575,575.0,110.2,,26.7,
576,576.0,109.8,,26.7,
577,577.0,109.8,,26.7,
578,578.0,110.2,,26.7,
579,579.0,109.8,,26.7,inner_processor_check
580,580.0,109.8,,26.7,
581,581.0,110.2,,26.7,
582,582.0,109.8,,26.7,
583,583.0,109.6,,26.7,
584,584.0,110.2,,26.7,
585,585.0,109.8,,26.7,
586,586.0,109.6,,26.7,
587,587.0,110.2,,26.7,
588,588.0,109.8,,26.7,
589,589.0,109.8,,26.7,
590,590.0,110.1,,26.7,
591,591.0,109.8,,26.7,
592,592.0,109.8,,26.7,
593,593.0,110.2,,26.7,
594,594.0,109.8,,26.7,
595,595.0,109.8,,26.7,
596,596.0,110.1,,26.7,
597,597.0,109.8,,26.7,
598,598.0,109.9,,26.7,
599,599.0,110.2,,26.7,
600,600.0,109.8,,26.7,
601,601.0,109.8,,26.7,
602,602.0,110.1,,26.7,
603,603.0,109.8,,26.7,
604,604.0,109.8,,26.7,
605,605.0,110.2,,26.7,
606,606.0,109.8,,26.7,
607,607.0,109.8,,26.7,
