,compound,T,Nu,rho,w_mass,w_vol,w,V,ln_Nu,T_1,D,ln_D
1220,dmeg,290.55,4.47,1.07,4.85,6.27752,11.99094,4.17757,0.650308,0.003442,65.0,1.812913
1221,dmeg,290.75,4.44,1.07,4.85,6.27752,11.99094,4.149533,0.647383,0.003439,65.484234,1.816137
1222,dmeg,290.85,4.4,1.07,4.85,6.27752,11.99094,4.11215,0.643453,0.003438,66.102273,1.820216
1223,dmeg,290.95,4.42,1.07,4.85,6.27752,11.99094,4.130841,0.645422,0.003437,65.825792,1.818396
1224,dmeg,291.05,4.406522,1.07,4.85,6.27752,11.99094,4.118245,0.644095,0.003436,66.049827,1.819872
1225,dmeg,291.15,4.381818,1.07,4.85,6.27752,11.99094,4.095157,0.641654,0.003435,66.445021,1.822462
1226,dmeg,291.25,4.37037,1.07,4.85,6.27752,11.99094,4.084458,0.640517,0.003433,66.641949,1.823748
1227,dmeg,291.35,4.36,1.07,4.85,6.27752,11.99094,4.074766,0.639486,0.003432,66.823394,1.824929
1228,dmeg,291.45,4.36,1.07,4.85,6.27752,11.99094,4.074766,0.639486,0.003431,66.84633,1.825078
1229,dmeg,291.55,4.355,1.07,4.85,6.27752,11.99094,4.070093,0.638988,0.00343,66.946039,1.825725
1230,dmeg,291.65,4.35,1.07,4.85,6.27752,11.99094,4.065421,0.638489,0.003429,67.045977,1.826373
1231,dmeg,291.75,4.323182,1.07,4.85,6.27752,11.99094,4.040357,0.635803,0.003428,67.485017,1.829207
1232,dmeg,291.85,4.32,1.07,4.85,6.27752,11.99094,4.037383,0.635484,0.003426,67.55787,1.829676
1233,dmeg,291.95,4.3,1.07,4.85,6.27752,11.99094,4.018692,0.633468,0.003425,67.895349,1.83184
1234,dmeg,292.05,4.278571,1.07,4.85,6.27752,11.99094,3.998665,0.631297,0.003424,68.258765,1.834158
1235,dmeg,292.15,4.274545,1.07,4.85,6.27752,11.99094,3.994902,0.630889,0.003423,68.346448,1.834716
1236,dmeg,292.25,4.27,1.07,4.85,6.27752,11.99094,3.990654,0.630428,0.003422,68.442623,1.835327
1237,dmeg,292.35,4.245,1.07,4.85,6.27752,11.99094,3.96729,0.627877,0.003421,68.869258,1.838025
1238,dmeg,292.45,4.238929,1.07,4.85,6.27752,11.99094,3.961615,0.627255,0.003419,68.99149,1.838796
1239,dmeg,292.55,4.215319,1.07,4.85,6.27752,11.99094,3.939551,0.624829,0.003418,69.401625,1.84137
1240,dmeg,292.65,4.204,1.07,4.85,6.27752,11.99094,3.928972,0.623662,0.003417,69.612274,1.842686
1241,dmeg,292.75,4.196923,1.07,4.85,6.27752,11.99094,3.922358,0.62293,0.003416,69.753482,1.843566
1242,dmeg,292.85,4.195,1.07,4.85,6.27752,11.99094,3.920561,0.622731,0.003415,69.809297,1.843913
1243,dmeg,292.95,4.185,1.07,4.85,6.27752,11.99094,3.911215,0.621695,0.003414,70.0,1.845098
1244,dmeg,293.05,4.17,1.07,4.85,6.27752,11.99094,3.897196,0.620136,0.003412,70.275779,1.846806
1245,dmeg,293.15,4.17,1.07,4.85,6.27752,11.99094,3.897196,0.620136,0.003411,70.29976,1.846954
1246,dmeg,293.25,4.146207,1.07,4.85,6.27752,11.99094,3.87496,0.61765,0.00341,70.727295,1.849587
1247,dmeg,293.35,4.148462,1.07,4.85,6.27752,11.99094,3.877067,0.617887,0.003409,70.712961,1.849499
1248,dmeg,293.45,4.12,1.07,4.85,6.27752,11.99094,3.850467,0.614896,0.003408,71.225728,1.852637
1249,dmeg,293.55,4.110625,1.07,4.85,6.27752,11.99094,3.841706,0.613908,0.003407,71.412498,1.853774
1250,dmeg,293.65,4.1025,1.07,4.85,6.27752,11.99094,3.834112,0.613047,0.003405,71.578306,1.854781
1251,dmeg,293.75,4.080769,1.07,4.85,6.27752,11.99094,3.813803,0.610742,0.003404,71.983977,1.857236
1252,dmeg,293.85,4.065,1.07,4.85,6.27752,11.99094,3.799065,0.609059,0.003403,72.287823,1.859065
1253,dmeg,293.95,4.05,1.07,4.85,6.27752,11.99094,3.785047,0.607455,0.003402,72.580247,1.860818
1254,dmeg,294.05,4.0375,1.07,4.85,6.27752,11.99094,3.773364,0.606111,0.003401,72.829721,1.862309
1255,dmeg,294.15,4.041875,1.07,4.85,6.27752,11.99094,3.777453,0.606582,0.0034,72.77563,1.861986
1256,dmeg,294.25,4.03,1.07,4.85,6.27752,11.99094,3.766355,0.605305,0.003398,73.014888,1.863411
1257,dmeg,294.35,4.03,1.07,4.85,6.27752,11.99094,3.766355,0.605305,0.003397,73.039702,1.863559
1258,dmeg,294.45,4.011892,1.07,4.85,6.27752,11.99094,3.749432,0.603348,0.003396,73.394301,1.865662
1259,dmeg,294.55,4.0,1.07,4.85,6.27752,11.99094,3.738318,0.60206,0.003395,73.6375,1.867099
1260,dmeg,294.65,3.990811,1.07,4.85,6.27752,11.99094,3.72973,0.601061,0.003394,73.832114,1.868245
1261,dmeg,294.75,3.968684,1.07,4.85,6.27752,11.99094,3.709051,0.598645,0.003393,74.268948,1.870807
1262,dmeg,294.85,3.96,1.07,4.85,6.27752,11.99094,3.700935,0.597695,0.003392,74.457071,1.871906
1263,dmeg,294.95,3.94,1.07,4.85,6.27752,11.99094,3.682243,0.595496,0.00339,74.860406,1.874252
1264,dmeg,295.05,3.939286,1.07,4.85,6.27752,11.99094,3.681575,0.595417,0.003389,74.899365,1.874478
1265,dmeg,295.15,3.931579,1.07,4.85,6.27752,11.99094,3.674373,0.594566,0.003388,75.07162,1.875476
1266,dmeg,295.25,3.917333,1.07,4.85,6.27752,11.99094,3.661059,0.592989,0.003387,75.37015,1.877199
1267,dmeg,295.35,3.902727,1.07,4.85,6.27752,11.99094,3.647409,0.591368,0.003386,75.677848,1.878969
1268,dmeg,295.45,3.9,1.07,4.85,6.27752,11.99094,3.64486,0.591065,0.003385,75.75641,1.879419
1269,dmeg,295.55,3.880885,1.07,4.85,6.27752,11.99094,3.626995,0.588931,0.003384,76.155311,1.8817
1270,dmeg,295.65,3.872462,1.07,4.85,6.27752,11.99094,3.619123,0.587987,0.003382,76.346788,1.882791
1271,dmeg,295.75,3.87,1.07,4.85,6.27752,11.99094,3.616822,0.587711,0.003381,76.421189,1.883214
1272,dmeg,295.85,3.87,1.07,4.85,6.27752,11.99094,3.616822,0.587711,0.00338,76.447028,1.883361
1273,dmeg,295.95,3.86,1.07,4.85,6.27752,11.99094,3.607477,0.586586,0.003379,76.670984,1.884631
1274,dmeg,296.05,3.841333,1.07,4.85,6.27752,11.99094,3.590031,0.584482,0.003378,77.069594,1.886883
1275,dmeg,296.15,3.842308,1.07,4.85,6.27752,11.99094,3.590942,0.584592,0.003377,77.076076,1.88692
1276,dmeg,296.25,3.84,1.07,4.85,6.27752,11.99094,3.588785,0.58433,0.003376,77.148438,1.887327
1277,dmeg,296.35,3.82,1.07,4.85,6.27752,11.99094,3.570093,0.582063,0.003374,77.578534,1.889742
1278,dmeg,296.45,3.82,1.07,4.85,6.27752,11.99094,3.570093,0.582063,0.003373,77.604712,1.889888
1279,dmeg,296.55,3.810667,1.07,4.85,6.27752,11.99094,3.561371,0.581001,0.003372,77.821029,1.891097
1280,dmeg,296.65,3.812778,1.07,4.85,6.27752,11.99094,3.563344,0.581241,0.003371,77.804167,1.891003
1281,dmeg,296.75,3.814444,1.07,4.85,6.27752,11.99094,3.564901,0.581431,0.00337,77.796388,1.890959
1282,dmeg,296.85,3.782,1.07,4.85,6.27752,11.99094,3.534579,0.577719,0.003369,78.490217,1.894816
1283,dmeg,296.95,3.776154,1.07,4.85,6.27752,11.99094,3.529116,0.577048,0.003368,78.638216,1.895634
1284,dmeg,297.05,3.780769,1.07,4.85,6.27752,11.99094,3.533429,0.577578,0.003366,78.568667,1.895249
1285,dmeg,297.15,3.751364,1.07,4.85,6.27752,11.99094,3.505947,0.574189,0.003365,79.211196,1.898787
1286,dmeg,297.25,3.749545,1.07,4.85,6.27752,11.99094,3.504248,0.573978,0.003364,79.276276,1.899143
1287,dmeg,297.35,3.729,1.07,4.85,6.27752,11.99094,3.485047,0.571592,0.003363,79.739877,1.901676
1288,dmeg,297.45,3.72,1.07,4.85,6.27752,11.99094,3.476636,0.570543,0.003362,79.959677,1.902871
1289,dmeg,297.55,3.72,1.07,4.85,6.27752,11.99094,3.476636,0.570543,0.003361,79.986559,1.903017
1290,dmeg,297.65,3.707407,1.07,4.85,6.27752,11.99094,3.464867,0.569069,0.00336,80.285215,1.904636
1291,dmeg,297.75,3.7,1.07,4.85,6.27752,11.99094,3.457944,0.568202,0.003359,80.472973,1.90565
1292,dmeg,297.85,3.677857,1.07,4.85,6.27752,11.99094,3.43725,0.565593,0.003357,80.984657,1.908403
1293,dmeg,297.95,3.678889,1.07,4.85,6.27752,11.99094,3.438214,0.565715,0.003356,80.989127,1.908427
1294,dmeg,298.05,3.6605,1.07,4.85,6.27752,11.99094,3.421028,0.56354,0.003355,81.423303,1.910749
1295,dmeg,298.15,3.66,1.07,4.85,6.27752,11.99094,3.420561,0.563481,0.003354,81.461749,1.910954
1296,dmeg,298.25,3.64,1.07,4.85,6.27752,11.99094,3.401869,0.561101,0.003353,81.936813,1.913479
1297,dmeg,298.35,3.636667,1.07,4.85,6.27752,11.99094,3.398754,0.560702,0.003352,82.039413,1.914023
1298,dmeg,298.45,3.63,1.07,4.85,6.27752,11.99094,3.392523,0.559907,0.003351,82.217631,1.914965
1299,dmeg,298.55,3.61,1.07,4.85,6.27752,11.99094,3.373832,0.557507,0.00335,82.700831,1.91751
1300,dmeg,298.65,3.61,1.07,4.85,6.27752,11.99094,3.373832,0.557507,0.003348,82.728532,1.917655
1301,dmeg,298.75,3.603333,1.07,4.85,6.27752,11.99094,3.367601,0.556704,0.003347,82.909343,1.918603
1302,dmeg,298.85,3.6,1.07,4.85,6.27752,11.99094,3.364486,0.556303,0.003346,83.013889,1.919151
1303,dmeg,298.95,3.585294,1.07,4.85,6.27752,11.99094,3.350742,0.554523,0.003345,83.382281,1.921074
1304,dmeg,299.05,3.58,1.07,4.85,6.27752,11.99094,3.345794,0.553883,0.003344,83.53352,1.921861
1305,dmeg,299.15,3.58,1.07,4.85,6.27752,11.99094,3.345794,0.553883,0.003343,83.561453,1.922006
1306,dmeg,299.35,3.55,1.07,4.85,6.27752,11.99094,3.317757,0.550228,0.003341,84.323944,1.925951
1307,dmeg,299.45,3.540294,1.07,4.85,6.27752,11.99094,3.308686,0.549039,0.003339,84.583368,1.927285
1308,dmeg,299.55,3.54,1.07,4.85,6.27752,11.99094,3.308411,0.549003,0.003338,84.618644,1.927466
1309,dmeg,299.65,3.52,1.07,4.85,6.27752,11.99094,3.28972,0.546543,0.003337,85.127841,1.930072
1310,dmeg,299.75,3.52,1.07,4.85,6.27752,11.99094,3.28972,0.546543,0.003336,85.15625,1.930217
1311,dmeg,299.85,3.5125,1.07,4.85,6.27752,11.99094,3.28271,0.545616,0.003335,85.366548,1.931288
1312,dmeg,299.95,3.513125,1.07,4.85,6.27752,11.99094,3.283294,0.545693,0.003334,85.379826,1.931355
1313,dmeg,300.05,3.49,1.07,4.85,6.27752,11.99094,3.261682,0.542825,0.003333,85.974212,1.934368
1314,dmeg,300.15,3.481,1.07,4.85,6.27752,11.99094,3.253271,0.541704,0.003332,86.225223,1.935634
1315,dmeg,300.25,3.48,1.07,4.85,6.27752,11.99094,3.252336,0.541579,0.003331,86.278736,1.935904
1316,dmeg,300.35,3.466667,1.07,4.85,6.27752,11.99094,3.239875,0.53991,0.003329,86.639423,1.937716
1317,dmeg,300.45,3.46,1.07,4.85,6.27752,11.99094,3.233645,0.539076,0.003328,86.83526,1.938696
1318,dmeg,300.55,3.46,1.07,4.85,6.27752,11.99094,3.233645,0.539076,0.003327,86.864162,1.938841
1319,dmeg,300.65,3.46,1.07,4.85,6.27752,11.99094,3.233645,0.539076,0.003326,86.893064,1.938985
1320,dmeg,300.75,3.450667,1.07,4.85,6.27752,11.99094,3.224922,0.537903,0.003325,87.157071,1.940303
1321,dmeg,300.85,3.450588,1.07,4.85,6.27752,11.99094,3.224849,0.537893,0.003324,87.188033,1.940457
1322,dmeg,300.95,3.45375,1.07,4.85,6.27752,11.99094,3.227804,0.538289,0.003323,87.13717,1.940203
1323,dmeg,301.05,3.43,1.07,4.85,6.27752,11.99094,3.205607,0.535294,0.003322,87.769679,1.943345
1324,dmeg,301.15,3.418235,1.07,4.85,6.27752,11.99094,3.194612,0.533801,0.003321,88.101015,1.944981
1325,dmeg,301.25,3.418,1.07,4.85,6.27752,11.99094,3.194393,0.53377,0.00332,88.136337,1.945155
1326,dmeg,301.35,3.42125,1.07,4.85,6.27752,11.99094,3.19743,0.534182,0.003318,88.081841,1.944886
1327,dmeg,301.45,3.395,1.07,4.85,6.27752,11.99094,3.172897,0.530839,0.003317,88.792342,1.948376
1328,dmeg,301.55,3.382857,1.07,4.85,6.27752,11.99094,3.161549,0.529282,0.003316,89.140625,1.950076
1329,dmeg,301.65,3.383,1.07,4.85,6.27752,11.99094,3.161682,0.5293,0.003315,89.16642,1.950201
1330,dmeg,301.75,3.385,1.07,4.85,6.27752,11.99094,3.163551,0.529557,0.003314,89.143279,1.950089
1331,dmeg,301.85,3.363,1.07,4.85,6.27752,11.99094,3.142991,0.526726,0.003313,89.75617,1.953064
1332,dmeg,301.95,3.348571,1.07,4.85,6.27752,11.99094,3.129506,0.524858,0.003312,90.172782,1.955075
1333,dmeg,302.05,3.34,1.07,4.85,6.27752,11.99094,3.121495,0.523746,0.003311,90.434132,1.956332
1334,dmeg,302.13,3.34,1.07,4.85,6.27752,11.99094,3.121495,0.523746,0.00331,90.458084,1.956447
1335,dmeg,302.15,3.33,1.07,4.85,6.27752,11.99094,3.11215,0.522444,0.00331,90.735736,1.957778
1336,dmeg,302.25,3.33,1.07,4.85,6.27752,11.99094,3.11215,0.522444,0.003309,90.765766,1.957922
1337,dmeg,302.35,3.314706,1.07,4.85,6.27752,11.99094,3.097856,0.520444,0.003307,91.214729,1.960065
1338,dmeg,302.45,3.3015,1.07,4.85,6.27752,11.99094,3.085514,0.518711,0.003306,91.609874,1.961942
1339,dmeg,302.55,3.301081,1.07,4.85,6.27752,11.99094,3.085123,0.518656,0.003305,91.651793,1.962141
1340,dmeg,302.65,3.3,1.07,4.85,6.27752,11.99094,3.084112,0.518514,0.003304,91.712121,1.962427
1341,dmeg,302.75,3.28,1.07,4.85,6.27752,11.99094,3.065421,0.515874,0.003303,92.301829,1.96521
1342,dmeg,302.85,3.28,1.07,4.85,6.27752,11.99094,3.065421,0.515874,0.003302,92.332317,1.965354
1343,dmeg,302.95,3.275,1.07,4.85,6.27752,11.99094,3.060748,0.515211,0.003301,92.503817,1.96616
1344,dmeg,303.05,3.27,1.07,4.85,6.27752,11.99094,3.056075,0.514548,0.0033,92.675841,1.966967
1345,dmeg,303.15,3.26625,1.07,4.85,6.27752,11.99094,3.05257,0.514048,0.003299,92.812859,1.967608
1346,dmeg,303.25,3.25,1.07,4.85,6.27752,11.99094,3.037383,0.511883,0.003298,93.307692,1.969917
1347,dmeg,303.35,3.25,1.07,4.85,6.27752,11.99094,3.037383,0.511883,0.003297,93.338462,1.970061
1348,dmeg,303.45,3.242,1.07,4.85,6.27752,11.99094,3.029907,0.510813,0.003295,93.59963,1.971274
1349,dmeg,303.55,3.243,1.07,4.85,6.27752,11.99094,3.030841,0.510946,0.003294,93.601603,1.971283
1350,dmeg,303.65,3.24,1.07,4.85,6.27752,11.99094,3.028037,0.510541,0.003293,93.719136,1.971828
1351,dmeg,303.75,3.22,1.07,4.85,6.27752,11.99094,3.009346,0.507856,0.003292,94.332298,1.97466
1352,dmeg,303.85,3.211304,1.07,4.85,6.27752,11.99094,3.001219,0.506681,0.003291,94.618874,1.975978
1353,dmeg,303.95,3.211111,1.07,4.85,6.27752,11.99094,3.001038,0.506653,0.00329,94.655709,1.976147
1354,dmeg,304.05,3.21,1.07,4.85,6.27752,11.99094,3.0,0.506505,0.003289,94.719626,1.97644
1355,dmeg,304.15,3.19,1.07,4.85,6.27752,11.99094,2.981308,0.503791,0.003288,95.344828,1.979297
1356,dmeg,304.25,3.185,1.07,4.85,6.27752,11.99094,2.976636,0.503109,0.003287,95.525903,1.980121
1357,dmeg,304.35,3.169643,1.07,4.85,6.27752,11.99094,2.962283,0.501008,0.003286,96.020282,1.982363
1358,dmeg,304.45,3.15,1.07,4.85,6.27752,11.99094,2.943925,0.498311,0.003285,96.650794,1.985205
1359,dmeg,304.55,3.15,1.07,4.85,6.27752,11.99094,2.943925,0.498311,0.003284,96.68254,1.985348
1360,dmeg,304.65,3.15,1.07,4.85,6.27752,11.99094,2.943925,0.498311,0.003282,96.714286,1.985491
1361,dmeg,304.75,3.15,1.07,4.85,6.27752,11.99094,2.943925,0.498311,0.003281,96.746032,1.985633
1362,dmeg,304.85,3.15,1.07,4.85,6.27752,11.99094,2.943925,0.498311,0.00328,96.777778,1.985776
1363,dmeg,304.95,3.128889,1.07,4.85,6.27752,11.99094,2.924195,0.49539,0.003279,97.462713,1.988838
1364,dmeg,305.05,3.13,1.07,4.85,6.27752,11.99094,2.925234,0.495544,0.003278,97.460064,1.988827
1365,dmeg,305.15,3.126667,1.07,4.85,6.27752,11.99094,2.922118,0.495081,0.003277,97.595949,1.989432
1366,dmeg,305.25,3.12,1.07,4.85,6.27752,11.99094,2.915888,0.494155,0.003276,97.836538,1.990501
1367,dmeg,305.35,3.12,1.07,4.85,6.27752,11.99094,2.915888,0.494155,0.003275,97.86859,1.990643
1368,dmeg,305.45,3.101429,1.07,4.85,6.27752,11.99094,2.898531,0.491561,0.003274,98.486872,1.993378
1369,dmeg,305.55,3.102667,1.07,4.85,6.27752,11.99094,2.899688,0.491734,0.003273,98.479802,1.993347
1370,dmeg,305.65,3.105714,1.07,4.85,6.27752,11.99094,2.902537,0.49216,0.003272,98.415363,1.993063
1371,dmeg,305.75,3.1,1.07,4.85,6.27752,11.99094,2.897196,0.491362,0.003271,98.629032,1.994005
1372,dmeg,305.85,3.09,1.07,4.85,6.27752,11.99094,2.88785,0.489958,0.00327,98.980583,1.99555
1373,dmeg,305.95,3.075455,1.07,4.85,6.27752,11.99094,2.874257,0.487907,0.003269,99.48123,1.997741
1374,dmeg,306.05,3.070714,1.07,4.85,6.27752,11.99094,2.869826,0.487238,0.003267,99.667365,1.998553
1375,dmeg,306.15,3.0675,1.07,4.85,6.27752,11.99094,2.866822,0.486784,0.003266,99.804401,1.99915
1376,dmeg,306.25,3.06,1.07,4.85,6.27752,11.99094,2.859813,0.485721,0.003265,100.081699,2.000355
1377,dmeg,306.35,3.042727,1.07,4.85,6.27752,11.99094,2.84367,0.48326,0.003264,100.682701,2.002955
1378,dmeg,306.45,3.04,1.07,4.85,6.27752,11.99094,2.841121,0.482873,0.003263,100.805921,2.003486
1379,dmeg,306.55,3.03,1.07,4.85,6.27752,11.99094,2.831776,0.481443,0.003262,101.171617,2.005059
1380,dmeg,306.65,3.03,1.07,4.85,6.27752,11.99094,2.831776,0.481443,0.003261,101.20462,2.0052
1381,dmeg,306.75,3.03,1.07,4.85,6.27752,11.99094,2.831776,0.481443,0.00326,101.237624,2.005342
1382,dmeg,306.85,3.017619,1.07,4.85,6.27752,11.99094,2.820205,0.479662,0.003259,101.686129,2.007262
1383,dmeg,306.95,3.01,1.07,4.85,6.27752,11.99094,2.813084,0.478566,0.003258,101.976744,2.008501
1384,dmeg,307.05,3.01,1.07,4.85,6.27752,11.99094,2.813084,0.478566,0.003257,102.009967,2.008643
1385,dmeg,307.15,3.01,1.07,4.85,6.27752,11.99094,2.813084,0.478566,0.003256,102.043189,2.008784
1386,dmeg,307.25,2.995833,1.07,4.85,6.27752,11.99094,2.799844,0.476516,0.003255,102.55911,2.010974
1387,dmeg,307.35,2.992857,1.07,4.85,6.27752,11.99094,2.797063,0.476084,0.003254,102.694511,2.011547
1388,dmeg,307.45,2.971905,1.07,4.85,6.27752,11.99094,2.777481,0.473035,0.003253,103.452171,2.01474
1389,dmeg,307.55,2.969583,1.07,4.85,6.27752,11.99094,2.775312,0.472694,0.003252,103.566718,2.01522
1390,dmeg,307.65,2.95,1.07,4.85,6.27752,11.99094,2.757009,0.469822,0.00325,104.288136,2.018235
1391,dmeg,307.75,2.95,1.07,4.85,6.27752,11.99094,2.757009,0.469822,0.003249,104.322034,2.018376
1392,dmeg,307.85,2.946552,1.07,4.85,6.27752,11.99094,2.753787,0.469313,0.003248,104.478057,2.019025
1393,dmeg,307.95,2.949286,1.07,4.85,6.27752,11.99094,2.756342,0.469716,0.003247,104.415113,2.018763
1394,dmeg,308.05,2.923158,1.07,4.85,6.27752,11.99094,2.731923,0.465851,0.003246,105.382607,2.022769
1395,dmeg,308.15,2.924286,1.07,4.85,6.27752,11.99094,2.732977,0.466018,0.003245,105.37616,2.022742
1396,dmeg,308.25,2.92,1.07,4.85,6.27752,11.99094,2.728972,0.465383,0.003244,105.565068,2.02352
1397,dmeg,308.35,2.916667,1.07,4.85,6.27752,11.99094,2.725857,0.464886,0.003243,105.72,2.024157
1398,dmeg,308.45,2.910278,1.07,4.85,6.27752,11.99094,2.719886,0.463934,0.003242,105.986447,2.02525
1399,dmeg,308.55,2.89,1.07,4.85,6.27752,11.99094,2.700935,0.460898,0.003241,106.764706,2.028428
1400,dmeg,308.65,2.89,1.07,4.85,6.27752,11.99094,2.700935,0.460898,0.00324,106.799308,2.028568
1401,dmeg,308.75,2.883636,1.07,4.85,6.27752,11.99094,2.694987,0.45994,0.003239,107.069672,2.029666
1402,dmeg,308.85,2.887368,1.07,4.85,6.27752,11.99094,2.698475,0.460502,0.003238,106.965913,2.029245
1403,dmeg,308.95,2.88,1.07,4.85,6.27752,11.99094,2.691589,0.459392,0.003237,107.274306,2.030496
1404,dmeg,309.05,2.87641,1.07,4.85,6.27752,11.99094,2.688234,0.458849,0.003236,107.442949,2.031178
1405,dmeg,309.15,2.876667,1.07,4.85,6.27752,11.99094,2.688474,0.458888,0.003235,107.468134,2.03128
1406,dmeg,309.35,2.85,1.07,4.85,6.27752,11.99094,2.663551,0.454845,0.003233,108.54386,2.035605
1407,dmeg,309.45,2.85,1.07,4.85,6.27752,11.99094,2.663551,0.454845,0.003232,108.578947,2.035746
1408,dmeg,309.55,2.83,1.07,4.85,6.27752,11.99094,2.64486,0.451786,0.00323,109.381625,2.038944
1409,dmeg,309.65,2.83,1.07,4.85,6.27752,11.99094,2.64486,0.451786,0.003229,109.416961,2.039085
1410,dmeg,309.75,2.829524,1.07,4.85,6.27752,11.99094,2.644415,0.451713,0.003228,109.470717,2.039298
1411,dmeg,309.85,2.83,1.07,4.85,6.27752,11.99094,2.64486,0.451786,0.003227,109.487633,2.039365
1412,dmeg,309.95,2.82,1.07,4.85,6.27752,11.99094,2.635514,0.450249,0.003226,109.911348,2.041043
1413,dmeg,310.05,2.82,1.07,4.85,6.27752,11.99094,2.635514,0.450249,0.003225,109.946809,2.041183
1414,dmeg,310.15,2.82,1.07,4.85,6.27752,11.99094,2.635514,0.450249,0.003224,109.98227,2.041323
1415,dmeg,310.25,2.816364,1.07,4.85,6.27752,11.99094,2.632116,0.449687,0.003223,110.159781,2.042023
1416,dmeg,310.35,2.79375,1.07,4.85,6.27752,11.99094,2.610981,0.446187,0.003222,111.087248,2.045664
1417,dmeg,310.45,2.797368,1.07,4.85,6.27752,11.99094,2.614363,0.446749,0.003221,110.979304,2.045242
1418,dmeg,310.55,2.79,1.07,4.85,6.27752,11.99094,2.607477,0.445604,0.00322,111.308244,2.046527
1419,dmeg,310.65,2.79,1.07,4.85,6.27752,11.99094,2.607477,0.445604,0.003219,111.344086,2.046667
1420,dmeg,310.75,2.77381,1.07,4.85,6.27752,11.99094,2.592345,0.443075,0.003218,112.030043,2.049335
1421,dmeg,310.85,2.77,1.07,4.85,6.27752,11.99094,2.588785,0.44248,0.003217,112.220217,2.050071
1422,dmeg,310.95,2.77,1.07,4.85,6.27752,11.99094,2.588785,0.44248,0.003216,112.256318,2.050211
1423,dmeg,311.05,2.758636,1.07,4.85,6.27752,11.99094,2.578165,0.440693,0.003215,112.754984,2.052136
1424,dmeg,311.15,2.758824,1.07,4.85,6.27752,11.99094,2.57834,0.440723,0.003214,112.783582,2.052246
1425,dmeg,311.25,2.738571,1.07,4.85,6.27752,11.99094,2.559413,0.437524,0.003213,113.654147,2.055585
1426,dmeg,311.35,2.7384,1.07,4.85,6.27752,11.99094,2.559252,0.437496,0.003212,113.69778,2.055752
1427,dmeg,311.45,2.74,1.07,4.85,6.27752,11.99094,2.560748,0.437751,0.003211,113.667883,2.055638
1428,dmeg,311.55,2.73,1.07,4.85,6.27752,11.99094,2.551402,0.436163,0.00321,114.120879,2.057365
1429,dmeg,311.65,2.73,1.07,4.85,6.27752,11.99094,2.551402,0.436163,0.003209,114.157509,2.057504
1430,dmeg,311.75,2.73,1.07,4.85,6.27752,11.99094,2.551402,0.436163,0.003208,114.194139,2.057644
1431,dmeg,311.85,2.71,1.07,4.85,6.27752,11.99094,2.53271,0.432969,0.003207,115.073801,2.060976
1432,dmeg,311.95,2.71,1.07,4.85,6.27752,11.99094,2.53271,0.432969,0.003206,115.110701,2.061116
1433,dmeg,312.05,2.701176,1.07,4.85,6.27752,11.99094,2.524464,0.431553,0.003205,115.523737,2.062671
1434,dmeg,312.15,2.697,1.07,4.85,6.27752,11.99094,2.520561,0.430879,0.003204,115.739711,2.063482
1435,dmeg,312.25,2.694667,1.07,4.85,6.27752,11.99094,2.51838,0.430503,0.003203,115.877041,2.063997
1436,dmeg,312.35,2.68,1.07,4.85,6.27752,11.99094,2.504673,0.428135,0.003202,116.548507,2.066507
1437,dmeg,312.45,2.68,1.07,4.85,6.27752,11.99094,2.504673,0.428135,0.003201,116.585821,2.066646
1438,dmeg,312.55,2.675,1.07,4.85,6.27752,11.99094,2.5,0.427323,0.003199,116.841121,2.067596
1439,dmeg,312.65,2.67,1.07,4.85,6.27752,11.99094,2.495327,0.426511,0.003198,117.097378,2.068547
1440,dmeg,312.75,2.67,1.07,4.85,6.27752,11.99094,2.495327,0.426511,0.003197,117.134831,2.068686
1441,dmeg,312.85,2.65,1.07,4.85,6.27752,11.99094,2.476636,0.423246,0.003196,118.056604,2.07209
1442,dmeg,312.95,2.65,1.07,4.85,6.27752,11.99094,2.476636,0.423246,0.003195,118.09434,2.072229
1443,dmeg,313.05,2.65,1.07,4.85,6.27752,11.99094,2.476636,0.423246,0.003194,118.132075,2.072368
