,compound,T,Nu,rho,w_mass,w_vol,w,V,ln_Nu,T_1,D,ln_D
1935,ocm,298.65,36.252,1.53,12.3,22.764552,44.18715,23.694118,1.559331,0.003348,8.238166,0.915831
1936,ocm,298.75,36.086667,1.53,12.3,22.764552,44.18715,23.586057,1.557346,0.003347,8.278681,0.917961
1937,ocm,298.85,35.929412,1.53,12.3,22.764552,44.18715,23.483276,1.55545,0.003346,8.317698,0.920003
1938,ocm,298.95,35.79,1.53,12.3,22.764552,44.18715,23.392157,1.553762,0.003345,8.352892,0.921837
1939,ocm,299.05,35.642857,1.53,12.3,22.764552,44.18715,23.295985,1.551971,0.003344,8.39018,0.923771
1940,ocm,299.15,35.431818,1.53,12.3,22.764552,44.18715,23.158051,1.549392,0.003343,8.442976,0.926496
1941,ocm,299.25,35.252381,1.53,12.3,22.764552,44.18715,23.040772,1.547188,0.003342,8.488788,0.928846
1942,ocm,299.35,35.083929,1.53,12.3,22.764552,44.18715,22.930672,1.545107,0.003341,8.532397,0.931071
1943,ocm,299.45,34.901724,1.53,12.3,22.764552,44.18715,22.811584,1.542846,0.003339,8.579805,0.933477
1944,ocm,299.55,34.713725,1.53,12.3,22.764552,44.18715,22.688709,1.5405,0.003338,8.629152,0.935968
1945,ocm,299.65,34.523214,1.53,12.3,22.764552,44.18715,22.564192,1.53811,0.003337,8.679667,0.938503
1946,ocm,299.75,34.34375,1.53,12.3,22.764552,44.18715,22.446895,1.535847,0.003336,8.727934,0.940911
1947,ocm,299.85,34.147368,1.53,12.3,22.764552,44.18715,22.318541,1.533356,0.003335,8.781057,0.943547
1948,ocm,299.95,33.953659,1.53,12.3,22.764552,44.18715,22.191934,1.530886,0.003334,8.8341,0.946162
1949,ocm,300.05,33.773333,1.53,12.3,22.764552,44.18715,22.074074,1.528573,0.003333,8.884228,0.94862
1950,ocm,300.15,33.6275,1.53,12.3,22.764552,44.18715,21.978758,1.526692,0.003332,8.92573,0.950644
1951,ocm,300.25,33.375,1.53,12.3,22.764552,44.18715,21.813725,1.523416,0.003331,8.996255,0.954062
1952,ocm,300.35,33.259459,1.53,12.3,22.764552,44.18715,21.738209,1.521911,0.003329,9.030514,0.955712
1953,ocm,300.45,33.05814,1.53,12.3,22.764552,44.18715,21.606627,1.519277,0.003328,9.088533,0.958494
1954,ocm,300.55,32.857143,1.53,12.3,22.764552,44.18715,21.475257,1.516629,0.003327,9.147174,0.961287
1955,ocm,300.65,32.681818,1.53,12.3,22.764552,44.18715,21.360665,1.514305,0.003326,9.199305,0.963755
1956,ocm,300.75,32.531034,1.53,12.3,22.764552,44.18715,21.262114,1.512297,0.003325,9.245018,0.965908
1957,ocm,300.85,32.389744,1.53,12.3,22.764552,44.18715,21.169767,1.510406,0.003324,9.288434,0.967943
1958,ocm,300.95,32.275,1.53,12.3,22.764552,44.18715,21.094771,1.508866,0.003323,9.324555,0.969628
1959,ocm,301.05,32.194286,1.53,12.3,22.764552,44.18715,21.042017,1.507778,0.003322,9.351038,0.97086
1960,ocm,301.15,32.157895,1.53,12.3,22.764552,44.18715,21.018232,1.507287,0.003321,9.36473,0.971495
1961,ocm,302.05,30.23125,1.53,12.3,22.764552,44.18715,19.758987,1.480456,0.003311,9.991317,0.999623
1962,ocm,302.15,30.1,1.53,12.3,22.764552,44.18715,19.673203,1.478566,0.00331,10.038206,1.001656
1963,ocm,302.25,29.930769,1.53,12.3,22.764552,44.18715,19.562594,1.476117,0.003309,10.098304,1.004248
1964,ocm,302.35,29.770588,1.53,12.3,22.764552,44.18715,19.457901,1.473787,0.003307,10.155997,1.006723
1965,ocm,302.45,29.590476,1.53,12.3,22.764552,44.18715,19.340181,1.471151,0.003306,10.221194,1.009502
1966,ocm,302.55,29.340741,1.53,12.3,22.764552,44.18715,19.176955,1.467468,0.003305,10.311601,1.013326
1967,ocm,302.65,29.175,1.53,12.3,22.764552,44.18715,19.068627,1.465008,0.003304,10.373608,1.01593
1968,ocm,302.75,28.938889,1.53,12.3,22.764552,44.18715,18.914306,1.461481,0.003303,10.461701,1.019602
1969,ocm,302.85,28.778571,1.53,12.3,22.764552,44.18715,18.809524,1.459068,0.003302,10.523455,1.022158
1970,ocm,302.95,28.629412,1.53,12.3,22.764552,44.18715,18.712034,1.456812,0.003301,10.581775,1.024559
1971,ocm,303.05,28.469231,1.53,12.3,22.764552,44.18715,18.60734,1.454375,0.0033,10.644826,1.027139
1972,ocm,303.15,28.333333,1.53,12.3,22.764552,44.18715,18.518519,1.452297,0.003299,10.699412,1.02936
1973,ocm,303.25,28.2,1.53,12.3,22.764552,44.18715,18.431373,1.450249,0.003298,10.753546,1.031552
1974,ocm,303.35,28.054545,1.53,12.3,22.764552,44.18715,18.336304,1.448003,0.003297,10.812865,1.033941
1975,ocm,303.45,27.95,1.53,12.3,22.764552,44.18715,18.267974,1.446381,0.003295,10.856887,1.035705
1976,ocm,303.55,27.790909,1.53,12.3,22.764552,44.18715,18.163993,1.443902,0.003294,10.922637,1.038327
1977,ocm,303.65,27.7,1.53,12.3,22.764552,44.18715,18.104575,1.44248,0.003293,10.962094,1.039894
1978,ocm,303.75,27.58,1.53,12.3,22.764552,44.18715,18.026144,1.440593,0.003292,11.013416,1.041922
1979,ocm,303.85,27.5,1.53,12.3,22.764552,44.18715,17.973856,1.439333,0.003291,11.049091,1.043327
1980,ocm,303.95,27.457143,1.53,12.3,22.764552,44.18715,17.945845,1.43865,0.00329,11.069979,1.044147
1981,ocm,304.05,27.3,1.53,12.3,22.764552,44.18715,17.843137,1.436163,0.003289,11.137363,1.046782
1982,ocm,304.15,27.180488,1.53,12.3,22.764552,44.18715,17.765025,1.434256,0.003288,11.190013,1.048831
1983,ocm,304.25,27.0725,1.53,12.3,22.764552,44.18715,17.694444,1.432528,0.003287,11.238341,1.050702
1984,ocm,304.35,26.943396,1.53,12.3,22.764552,44.18715,17.610063,1.430451,0.003286,11.295903,1.052921
1985,ocm,304.45,26.791489,1.53,12.3,22.764552,44.18715,17.510777,1.427997,0.003285,11.363683,1.055519
1986,ocm,304.55,26.645455,1.53,12.3,22.764552,44.18715,17.41533,1.425622,0.003284,11.429717,1.058035
1987,ocm,304.65,26.50303,1.53,12.3,22.764552,44.18715,17.322242,1.423295,0.003282,11.494912,1.060506
1988,ocm,304.75,26.383673,1.53,12.3,22.764552,44.18715,17.244231,1.421334,0.003281,11.550704,1.062608
1989,ocm,304.85,26.2425,1.53,12.3,22.764552,44.18715,17.151961,1.419004,0.00328,11.616652,1.065081
1990,ocm,304.95,26.102174,1.53,12.3,22.764552,44.18715,17.060244,1.416675,0.003279,11.682935,1.067552
1991,ocm,305.05,25.948387,1.53,12.3,22.764552,44.18715,16.95973,1.41411,0.003278,11.756029,1.070261
1992,ocm,305.15,25.837838,1.53,12.3,22.764552,44.18715,16.887476,1.412255,0.003277,11.810199,1.072257
1993,ocm,305.25,25.673529,1.53,12.3,22.764552,44.18715,16.780085,1.409485,0.003276,11.889678,1.07517
1994,ocm,305.35,25.565714,1.53,12.3,22.764552,44.18715,16.709617,1.407657,0.003275,11.94373,1.07714
1995,ocm,305.45,25.423333,1.53,12.3,22.764552,44.18715,16.616558,1.405232,0.003274,12.014554,1.079708
1996,ocm,305.55,25.287097,1.53,12.3,22.764552,44.18715,16.527514,1.402899,0.003273,12.083238,1.082183
1997,ocm,305.65,25.172,1.53,12.3,22.764552,44.18715,16.452288,1.400917,0.003272,12.14246,1.084307
1998,ocm,305.75,25.040625,1.53,12.3,22.764552,44.18715,16.366422,1.398644,0.003271,12.210158,1.086721
1999,ocm,305.85,24.934615,1.53,12.3,22.764552,44.18715,16.297134,1.396802,0.00327,12.266081,1.088706
2000,ocm,305.95,24.80625,1.53,12.3,22.764552,44.18715,16.213235,1.39456,0.003269,12.333585,1.091089
2001,ocm,306.05,24.685185,1.53,12.3,22.764552,44.18715,16.134108,1.392436,0.003267,12.398125,1.093356
2002,ocm,306.15,24.536364,1.53,12.3,22.764552,44.18715,16.036839,1.389809,0.003266,12.477399,1.096124
2003,ocm,306.25,24.410526,1.53,12.3,22.764552,44.18715,15.954592,1.387576,0.003265,12.545817,1.098499
2004,ocm,306.35,24.283333,1.53,12.3,22.764552,44.18715,15.87146,1.385307,0.003264,12.615649,1.10091
2005,ocm,306.45,24.128571,1.53,12.3,22.764552,44.18715,15.770308,1.382531,0.003263,12.70071,1.103828
2006,ocm,306.55,24.040741,1.53,12.3,22.764552,44.18715,15.712902,1.380947,0.003262,12.751271,1.105553
2007,ocm,306.65,23.925,1.53,12.3,22.764552,44.18715,15.637255,1.378851,0.003261,12.817137,1.107791
2008,ocm,306.75,23.766667,1.53,12.3,22.764552,44.18715,15.533769,1.375967,0.00326,12.906732,1.110816
2009,ocm,306.85,23.653333,1.53,12.3,22.764552,44.18715,15.459695,1.373891,0.003259,12.972802,1.113034
2010,ocm,306.95,23.54,1.53,12.3,22.764552,44.18715,15.385621,1.371806,0.003258,13.039507,1.115261
2011,ocm,307.05,23.415385,1.53,12.3,22.764552,44.18715,15.304173,1.369501,0.003257,13.113173,1.117708
2012,ocm,307.15,23.278261,1.53,12.3,22.764552,44.18715,15.21455,1.366949,0.003256,13.194714,1.1204
2013,ocm,307.25,23.2,1.53,12.3,22.764552,44.18715,15.163399,1.365488,0.003255,13.243534,1.122004
2014,ocm,307.35,23.075,1.53,12.3,22.764552,44.18715,15.081699,1.36314,0.003254,13.31961,1.124492
2015,ocm,307.45,22.886364,1.53,12.3,22.764552,44.18715,14.958408,1.359574,0.003253,13.433764,1.128198
2016,ocm,307.55,22.795238,1.53,12.3,22.764552,44.18715,14.898848,1.35784,0.003252,13.491853,1.130072
2017,ocm,307.65,22.60625,1.53,12.3,22.764552,44.18715,14.775327,1.354228,0.00325,13.609068,1.133828
2018,ocm,307.75,22.51,1.53,12.3,22.764552,44.18715,14.712418,1.352375,0.003249,13.671701,1.135823
2019,ocm,307.85,22.4,1.53,12.3,22.764552,44.18715,14.640523,1.350247,0.003248,13.743304,1.138091
2020,ocm,307.95,22.3,1.53,12.3,22.764552,44.18715,14.575163,1.348305,0.003247,13.809417,1.140175
2021,ocm,308.05,22.230769,1.53,12.3,22.764552,44.18715,14.529915,1.346954,0.003246,13.85692,1.141667
2022,ocm,308.15,22.1,1.53,12.3,22.764552,44.18715,14.444444,1.344392,0.003245,13.943439,1.14437
2023,ocm,308.25,22.04,1.53,12.3,22.764552,44.18715,14.405229,1.343211,0.003244,13.985935,1.145691
2024,ocm,308.35,22.0,1.53,12.3,22.764552,44.18715,14.379085,1.342423,0.003243,14.015909,1.146621
2025,ocm,308.45,21.9,1.53,12.3,22.764552,44.18715,14.313725,1.340444,0.003242,14.084475,1.148741
2026,ocm,308.55,21.82,1.53,12.3,22.764552,44.18715,14.261438,1.338854,0.003241,14.140697,1.150471
2027,ocm,308.65,21.7625,1.53,12.3,22.764552,44.18715,14.223856,1.337708,0.00324,14.182654,1.151757
2028,ocm,308.75,21.7,1.53,12.3,22.764552,44.18715,14.183007,1.33646,0.003239,14.228111,1.153147
2029,ocm,308.85,21.614545,1.53,12.3,22.764552,44.18715,14.127154,1.334744,0.003238,14.288989,1.155001
2030,ocm,308.95,21.473333,1.53,12.3,22.764552,44.18715,14.034858,1.331899,0.003237,14.387613,1.157989
2031,ocm,309.05,21.390476,1.53,12.3,22.764552,44.18715,13.980703,1.33022,0.003236,14.448019,1.159808
2032,ocm,309.15,21.3,1.53,12.3,22.764552,44.18715,13.921569,1.328379,0.003235,14.514085,1.16179
2033,ocm,309.25,21.159524,1.53,12.3,22.764552,44.18715,13.829754,1.325505,0.003234,14.615168,1.164804
2034,ocm,309.35,21.090625,1.53,12.3,22.764552,44.18715,13.784722,1.324089,0.003233,14.667654,1.166361
2035,ocm,309.45,20.9575,1.53,12.3,22.764552,44.18715,13.697712,1.321338,0.003232,14.765597,1.169251
2036,ocm,309.55,20.866667,1.53,12.3,22.764552,44.18715,13.638344,1.319452,0.00323,14.834665,1.171278
2037,ocm,309.65,20.772973,1.53,12.3,22.764552,44.18715,13.577107,1.317498,0.003229,14.906388,1.173372
2038,ocm,309.75,20.622222,1.53,12.3,22.764552,44.18715,13.478577,1.314318,0.003228,15.020205,1.176676
2039,ocm,309.85,20.5625,1.53,12.3,22.764552,44.18715,13.439542,1.313075,0.003227,15.068693,1.178076
2040,ocm,309.95,20.486364,1.53,12.3,22.764552,44.18715,13.38978,1.311464,0.003226,15.129576,1.179827
2041,ocm,310.05,20.375,1.53,12.3,22.764552,44.18715,13.316993,1.309096,0.003225,15.217178,1.182334
2042,ocm,310.15,20.268421,1.53,12.3,22.764552,44.18715,13.247334,1.306819,0.003224,15.302129,1.184752
2043,ocm,310.25,20.180645,1.53,12.3,22.764552,44.18715,13.189964,1.304934,0.003223,15.373641,1.186777
2044,ocm,310.35,20.078261,1.53,12.3,22.764552,44.18715,13.123046,1.302725,0.003222,15.457016,1.189126
2045,ocm,310.45,19.980952,1.53,12.3,22.764552,44.18715,13.059446,1.300615,0.003221,15.537297,1.191375
2046,ocm,310.55,19.9,1.53,12.3,22.764552,44.18715,13.006536,1.298853,0.00322,15.605528,1.193278
2047,ocm,310.65,19.8,1.53,12.3,22.764552,44.18715,12.941176,1.296665,0.003219,15.689394,1.195606
2048,ocm,310.75,19.705882,1.53,12.3,22.764552,44.18715,12.879662,1.294595,0.003218,15.769403,1.197815
2049,ocm,310.85,19.6,1.53,12.3,22.764552,44.18715,12.810458,1.292256,0.003217,15.859694,1.200295
2050,ocm,310.95,19.5,1.53,12.3,22.764552,44.18715,12.745098,1.290035,0.003216,15.946154,1.202656
2051,ocm,311.05,19.428571,1.53,12.3,22.764552,44.18715,12.698413,1.28844,0.003215,16.009926,1.204389
2052,ocm,311.15,19.307143,1.53,12.3,22.764552,44.18715,12.619048,1.285718,0.003214,16.115797,1.207252
2053,ocm,311.25,19.245,1.53,12.3,22.764552,44.18715,12.578431,1.284316,0.003213,16.173032,1.208791
2054,ocm,311.35,19.128571,1.53,12.3,22.764552,44.18715,12.502334,1.281681,0.003212,16.276699,1.211566
2055,ocm,311.45,19.044444,1.53,12.3,22.764552,44.18715,12.447349,1.279767,0.003211,16.353851,1.21362
2056,ocm,311.55,18.946154,1.53,12.3,22.764552,44.18715,12.383107,1.27752,0.00321,16.443971,1.216007
2057,ocm,311.65,18.861538,1.53,12.3,22.764552,44.18715,12.327803,1.275576,0.003209,16.523042,1.21809
2058,ocm,311.75,18.776923,1.53,12.3,22.764552,44.18715,12.272499,1.273623,0.003208,16.602827,1.220182
2059,ocm,311.85,18.7,1.53,12.3,22.764552,44.18715,12.222222,1.271842,0.003207,16.676471,1.222104
2060,ocm,311.95,18.6,1.53,12.3,22.764552,44.18715,12.156863,1.269513,0.003206,16.771505,1.224572
2061,ocm,312.05,18.5,1.53,12.3,22.764552,44.18715,12.091503,1.267172,0.003205,16.867568,1.227052
2062,ocm,312.15,18.455556,1.53,12.3,22.764552,44.18715,12.062455,1.266126,0.003204,16.913606,1.228236
2063,ocm,312.25,18.4,1.53,12.3,22.764552,44.18715,12.026144,1.264818,0.003203,16.970109,1.229685
2064,ocm,312.35,18.281818,1.53,12.3,22.764552,44.18715,11.948901,1.262018,0.003202,17.085281,1.232622
2065,ocm,312.45,18.2,1.53,12.3,22.764552,44.18715,11.895425,1.260071,0.003201,17.167582,1.234709
2066,ocm,312.55,18.1,1.53,12.3,22.764552,44.18715,11.830065,1.257679,0.003199,17.267956,1.237241
2067,ocm,287.85,56.9,1.51,14.92,27.252625,49.74658,37.682119,1.755112,0.003474,5.058875,0.704054
2068,ocm,287.95,56.890909,1.51,14.92,27.252625,49.74658,37.676099,1.755043,0.003473,5.061441,0.704274
2069,ocm,289.25,50.0,1.51,14.92,27.252625,49.74658,33.112583,1.69897,0.003457,5.785,0.762303
2070,ocm,290.85,48.569231,1.51,14.92,27.252625,49.74658,32.165053,1.686361,0.003438,5.988359,0.777308
2071,ocm,290.95,48.271429,1.51,14.92,27.252625,49.74658,31.967833,1.68369,0.003437,6.027375,0.780128
2072,ocm,291.05,47.821154,1.51,14.92,27.252625,49.74658,31.669638,1.679618,0.003436,6.086219,0.784348
2073,ocm,291.15,47.227778,1.51,14.92,27.252625,49.74658,31.276674,1.674194,0.003435,6.164804,0.789919
2074,ocm,291.25,46.889474,1.51,14.92,27.252625,49.74658,31.052632,1.671075,0.003433,6.211415,0.793191
2075,ocm,291.35,46.6,1.51,14.92,27.252625,49.74658,30.860927,1.668386,0.003432,6.252146,0.796029
2076,ocm,291.45,46.366667,1.51,14.92,27.252625,49.74658,30.706402,1.666206,0.003431,6.285766,0.798358
2077,ocm,291.55,46.3,1.51,14.92,27.252625,49.74658,30.662252,1.665581,0.00343,6.296976,0.799132
2078,ocm,291.65,45.909091,1.51,14.92,27.252625,49.74658,30.403371,1.661898,0.003429,6.352772,0.802963
2079,ocm,291.75,45.88,1.51,14.92,27.252625,49.74658,30.384106,1.661623,0.003428,6.35898,0.803387
2080,ocm,291.85,45.533333,1.51,14.92,27.252625,49.74658,30.154525,1.658329,0.003426,6.40959,0.80683
2081,ocm,291.95,45.35,1.51,14.92,27.252625,49.74658,30.033113,1.656577,0.003425,6.437707,0.808731
2082,ocm,292.05,45.003846,1.51,14.92,27.252625,49.74658,29.803872,1.653249,0.003424,6.489445,0.812208
2083,ocm,292.15,43.97619,1.51,14.92,27.252625,49.74658,29.123305,1.643003,0.003423,6.643368,0.822388
2084,ocm,292.25,44.55,1.51,14.92,27.252625,49.74658,29.503311,1.648847,0.003422,6.560045,0.816907
2085,ocm,292.35,44.211111,1.51,14.92,27.252625,49.74658,29.278882,1.64553,0.003421,6.612591,0.820372
2086,ocm,292.45,44.16087,1.51,14.92,27.252625,49.74658,29.245609,1.645036,0.003419,6.622379,0.821014
2087,ocm,292.55,43.6,1.51,14.92,27.252625,49.74658,28.874172,1.639486,0.003418,6.709862,0.826714
2088,ocm,292.65,42.912346,1.51,14.92,27.252625,49.74658,28.418772,1.632562,0.003417,6.819716,0.833766
2089,ocm,292.75,42.342405,1.51,14.92,27.252625,49.74658,28.041328,1.626761,0.003416,6.913873,0.839721
2090,ocm,292.85,41.785404,1.51,14.92,27.252625,49.74658,27.672453,1.621017,0.003415,7.008428,0.845621
2091,ocm,292.95,41.487333,1.51,14.92,27.252625,49.74658,27.475055,1.617915,0.003414,7.061191,0.848878
2092,ocm,293.05,41.26,1.51,14.92,27.252625,49.74658,27.324503,1.615529,0.003412,7.102521,0.851413
2093,ocm,293.15,41.02439,1.51,14.92,27.252625,49.74658,27.16847,1.613042,0.003411,7.145749,0.854048
2094,ocm,293.25,40.690909,1.51,14.92,27.252625,49.74658,26.947622,1.609496,0.00341,7.206769,0.857741
2095,ocm,293.35,40.581081,1.51,14.92,27.252625,49.74658,26.874888,1.608323,0.003409,7.228738,0.859062
2096,ocm,293.45,40.333784,1.51,14.92,27.252625,49.74658,26.711115,1.605666,0.003408,7.275539,0.861865
2097,ocm,293.55,40.055319,1.51,14.92,27.252625,49.74658,26.526701,1.602659,0.003407,7.328615,0.865022
2098,ocm,293.65,39.888571,1.51,14.92,27.252625,49.74658,26.416272,1.600848,0.003405,7.361758,0.866982
2099,ocm,293.75,39.7,1.51,14.92,27.252625,49.74658,26.291391,1.598791,0.003404,7.399244,0.869187
2100,ocm,293.85,39.366667,1.51,14.92,27.252625,49.74658,26.07064,1.595119,0.003403,7.464437,0.872997
2101,ocm,293.95,39.322222,1.51,14.92,27.252625,49.74658,26.041207,1.594636,0.003402,7.475417,0.873635
2102,ocm,294.05,39.277778,1.51,14.92,27.252625,49.74658,26.011773,1.594145,0.003401,7.486421,0.874274
2103,ocm,294.15,38.7475,1.51,14.92,27.252625,49.74658,25.660596,1.588222,0.0034,7.591458,0.880325
2104,ocm,294.25,38.711429,1.51,14.92,27.252625,49.74658,25.636708,1.587831,0.003398,7.601114,0.880877
2105,ocm,294.35,38.25,1.51,14.92,27.252625,49.74658,25.331126,1.582622,0.003397,7.695425,0.886233
2106,ocm,294.45,38.3175,1.51,14.92,27.252625,49.74658,25.375828,1.583394,0.003396,7.684478,0.885614
2107,ocm,294.55,37.942857,1.51,14.92,27.252625,49.74658,25.12772,1.57913,0.003395,7.762989,0.890029
2108,ocm,294.65,37.729545,1.51,14.92,27.252625,49.74658,24.986454,1.576676,0.003394,7.80953,0.892625
2109,ocm,294.75,37.433333,1.51,14.92,27.252625,49.74658,24.790287,1.573256,0.003393,7.873998,0.896195
2110,ocm,294.85,37.032704,1.51,14.92,27.252625,49.74658,24.52497,1.568584,0.003392,7.961881,0.901016
2111,ocm,294.95,36.750649,1.51,14.92,27.252625,49.74658,24.338178,1.565263,0.00339,8.025709,0.904483
2112,ocm,295.05,36.539103,1.51,14.92,27.252625,49.74658,24.198081,1.562755,0.003389,8.074911,0.907138
2113,ocm,295.15,36.321622,1.51,14.92,27.252625,49.74658,24.054054,1.560164,0.003388,8.126014,0.909878
2114,ocm,295.25,36.190179,1.51,14.92,27.252625,49.74658,23.967006,1.55859,0.003387,8.158291,0.911599
2115,ocm,295.35,35.9,1.51,14.92,27.252625,49.74658,23.774834,1.555094,0.003386,8.227019,0.915243
2116,ocm,295.45,35.85,1.51,14.92,27.252625,49.74658,23.741722,1.554489,0.003385,8.241283,0.915995
2117,ocm,295.55,35.7,1.51,14.92,27.252625,49.74658,23.642384,1.552667,0.003384,8.278711,0.917963
2118,ocm,295.65,35.55,1.51,14.92,27.252625,49.74658,23.543046,1.550839,0.003382,8.316456,0.919938
2119,ocm,295.75,35.423529,1.51,14.92,27.252625,49.74658,23.459291,1.54929,0.003381,8.34897,0.921633
2120,ocm,295.85,35.315789,1.51,14.92,27.252625,49.74658,23.38794,1.547968,0.00338,8.377273,0.923103
2121,ocm,295.95,35.2,1.51,14.92,27.252625,49.74658,23.311258,1.546543,0.003379,8.40767,0.924676
2122,ocm,296.05,34.933333,1.51,14.92,27.252625,49.74658,23.134658,1.54324,0.003378,8.474714,0.928125
2123,ocm,296.15,34.9,1.51,14.92,27.252625,49.74658,23.112583,1.542825,0.003377,8.485673,0.928686
2124,ocm,296.25,34.646154,1.51,14.92,27.252625,49.74658,22.944473,1.539653,0.003376,8.550733,0.932003
2125,ocm,296.35,34.6,1.51,14.92,27.252625,49.74658,22.913907,1.539073,0.003374,8.565029,0.932729
2126,ocm,296.45,34.2,1.51,14.92,27.252625,49.74658,22.649007,1.534025,0.003373,8.668129,0.937925
2127,ocm,296.55,34.1,1.51,14.92,27.252625,49.74658,22.582781,1.532754,0.003372,8.696481,0.939344
2128,ocm,296.65,34.07,1.51,14.92,27.252625,49.74658,22.562914,1.532316,0.003371,8.707074,0.939872
2129,ocm,296.75,33.815385,1.51,14.92,27.252625,49.74658,22.394294,1.529114,0.00337,8.775591,0.943276
2130,ocm,296.85,33.772727,1.51,14.92,27.252625,49.74658,22.366045,1.528565,0.003369,8.789637,0.943971
2131,ocm,296.95,33.285714,1.51,14.92,27.252625,49.74658,22.043519,1.522256,0.003368,8.921245,0.950425
2132,ocm,297.05,33.244444,1.51,14.92,27.252625,49.74658,22.016188,1.521718,0.003366,8.935328,0.95111
2133,ocm,297.15,32.9,1.51,14.92,27.252625,49.74658,21.788079,1.517196,0.003365,9.031915,0.95578
2134,ocm,297.25,32.75122,1.51,14.92,27.252625,49.74658,21.689549,1.515217,0.003364,9.075998,0.957894
2135,ocm,297.35,32.518182,1.51,14.92,27.252625,49.74658,21.53522,1.512121,0.003363,9.144115,0.961142
2136,ocm,297.45,32.281818,1.51,14.92,27.252625,49.74658,21.378688,1.508955,0.003362,9.214165,0.964456
2137,ocm,297.55,32.0,1.51,14.92,27.252625,49.74658,21.192053,1.50515,0.003361,9.298437,0.96841
2138,ocm,297.65,32.0,1.51,14.92,27.252625,49.74658,21.192053,1.505149,0.00336,9.301562,0.968556
2139,ocm,297.75,31.853333,1.51,14.92,27.252625,49.74658,21.094923,1.503154,0.003359,9.34753,0.970697
2140,ocm,297.85,31.533333,1.51,14.92,27.252625,49.74658,20.883002,1.498757,0.003357,9.44556,0.975228
2141,ocm,297.95,31.55,1.51,14.92,27.252625,49.74658,20.89404,1.498998,0.003356,9.44374,0.975144
2142,ocm,298.05,31.365517,1.51,14.92,27.252625,49.74658,20.771866,1.496448,0.003355,9.502474,0.977837
2143,ocm,298.15,31.28,1.51,14.92,27.252625,49.74658,20.715232,1.495262,0.003354,9.53165,0.979168
2144,ocm,298.25,31.05,1.51,14.92,27.252625,49.74658,20.562914,1.492061,0.003353,9.605475,0.982519
2145,ocm,298.35,30.744,1.51,14.92,27.252625,49.74658,20.360265,1.487742,0.003352,9.704333,0.986966
2146,ocm,298.45,30.733333,1.51,14.92,27.252625,49.74658,20.353201,1.487599,0.003351,9.710954,0.987262
2147,ocm,298.55,30.464286,1.51,14.92,27.252625,49.74658,20.175024,1.48379,0.00335,9.8,0.991226
2148,ocm,298.65,30.413793,1.51,14.92,27.252625,49.74658,20.141585,1.483066,0.003348,9.819558,0.992092
2149,ocm,298.75,30.1,1.51,14.92,27.252625,49.74658,19.933775,1.478562,0.003347,9.925249,0.996741
2150,ocm,298.85,29.719554,1.51,14.92,27.252625,49.74658,19.681824,1.47304,0.003346,10.055669,1.002411
2151,ocm,298.95,29.533333,1.51,14.92,27.252625,49.74658,19.558499,1.470312,0.003345,10.12246,1.005286
2152,ocm,299.05,29.518421,1.51,14.92,27.252625,49.74658,19.548623,1.470092,0.003344,10.130962,1.005651
2153,ocm,299.15,29.327692,1.51,14.92,27.252625,49.74658,19.422313,1.467277,0.003343,10.200257,1.008611
2154,ocm,299.25,29.173301,1.51,14.92,27.252625,49.74658,19.320067,1.464983,0.003342,10.257667,1.011049
2155,ocm,299.35,29.0,1.51,14.92,27.252625,49.74658,19.205298,1.462398,0.003341,10.322414,1.013781
2156,ocm,299.45,28.933333,1.51,14.92,27.252625,49.74658,19.161148,1.461398,0.003339,10.349654,1.014926
2157,ocm,299.55,28.8,1.51,14.92,27.252625,49.74658,19.072848,1.459392,0.003338,10.401042,1.017077
2158,ocm,299.65,28.8,1.51,14.92,27.252625,49.74658,19.072848,1.459392,0.003337,10.404514,1.017222
2159,ocm,299.75,28.523077,1.51,14.92,27.252625,49.74658,18.889455,1.455183,0.003336,10.509035,1.021563
2160,ocm,299.85,28.568182,1.51,14.92,27.252625,49.74658,18.919326,1.455882,0.003335,10.495943,1.021021
2161,ocm,299.95,28.5,1.51,14.92,27.252625,49.74658,18.874172,1.454843,0.003334,10.524561,1.022204
2162,ocm,300.05,28.366667,1.51,14.92,27.252625,49.74658,18.785872,1.452808,0.003333,10.577556,1.024385
2163,ocm,300.15,28.2,1.51,14.92,27.252625,49.74658,18.675497,1.450249,0.003332,10.643617,1.027089
2164,ocm,300.25,28.046154,1.51,14.92,27.252625,49.74658,18.573612,1.447872,0.003331,10.705568,1.02961
2165,ocm,300.35,28.028571,1.51,14.92,27.252625,49.74658,18.561968,1.447599,0.003329,10.715851,1.030027
2166,ocm,300.45,27.7,1.51,14.92,27.252625,49.74658,18.344371,1.44248,0.003328,10.84657,1.035292
2167,ocm,300.55,27.7,1.51,14.92,27.252625,49.74658,18.344371,1.44248,0.003327,10.850181,1.035437
2168,ocm,300.65,27.4875,1.51,14.92,27.252625,49.74658,18.203642,1.439134,0.003326,10.937699,1.038926
2169,ocm,300.75,27.39375,1.51,14.92,27.252625,49.74658,18.141556,1.437646,0.003325,10.978782,1.040554
2170,ocm,300.85,27.178049,1.51,14.92,27.252625,49.74658,17.998708,1.434217,0.003324,11.069595,1.044132
2171,ocm,300.95,26.946512,1.51,14.92,27.252625,49.74658,17.845372,1.430501,0.003323,11.168422,1.047992
