,compound,T,Nu,rho,w_mass,w_vol,x,V,ln_Nu,1_T,D,ln_D,D_comp,D_but,ln_D_comp
590,dmag,295.95,3.357179,1.05,9.73,12.35847,22.367037,3.197314,1.211099,0.003379,88.154357,4.479089,2.459391692383718e-06,-12.376113530441911,-12.915596518117438
591,dmag,296.05,3.33918,1.05,9.73,12.35847,22.367037,3.180172,1.205725,0.003378,88.659483,4.484803,2.473483912735425e-06,-12.370399922470874,-12.909882910146402
592,dmag,296.15,3.33,1.05,9.73,12.35847,22.367037,3.171429,1.202972,0.003377,88.933934,4.487894,2.4811405048080104e-06,-12.367309234853728,-12.906792222529257
593,dmag,296.35,3.31,1.05,9.73,12.35847,22.367037,3.152381,1.196948,0.003374,89.531722,4.494593,2.4978180119565787e-06,-12.360610014739475,-12.900093002415002
594,dmag,296.45,3.316667,1.05,9.73,12.35847,22.367037,3.15873,1.198956,0.003373,89.38191,4.492918,2.4936381882350794e-06,-12.362284806435873,-12.9017677941114
595,dmag,296.55,3.315,1.05,9.73,12.35847,22.367037,3.157143,1.198454,0.003372,89.457014,4.493758,2.4957337430292233e-06,-12.361444798937441,-12.900927786612968
596,dmag,296.65,3.305,1.05,9.73,12.35847,22.367037,3.147619,1.195435,0.003371,89.757943,4.497117,2.504129266996875e-06,-12.358086494183349,-12.897569481858875
597,dmag,296.75,3.292,1.05,9.73,12.35847,22.367037,3.135238,1.191491,0.00337,90.14277,4.501395,2.514865460725235e-06,-12.353808262909396,-12.893291250584923
598,dmag,296.85,3.298571,1.05,9.73,12.35847,22.367037,3.141497,1.193488,0.003369,89.993504,4.499737,2.5107014419244797e-06,-12.355465397252374,-12.8949483849279
599,dmag,296.95,3.296,1.05,9.73,12.35847,22.367037,3.139048,1.192707,0.003368,90.094053,4.500854,2.5135063213813932e-06,-12.354348851169707,-12.893831838845234
600,dmag,297.05,3.28,1.05,9.73,12.35847,22.367037,3.12381,1.187843,0.003366,90.564024,4.506057,2.526617897730449e-06,-12.349145961178651,-12.88862894885418
601,dmag,297.15,3.27,1.05,9.73,12.35847,22.367037,3.114286,1.184787,0.003365,90.87156,4.509447,2.5351977290026512e-06,-12.345755936680844,-12.88523892435637
602,dmag,297.25,3.262381,1.05,9.73,12.35847,22.367037,3.107029,1.182449,0.003364,91.114436,4.512116,2.541973620837502e-06,-12.343086774901254,-12.88256976257678
603,dmag,297.35,3.264545,1.05,9.73,12.35847,22.367037,3.109091,1.183117,0.003363,91.084656,4.511789,2.5411431952704803e-06,-12.343413513634378,-12.882896501309904
604,dmag,297.45,3.239231,1.05,9.73,12.35847,22.367037,3.084982,1.175331,0.003362,91.827357,4.51991,2.561863041470975e-06,-12.335292825904718,-12.874775813580246
605,dmag,297.55,3.225333,1.05,9.73,12.35847,22.367037,3.071746,1.171033,0.003361,92.254031,4.524546,2.573767127601978e-06,-12.330656936224663,-12.870139923900192
606,dmag,297.65,3.22,1.05,9.73,12.35847,22.367037,3.066667,1.169381,0.00336,92.437888,4.526537,2.578896248525673e-06,-12.32866607354127,-12.868149061216796
607,dmag,297.75,3.22,1.05,9.73,12.35847,22.367037,3.066667,1.169381,0.003359,92.468944,4.526873,2.5797626675575985e-06,-12.328330164905259,-12.867813152580785
608,dmag,297.85,3.213333,1.05,9.73,12.35847,22.367037,3.060317,1.167308,0.003357,92.691909,4.529281,2.585983357099394e-06,-12.325921725729554,-12.86540471340508
609,dmag,297.95,3.198571,1.05,9.73,12.35847,22.367037,3.046259,1.162699,0.003356,93.15096,4.534221,2.598790374858356e-06,-12.320981473958316,-12.860464461633843
610,dmag,298.05,3.204737,1.05,9.73,12.35847,22.367037,3.05213,1.164626,0.003355,93.002956,4.532631,2.5946607778996737e-06,-12.32257178364163,-12.862054771317156
611,dmag,298.15,3.206,1.05,9.73,12.35847,22.367037,3.053333,1.165021,0.003354,92.997505,4.532573,2.5945088168018294e-06,-12.322630352202596,-12.862113339878125
612,dmag,298.25,3.19,1.05,9.73,12.35847,22.367037,3.038095,1.160021,0.003353,93.495298,4.537911,2.608396594341525e-06,-12.317291869403078,-12.856774857078605
613,dmag,298.35,3.18,1.05,9.73,12.35847,22.367037,3.028571,1.156881,0.003352,93.820755,4.541386,2.617476416739706e-06,-12.313816916408346,-12.853299904083872
614,dmag,298.45,3.180476,1.05,9.73,12.35847,22.367037,3.029025,1.157031,0.003351,93.838149,4.541571,2.6179618631032156e-06,-12.313631470094606,-12.853114457770134
615,dmag,298.55,3.180714,1.05,9.73,12.35847,22.367037,3.029252,1.157105,0.00335,93.862565,4.541832,2.6186430920220634e-06,-12.313371290482614,-12.85285427815814
616,dmag,298.65,3.166667,1.05,9.73,12.35847,22.367037,3.015873,1.152675,0.003348,94.310526,4.546593,2.6311401271686172e-06,-12.308610309607573,-12.8480932972831
617,dmag,298.75,3.1528,1.05,9.73,12.35847,22.367037,3.002667,1.14829,0.003347,94.757041,4.551316,2.6435975901939425e-06,-12.303886857237288,-12.843369844912814
618,dmag,298.85,3.157368,1.05,9.73,12.35847,22.367037,3.007018,1.149738,0.003346,94.651609,4.550203,2.6406565061932166e-06,-12.30500000745708,-12.844482995132607
619,dmag,298.95,3.128846,1.05,9.73,12.35847,22.367037,2.979853,1.140661,0.003345,95.546404,4.559612,2.6656199189506488e-06,-12.295590924730748,-12.835073912406276
620,dmag,299.05,3.115294,1.05,9.73,12.35847,22.367037,2.966947,1.136316,0.003344,95.994147,4.564287,2.678111308342603e-06,-12.290915759901969,-12.830398747577497
621,dmag,299.15,3.100202,1.05,9.73,12.35847,22.367037,2.952573,1.131467,0.003343,96.493712,4.569478,2.6920484405515063e-06,-12.285725164406829,-12.825208152082356
622,dmag,299.25,3.098758,1.05,9.73,12.35847,22.367037,2.951198,1.131001,0.003342,96.570956,4.570278,2.6942032352243896e-06,-12.284925055196362,-12.82440804287189
623,dmag,299.35,3.0925,1.05,9.73,12.35847,22.367037,2.945238,1.128979,0.003341,96.798707,4.572634,2.7005573801326636e-06,-12.282569381497495,-12.822052369173022
624,dmag,299.45,3.09,1.05,9.73,12.35847,22.367037,2.942857,1.128171,0.003339,96.909385,4.573776,2.703645167424938e-06,-12.281426645783533,-12.82090963345906
625,dmag,299.55,3.08325,1.05,9.73,12.35847,22.367037,2.936429,1.12598,0.003338,97.153977,4.576297,2.7104689650939297e-06,-12.278905900518376,-12.818388888193905
626,dmag,299.65,3.070408,1.05,9.73,12.35847,22.367037,2.924198,1.121809,0.003337,97.592888,4.580805,2.722714149360169e-06,-12.274398338471771,-12.813881326147298
627,dmag,299.75,3.072857,1.05,9.73,12.35847,22.367037,2.926531,1.122604,0.003336,97.547652,4.580341,2.721452112868076e-06,-12.274861967411047,-12.814344955086574
628,dmag,299.85,3.06,1.05,9.73,12.35847,22.367037,2.914286,1.118415,0.003335,97.990196,4.584867,2.733798380547143e-06,-12.270335579934121,-12.809818567609648
629,dmag,299.95,3.051667,1.05,9.73,12.35847,22.367037,2.906349,1.115683,0.003334,98.290552,4.587928,2.7421776077655445e-06,-12.267275218173536,-12.806758205849063
630,dmag,300.05,3.04,1.05,9.73,12.35847,22.367037,2.895238,1.111858,0.003333,98.700658,4.592092,2.7536193365262684e-06,-12.26311140156696,-12.802594389242486
631,dmag,300.15,3.035294,1.05,9.73,12.35847,22.367037,2.890756,1.110305,0.003332,98.886628,4.593974,2.7588077637035016e-06,-12.261228953558108,-12.800711941233637
632,dmag,300.25,3.032941,1.05,9.73,12.35847,22.367037,2.888515,1.109532,0.003331,98.996315,4.595083,2.761867943229181e-06,-12.260120328454388,-12.799603316129915
633,dmag,300.35,3.03,1.05,9.73,12.35847,22.367037,2.885714,1.108563,0.003329,99.125413,4.596386,2.765469435936718e-06,-12.258817171809458,-12.798300159484985
634,dmag,300.45,3.03175,1.05,9.73,12.35847,22.367037,2.887381,1.109139,0.003328,99.101179,4.596141,2.7647933570284664e-06,-12.259061673359177,-12.798544661034706
635,dmag,300.55,3.025833,1.05,9.73,12.35847,22.367037,2.881746,1.107183,0.003327,99.328009,4.598428,2.7711219123639187e-06,-12.256775309574927,-12.796258297250455
636,dmag,300.65,3.009583,1.05,9.73,12.35847,22.367037,2.86627,1.101801,0.003326,99.897549,4.604145,2.787011356303067e-06,-12.251057747056274,-12.7905407347318
637,dmag,300.75,3.01,1.05,9.73,12.35847,22.367037,2.866667,1.10194,0.003325,99.916944,4.604339,2.787552115621081e-06,-12.250863737490347,-12.790346725165874
638,dmag,300.85,3.00037,1.05,9.73,12.35847,22.367037,2.857496,1.098734,0.003324,100.270954,4.607876,2.797428896203552e-06,-12.247326826314502,-12.786809813990029
639,dmag,300.95,3.001429,1.05,9.73,12.35847,22.367037,2.858503,1.099085,0.003323,100.26892,4.607856,2.7973713876240458e-06,-12.247347384181305,-12.786830371856832
640,dmag,301.05,3.0,1.05,9.73,12.35847,22.367037,2.857143,1.098612,0.003322,100.35,4.608664,2.799633825289284e-06,-12.246538938342002,-12.786021926017531
641,dmag,301.15,3.0,1.05,9.73,12.35847,22.367037,2.857143,1.098612,0.003321,100.383333,4.608996,2.8005637817168835e-06,-12.24620682276273,-12.785689810438257
642,dmag,301.25,2.9772,1.05,9.73,12.35847,22.367037,2.835429,1.090979,0.00332,101.185678,4.616957,2.8229481440391815e-06,-12.238245790283104,-12.77772877795863
643,dmag,301.35,2.978,1.05,9.73,12.35847,22.367037,2.83619,1.091244,0.003318,101.192075,4.61702,2.8231266231417893e-06,-12.238182567917114,-12.777665555592641
644,dmag,301.45,2.98,1.05,9.73,12.35847,22.367037,2.838095,1.091923,0.003317,101.157718,4.616681,2.822168105033238e-06,-12.238522149166249,-12.778005136841776
645,dmag,301.55,2.951176,1.05,9.73,12.35847,22.367037,2.810644,1.082201,0.003316,102.179589,4.626732,2.85067743241401e-06,-12.228470908669443,-12.767953896344972
646,dmag,301.65,2.957368,1.05,9.73,12.35847,22.367037,2.816541,1.084293,0.003315,101.999466,4.624968,2.8456521784115624e-06,-12.230235292281147,-12.769718279956676
647,dmag,301.75,2.963333,1.05,9.73,12.35847,22.367037,2.822222,1.08631,0.003314,101.827897,4.623284,2.8408655256926734e-06,-12.231918801978468,-12.771401789653995
648,dmag,301.85,2.933824,1.05,9.73,12.35847,22.367037,2.794118,1.076301,0.003313,102.886216,4.633624,2.870390463139659e-06,-12.221579499896716,-12.761062487572243
649,dmag,301.95,2.936444,1.05,9.73,12.35847,22.367037,2.796614,1.077195,0.003312,102.82844,4.633062,2.8687794827393427e-06,-12.222140898307225,-12.761623885982752
650,dmag,302.05,2.92,1.05,9.73,12.35847,22.367037,2.780952,1.071584,0.003311,103.441781,4.639009,2.8858904687314544e-06,-12.21619406327979,-12.755677050955317
651,dmag,302.15,2.92,1.05,9.73,12.35847,22.367037,2.780952,1.071584,0.00331,103.476027,4.63934,2.886845903417344e-06,-12.215863047056974,-12.7553460347325
652,dmag,302.25,2.92,1.05,9.73,12.35847,22.367037,2.780952,1.071584,0.003309,103.510274,4.639671,2.8878013381032348e-06,-12.215532140369639,-12.755015128045166
653,dmag,302.35,2.911429,1.05,9.73,12.35847,22.367037,2.772789,1.068643,0.003307,103.849362,4.642941,2.897261027675497e-06,-12.212261752807523,-12.751744740483051
654,dmag,302.45,2.914167,1.05,9.73,12.35847,22.367037,2.775397,1.069582,0.003306,103.786102,4.642332,2.8954962587343295e-06,-12.212871054702463,-12.75235404237799
655,dmag,302.55,2.881832,1.05,9.73,12.35847,22.367037,2.744602,1.058425,0.003305,104.985284,4.65382,2.9289526645237625e-06,-12.20138266354207,-12.740865651217597
656,dmag,302.65,2.881685,1.05,9.73,12.35847,22.367037,2.744462,1.058374,0.003304,105.025344,4.654202,2.9300702139174273e-06,-12.201001183752554,-12.740484171428081
657,dmag,302.75,2.866667,1.05,9.73,12.35847,22.367037,2.730159,1.053145,0.003303,105.610465,4.659757,2.9463935830968307e-06,-12.195445662021564,-12.73492864969709
658,dmag,302.85,2.855,1.05,9.73,12.35847,22.367037,2.719048,1.04907,0.003302,106.077058,4.664166,2.95941125147399e-06,-12.191037223265369,-12.730520210940895
659,dmag,302.95,2.853333,1.05,9.73,12.35847,22.367037,2.71746,1.048487,0.003301,106.174065,4.66508,2.9621179835094747e-06,-12.190123022856456,-12.729606010531985
660,dmag,303.05,2.852143,1.05,9.73,12.35847,22.367037,2.716327,1.04807,0.0033,106.253444,4.665827,2.9643320343769027e-06,-12.18937584673458,-12.728858834410106
661,dmag,303.15,2.850714,1.05,9.73,12.35847,22.367037,2.714966,1.047569,0.003299,106.341769,4.666658,2.9667966449130425e-06,-12.188544770286482,-12.728027757962009
662,dmag,303.25,2.848571,1.05,9.73,12.35847,22.367037,2.712925,1.046816,0.003298,106.456871,4.66774,2.9700079794709137e-06,-12.187462930787204,-12.726945918462732
663,dmag,303.35,2.848095,1.05,9.73,12.35847,22.367037,2.712472,1.046648,0.003297,106.509781,4.668237,2.9714839109553017e-06,-12.186966108931022,-12.726449096606549
664,dmag,303.45,2.842857,1.05,9.73,12.35847,22.367037,2.707483,1.044804,0.003295,106.741206,4.670407,2.9779402687701273e-06,-12.184795693726363,-12.72427868140189
665,dmag,303.55,2.830588,1.05,9.73,12.35847,22.367037,2.695798,1.040484,0.003294,107.239194,4.675062,2.9918335723665324e-06,-12.180141135932647,-12.719624123608174
666,dmag,303.65,2.822353,1.05,9.73,12.35847,22.367037,2.687955,1.03757,0.003293,107.587536,4.678305,3.001551569637333e-06,-12.176898225438116,-12.716381213113642
667,dmag,303.75,2.810973,1.05,9.73,12.35847,22.367037,2.677117,1.033524,0.003292,108.058684,4.682674,3.014695604156794e-06,-12.172528705685126,-12.712011693360653
668,dmag,303.85,2.8,1.05,9.73,12.35847,22.367037,2.666667,1.029619,0.003291,108.517857,4.686915,3.0275063627807994e-06,-12.168288272184144,-12.70777125985967
669,dmag,303.95,2.797778,1.05,9.73,12.35847,22.367037,2.66455,1.028824,0.00329,108.639793,4.688038,3.0309079866483457e-06,-12.167165330097715,-12.706648317773242
670,dmag,304.05,2.798696,1.05,9.73,12.35847,22.367037,2.665424,1.029153,0.003289,108.639894,4.688039,3.030910664949618e-06,-12.167164446435097,-12.706647434110623
671,dmag,304.15,2.798571,1.05,9.73,12.35847,22.367037,2.665306,1.029108,0.003288,108.680449,4.688412,3.0320429332093537e-06,-12.166790942579404,-12.70627393025493
672,dmag,304.25,2.792,1.05,9.73,12.35847,22.367037,2.659048,1.026757,0.003287,108.972063,4.691092,3.04017811350911e-06,-12.16411146661684,-12.703594454292368
673,dmag,304.35,2.78931,1.05,9.73,12.35847,22.367037,2.656486,1.025794,0.003286,109.112993,4.692384,3.0441102502770343e-06,-12.162818912063122,-12.702301899738648
674,dmag,304.45,2.784545,1.05,9.73,12.35847,22.367037,2.651948,1.02408,0.003285,109.335619,4.694422,3.0503213384890645e-06,-12.160780628337413,-12.70026361601294
675,dmag,304.55,2.780606,1.05,9.73,12.35847,22.367037,2.648196,1.022662,0.003284,109.526482,4.696166,3.0556457480009156e-06,-12.159036625860502,-12.698519613536028
676,dmag,304.65,2.763684,1.05,9.73,12.35847,22.367037,2.63208,1.016563,0.003282,110.233289,4.702599,3.075364900635757e-06,-12.152604009197205,-12.692086996872732
677,dmag,304.75,2.76,1.05,9.73,12.35847,22.367037,2.628571,1.015231,0.003281,110.416667,4.704261,3.080480666424432e-06,-12.150941924952027,-12.690424912627556
678,dmag,304.85,2.76,1.05,9.73,12.35847,22.367037,2.628571,1.015231,0.00328,110.452899,4.704589,3.0814914886283452e-06,-12.150613840959585,-12.690096828635111
679,dmag,304.95,2.76,1.05,9.73,12.35847,22.367037,2.628571,1.015231,0.003279,110.48913,4.704917,3.0825023108322576e-06,-12.150285864570943,-12.689768852246472
680,dmag,305.05,2.748182,1.05,9.73,12.35847,22.367037,2.617316,1.010933,0.003278,111.000662,4.709536,3.0967731566467687e-06,-12.145666918138927,-12.685149905814454
681,dmag,305.15,2.752,1.05,9.73,12.35847,22.367037,2.620952,1.012322,0.003277,110.882994,4.708476,3.093490594644851e-06,-12.146727474664944,-12.68621046234047
682,dmag,305.25,2.755,1.05,9.73,12.35847,22.367037,2.62381,1.013412,0.003276,110.798548,4.707714,3.0911346590727512e-06,-12.147489343198414,-12.68697233087394
683,dmag,305.35,2.732778,1.05,9.73,12.35847,22.367037,2.602646,1.005317,0.003275,111.736125,4.71614,3.1172915820561455e-06,-12.139063028143628,-12.678546015819155
684,dmag,305.45,2.735789,1.05,9.73,12.35847,22.367037,2.605514,1.006418,0.003274,111.649673,4.715366,3.114880469331161e-06,-12.139836791391946,-12.679319779067473
685,dmag,305.55,2.712857,1.05,9.73,12.35847,22.367037,2.583673,0.997999,0.003273,112.630332,4.724111,3.1422391941756707e-06,-12.131091905353012,-12.670574893028538
686,dmag,305.65,2.704091,1.05,9.73,12.35847,22.367037,2.575325,0.994764,0.003272,113.032442,4.727675,3.1534572848608375e-06,-12.12752816857021,-12.667011156245737
687,dmag,305.75,2.702245,1.05,9.73,12.35847,22.367037,2.573567,0.994082,0.003271,113.146666,4.728685,3.156643950552014e-06,-12.126518148019604,-12.666001135695133
688,dmag,305.85,2.7,1.05,9.73,12.35847,22.367037,2.571429,0.993252,0.00327,113.277778,4.729843,3.160301926460084e-06,-12.12536000090606,-12.664842988581587
689,dmag,305.95,2.7,1.05,9.73,12.35847,22.367037,2.571429,0.993252,0.003269,113.314815,4.73017,3.161335211379639e-06,-12.125033096686085,-12.664516084361612
690,dmag,306.05,2.7,1.05,9.73,12.35847,22.367037,2.571429,0.993252,0.003267,113.351852,4.730497,3.162368496299194e-06,-12.124706299297555,-12.664189286973082
691,dmag,306.15,2.682857,1.05,9.73,12.35847,22.367037,2.555102,0.986879,0.003266,114.113419,4.737193,3.1836153806522766e-06,-12.118010107137053,-12.65749309481258
692,dmag,306.25,2.69,1.05,9.73,12.35847,22.367037,2.561905,0.989534,0.003265,113.847584,4.734861,3.176198765268931e-06,-12.120342445339162,-12.659825433014689
693,dmag,306.35,2.68,1.05,9.73,12.35847,22.367037,2.552381,0.985817,0.003264,114.309701,4.738911,3.189091249200083e-06,-12.116291568935452,-12.655774556610979
694,dmag,306.45,2.68,1.05,9.73,12.35847,22.367037,2.552381,0.985817,0.003263,114.347015,4.739238,3.1901322452011277e-06,-12.115965198175376,-12.655448185850902
695,dmag,306.55,2.672,1.05,9.73,12.35847,22.367037,2.544762,0.982826,0.003262,114.726796,4.742554,3.2007276521039755e-06,-12.112649395050052,-12.65213238272558
696,dmag,306.65,2.673,1.05,9.73,12.35847,22.367037,2.545714,0.9832,0.003261,114.721287,4.742506,3.200573945269219e-06,-12.11269741866914,-12.652180406344668
697,dmag,306.75,2.67,1.05,9.73,12.35847,22.367037,2.542857,0.982078,0.00326,114.88764,4.743955,3.205214990631993e-06,-12.111248402405488,-12.650731390081015
698,dmag,306.85,2.651429,1.05,9.73,12.35847,22.367037,2.52517,0.975097,0.003259,115.730065,4.75126,3.2287170028955033e-06,-12.103942724689903,-12.643425712365431
699,dmag,306.95,2.65,1.05,9.73,12.35847,22.367037,2.52381,0.97456,0.003258,115.830189,4.752125,3.2315108541709512e-06,-12.103077785708976,-12.642560773384503
700,dmag,307.05,2.65,1.05,9.73,12.35847,22.367037,2.52381,0.97456,0.003257,115.867925,4.752451,3.232563635032385e-06,-12.102752052807073,-12.6422350404826
701,dmag,307.15,2.645,1.05,9.73,12.35847,22.367037,2.519048,0.972669,0.003256,116.124764,4.754665,3.239729112332181e-06,-12.100537851284678,-12.640020838960204
702,dmag,307.25,2.65,1.05,9.73,12.35847,22.367037,2.52381,0.97456,0.003255,115.943396,4.753102,3.2346691967552525e-06,-12.102100905136338,-12.641583892811864
703,dmag,307.35,2.64,1.05,9.73,12.35847,22.367037,2.514286,0.970779,0.003254,116.420455,4.757208,3.2479785002591735e-06,-12.097994767389556,-12.637477755065085
704,dmag,307.45,2.62,1.05,9.73,12.35847,22.367037,2.495238,0.963174,0.003253,117.347328,4.765138,3.2738370648729078e-06,-12.090064858957877,-12.629547846633404
705,dmag,307.55,2.62,1.05,9.73,12.35847,22.367037,2.495238,0.963174,0.003252,117.385496,4.765463,3.2749019004770294e-06,-12.089739655702978,-12.629222643378506
706,dmag,307.65,2.613,1.05,9.73,12.35847,22.367037,2.488571,0.960497,0.00325,117.738232,4.768464,3.284742766372987e-06,-12.086739226936327,-12.626222214611854
707,dmag,307.75,2.611333,1.05,9.73,12.35847,22.367037,2.486984,0.95986,0.003249,117.851672,4.769427,3.2879080216178543e-06,-12.085776067446599,-12.625259055122125
708,dmag,307.85,2.61,1.05,9.73,12.35847,22.367037,2.485714,0.95935,0.003248,117.950192,4.770262,3.2906561636391634e-06,-12.084940583561734,-12.62442357123726
709,dmag,307.95,2.61,1.05,9.73,12.35847,22.367037,2.485714,0.95935,0.003247,117.988506,4.770587,3.2917250790731864e-06,-12.0846158027859,-12.624098790461428
710,dmag,308.05,2.59,1.05,9.73,12.35847,22.367037,2.466667,0.951658,0.003246,118.938224,4.778604,3.3182209751597744e-06,-12.076598781835218,-12.616081769510744
711,dmag,308.15,2.59,1.05,9.73,12.35847,22.367037,2.466667,0.951658,0.003245,118.976834,4.778929,3.319298144767032e-06,-12.076274211887545,-12.615757199563072
712,dmag,308.25,2.59,1.05,9.73,12.35847,22.367037,2.466667,0.951658,0.003244,119.015444,4.779253,3.3203753143742916e-06,-12.075949747251343,-12.61543273492687
713,dmag,308.35,2.59,1.05,9.73,12.35847,22.367037,2.466667,0.951658,0.003243,119.054054,4.779578,3.32145248398155e-06,-12.075625387858295,-12.615108375533822
714,dmag,308.45,2.578,1.05,9.73,12.35847,22.367037,2.455238,0.947011,0.003242,119.647013,4.784546,3.3379952687335198e-06,-12.070657162445698,-12.610140150121225
715,dmag,308.55,2.56,1.05,9.73,12.35847,22.367037,2.438095,0.940007,0.003241,120.527344,4.791877,3.3625553406553955e-06,-12.063326367308745,-12.602809354984274
716,dmag,308.65,2.56,1.05,9.73,12.35847,22.367037,2.438095,0.940007,0.00324,120.566406,4.792201,3.3636451333439886e-06,-12.063002323235917,-12.602485310911444
