,compound,T,Nu,rho,w_mass,w_vol,x,V,ln_Nu,1_T,D,ln_D,D_comp,D_but,ln_D_comp
429,dmag,304.45,3.55,1.07,0.0,0.0,0.0,3.317757,1.266948,0.003285,85.760563,4.451559,2.392607614502263e-06,-12.403643747017092,-12.943126734692619
430,dmag,304.55,3.543333,1.07,0.0,0.0,0.0,3.311526,1.265063,0.003284,85.950141,4.453767,2.3978968109307914e-06,-12.401435545914222,-12.940918533589748
431,dmag,304.65,3.5125,1.07,0.0,0.0,0.0,3.28271,1.256327,0.003282,86.733096,4.462836,2.4197400057077956e-06,-12.392367471549711,-12.931850459225238
432,dmag,304.75,3.514545,1.07,0.0,0.0,0.0,3.284622,1.256909,0.003281,86.711071,4.462582,2.419125843980211e-06,-12.392621316872132,-12.932104304547659
433,dmag,304.85,3.503043,1.07,0.0,0.0,0.0,3.273872,1.253627,0.00328,87.024327,4.466188,2.4278652898677614e-06,-12.389015180563227,-12.928498168238754
434,dmag,304.95,3.4922,1.07,0.0,0.0,0.0,3.263738,1.250526,0.003279,87.323177,4.469616,2.4362025021181577e-06,-12.385587094947775,-12.925070082623302
435,dmag,305.05,3.480513,1.07,0.0,0.0,0.0,3.252816,1.247176,0.003278,87.64513,4.473296,2.4451844447010627e-06,-12.38190701270163,-12.921390000377157
436,dmag,305.15,3.463636,1.07,0.0,0.0,0.0,3.237043,1.242317,0.003277,88.10105,4.478484,2.4579043861602746e-06,-12.37671845894125,-12.916201446616776
437,dmag,305.45,3.456667,1.07,0.0,0.0,0.0,3.23053,1.240304,0.003274,88.365477,4.481481,2.4652810711332704e-06,-12.373721744493912,-12.913204732169438
438,dmag,305.55,3.456429,1.07,0.0,0.0,0.0,3.230307,1.240235,0.003273,88.400496,4.481878,2.466257977118531e-06,-12.373325557425947,-12.912808545101475
439,dmag,305.65,3.433636,1.07,0.0,0.0,0.0,3.209006,1.233617,0.003272,89.016415,4.488821,2.483441885766758e-06,-12.366382115131449,-12.905865102806976
440,dmag,305.75,3.431739,1.07,0.0,0.0,0.0,3.207233,1.233066,0.003271,89.094768,4.489701,2.485627645971744e-06,-12.365502368799868,-12.904985356475395
441,dmag,305.85,3.425833,1.07,0.0,0.0,0.0,3.201713,1.231337,0.00327,89.277548,4.49175,2.4907271316033877e-06,-12.363452881717631,-12.902935869393158
442,dmag,305.95,3.419474,1.07,0.0,0.0,0.0,3.19577,1.229478,0.003269,89.472834,4.493935,2.496174870967004e-06,-12.361268061752112,-12.900751049427639
443,dmag,306.05,3.4,1.07,0.0,0.0,0.0,3.17757,1.223775,0.003267,90.014706,4.499973,2.5112926294140664e-06,-12.355229957909387,-12.894712945584914
444,dmag,306.15,3.398,1.07,0.0,0.0,0.0,3.175701,1.223186,0.003266,90.097116,4.500888,2.5135917625928853e-06,-12.354314858910127,-12.893797846585654
445,dmag,306.35,3.38,1.07,0.0,0.0,0.0,3.158879,1.217871,0.003264,90.636095,4.506853,2.528628564454504e-06,-12.348350483907614,-12.887833471583141
446,dmag,306.45,3.39,1.07,0.0,0.0,0.0,3.168224,1.22083,0.003263,90.39823,4.504225,2.52199245343334e-06,-12.350978325044968,-12.890461312720495
447,dmag,306.55,3.37,1.07,0.0,0.0,0.0,3.149533,1.214913,0.003262,90.964392,4.510468,2.537787622083627e-06,-12.344734883739923,-12.884217871415451
448,dmag,306.65,3.36,1.07,0.0,0.0,0.0,3.140187,1.211941,0.003261,91.264881,4.513766,2.546170879673995e-06,-12.34143695548747,-12.880919943162997
449,dmag,306.75,3.356,1.07,0.0,0.0,0.0,3.136449,1.210747,0.00326,91.403456,4.515283,2.550036956194107e-06,-12.339919718598289,-12.879402706273817
450,dmag,306.85,3.34,1.07,0.0,0.0,0.0,3.121495,1.205971,0.003259,91.871257,4.520388,2.5630879922964735e-06,-12.334814791737854,-12.87429777941338
451,dmag,306.95,3.337143,1.07,0.0,0.0,0.0,3.118825,1.205112,0.003258,91.97988,4.52157,2.5661183124466106e-06,-12.333633197423776,-12.873116185099304
452,dmag,307.05,3.34,1.07,0.0,0.0,0.0,3.121495,1.205962,0.003257,91.931138,4.52104,2.5647585727053354e-06,-12.334163219797551,-12.873646207473078
453,dmag,307.15,3.36,1.07,0.0,0.0,0.0,3.140187,1.211473,0.003256,91.41369,4.515395,2.550322470868637e-06,-12.339807759949526,-12.879290747625054
454,dmag,307.25,3.31,1.07,0.0,0.0,0.0,3.093458,1.196948,0.003255,92.824773,4.530714,2.5896898403025436e-06,-12.324489454527178,-12.863972442202705
455,dmag,307.45,3.296842,1.07,0.0,0.0,0.0,3.081161,1.192963,0.003253,93.255907,4.535347,2.601717980408833e-06,-12.319855581772497,-12.859338569448026
456,dmag,307.55,3.28,1.07,0.0,0.0,0.0,3.065421,1.187843,0.003252,93.765244,4.540794,2.615927737576164e-06,-12.314408760326025,-12.853891748001553
457,dmag,307.65,3.2795,1.07,0.0,0.0,0.0,3.064953,1.187691,0.00325,93.810032,4.541272,2.617177267428759e-06,-12.313931212149505,-12.853414199825032
458,dmag,307.75,3.2705,1.07,0.0,0.0,0.0,3.056542,1.184943,0.003249,94.098762,4.544345,2.6252324469700095e-06,-12.310858126938918,-12.850341114614444
459,dmag,307.85,3.27,1.07,0.0,0.0,0.0,3.056075,1.18479,0.003248,94.143731,4.544823,2.626487029693644e-06,-12.310380347136293,-12.84986333481182
460,dmag,307.95,3.257273,1.07,0.0,0.0,0.0,3.04418,1.180886,0.003247,94.542283,4.549047,2.637605891916648e-06,-12.306155923698505,-12.845638911374033
461,dmag,308.05,3.2508,1.07,0.0,0.0,0.0,3.038131,1.1789,0.003246,94.76129,4.551361,2.6437161085467625e-06,-12.303842026020684,-12.84332501369621
462,dmag,308.15,3.292857,1.07,0.0,0.0,0.0,3.077437,1.191547,0.003245,93.581345,4.538831,2.6107973091290064e-06,-12.316371913179493,-12.855854900855022
463,dmag,308.25,3.245,1.07,0.0,0.0,0.0,3.03271,1.177114,0.003244,94.992296,4.553796,2.6501608826592955e-06,-12.30140722169595,-12.840890209371477
464,dmag,308.35,3.235,1.07,0.0,0.0,0.0,3.023364,1.174023,0.003243,95.316847,4.557207,2.6592154353979023e-06,-12.297996440099713,-12.83747942777524
465,dmag,308.45,3.226129,1.07,0.0,0.0,0.0,3.015074,1.171278,0.003242,95.609939,4.560277,2.667392346305747e-06,-12.29492622443298,-12.834409212108508
466,dmag,308.55,3.216667,1.07,0.0,0.0,0.0,3.006231,1.168345,0.003241,95.92228,4.563538,2.676105941982124e-06,-12.291664839126996,-12.831147826802525
467,dmag,308.65,3.215,1.07,0.0,0.0,0.0,3.004673,1.167826,0.00324,96.00311,4.564381,2.6783612881370485e-06,-12.290822422434028,-12.830305410109556
468,dmag,308.75,3.208235,1.07,0.0,0.0,0.0,2.998351,1.165719,0.003239,96.236707,4.566811,2.684878573621761e-06,-12.288392067327552,-12.827875055003078
469,dmag,308.85,3.204,1.07,0.0,0.0,0.0,2.994393,1.164396,0.003238,96.395131,4.568456,2.6892981522865825e-06,-12.286747320648555,-12.826230308324082
470,dmag,308.95,3.19,1.07,0.0,0.0,0.0,2.981308,1.160021,0.003237,96.84953,4.573159,2.701975281883702e-06,-12.282044478874115,-12.821527466549643
471,dmag,309.05,3.184737,1.07,0.0,0.0,0.0,2.97639,1.158368,0.003236,97.040985,4.575133,2.707316496932654e-06,-12.280069648525439,-12.819552636200966
472,dmag,309.15,3.1675,1.07,0.0,0.0,0.0,2.96028,1.152919,0.003235,97.600631,4.580884,2.7229300356036647e-06,-12.27431905079293,-12.813802038468458
473,dmag,309.35,3.16,1.07,0.0,0.0,0.0,2.953271,1.150572,0.003233,97.89557,4.583901,2.731158426057028e-06,-12.271301719206173,-12.8107847068817
474,dmag,309.45,3.16,1.07,0.0,0.0,0.0,2.953271,1.150572,0.003232,97.927215,4.584225,2.73204129608323e-06,-12.2709785129978,-12.810461500673329
475,dmag,309.55,3.152857,1.07,0.0,0.0,0.0,2.946595,1.148308,0.00323,98.180788,4.586811,2.739115781307496e-06,-12.268392409522063,-12.807875397197591
476,dmag,309.65,3.145135,1.07,0.0,0.0,0.0,2.939379,1.145853,0.003229,98.453639,4.589586,2.746727957365457e-06,-12.26561720070964,-12.805100188385168
477,dmag,309.75,3.135532,1.07,0.0,0.0,0.0,2.930404,1.142795,0.003228,98.787067,4.592967,2.7560299507297023e-06,-12.262236349732778,-12.801719337408304
478,dmag,309.85,3.213333,1.07,0.0,0.0,0.0,3.003115,1.166457,0.003227,96.426349,4.568779,2.6901693577211594e-06,-12.286423420396133,-12.82590640807166
479,dmag,309.95,3.13,1.07,0.0,0.0,0.0,2.925234,1.141033,0.003226,99.025559,4.595378,2.762683655602877e-06,-12.259825023988483,-12.799308011664012
480,dmag,310.05,3.13,1.07,0.0,0.0,0.0,2.925234,1.141033,0.003225,99.057508,4.595701,2.7635749876421104e-06,-12.259502443340525,-12.798985431016053
481,dmag,310.15,3.291905,1.07,0.0,0.0,0.0,3.076547,1.190447,0.003224,94.21597,4.54559,2.628502213946819e-06,-12.30961338672647,-12.849096374401999
482,dmag,310.25,3.167368,1.07,0.0,0.0,0.0,2.960157,1.152329,0.003223,97.951977,4.584477,2.7327324926833263e-06,-12.270725548600554,-12.81020853627608
483,dmag,310.35,3.12,1.07,0.0,0.0,0.0,2.915888,1.137833,0.003222,99.471154,4.599868,2.775115166400065e-06,-12.25533532254608,-12.794818310221608
484,dmag,310.45,3.085455,1.07,0.0,0.0,0.0,2.883602,1.126656,0.003221,100.617266,4.611324,2.807089777180676e-06,-12.243879290099946,-12.783362277775472
485,dmag,310.55,3.076364,1.07,0.0,0.0,0.0,2.875106,1.123678,0.00322,100.947104,4.614597,2.8162919140042607e-06,-12.240606474721993,-12.78008946239752
486,dmag,310.65,3.076,1.07,0.0,0.0,0.0,2.874766,1.123552,0.003219,100.991547,4.615037,2.8175321609286737e-06,-12.240166188718046,-12.779649176393573
487,dmag,310.75,3.09,1.07,0.0,0.0,0.0,2.88785,1.128171,0.003218,100.566343,4.610818,2.805669513365502e-06,-12.244385374103183,-12.783868361778712
488,dmag,310.85,3.07,1.07,0.0,0.0,0.0,2.869159,1.121678,0.003217,101.254072,4.617633,2.824856242860652e-06,-12.23757009446811,-12.777053082143636
489,dmag,310.95,3.07,1.07,0.0,0.0,0.0,2.869159,1.121678,0.003216,101.286645,4.617955,2.8257649950700326e-06,-12.237248447633558,-12.776731435309085
490,dmag,311.05,3.043628,1.07,0.0,0.0,0.0,2.844512,1.113046,0.003215,102.197104,4.626903,2.8511659125713783e-06,-12.22829956753325,-12.767782555208777
491,dmag,311.15,3.06,1.07,0.0,0.0,0.0,2.859813,1.118415,0.003214,101.683007,4.62186,2.836822965173398e-06,-12.233342818533414,-12.77282580620894
492,dmag,311.55,3.03,1.07,0.0,0.0,0.0,2.831776,1.108563,0.00321,102.821782,4.632997,2.868593317017095e-06,-12.222205794115396,-12.761688781790925
493,dmag,311.65,3.02,1.07,0.0,0.0,0.0,2.82243,1.105251,0.003209,103.195364,4.636624,2.8790157681604622e-06,-12.21857908171627,-12.758062069391796
494,dmag,311.75,3.011818,1.07,0.0,0.0,0.0,2.814783,1.102542,0.003208,103.508904,4.639658,2.8877633008127967e-06,-12.21554531216939,-12.755028299844918
495,dmag,311.95,3.002222,1.07,0.0,0.0,0.0,2.805815,1.099352,0.003206,103.906366,4.64349,2.8988519928549567e-06,-12.211712776204141,-12.751195763879668
496,dmag,312.05,2.99,1.07,0.0,0.0,0.0,2.794393,1.095268,0.003205,104.364548,4.64789,2.911634480593911e-06,-12.207312969606894,-12.746795957282421
497,dmag,312.15,2.985263,1.07,0.0,0.0,0.0,2.789966,1.093682,0.003204,104.563646,4.649796,2.9171891944725116e-06,-12.205407022242632,-12.744890009918159
498,dmag,312.25,2.975938,1.07,0.0,0.0,0.0,2.78125,1.090557,0.003203,104.924919,4.653245,2.927267582705484e-06,-12.201958147999159,-12.741441135674686
499,dmag,312.35,2.97,1.07,0.0,0.0,0.0,2.775701,1.088562,0.003202,105.16835,4.655562,2.934059496573802e-06,-12.19964061245938,-12.739123600134906
500,dmag,312.45,2.97,1.07,0.0,0.0,0.0,2.775701,1.088562,0.003201,105.20202,4.655883,2.9349988465006707e-06,-12.199320510023869,-12.738803497699395
501,dmag,312.55,2.955385,1.07,0.0,0.0,0.0,2.762042,1.083624,0.003199,105.756117,4.661136,2.950457027896464e-06,-12.194067487225945,-12.733550474901474
502,dmag,312.65,2.956667,1.07,0.0,0.0,0.0,2.76324,1.084057,0.003198,105.744081,4.661022,2.9501213064144832e-06,-12.194181279963987,-12.733664267639515
503,dmag,312.75,2.954,1.07,0.0,0.0,0.0,2.760748,1.083157,0.003197,105.873392,4.662244,2.9537292423681076e-06,-12.192959048346518,-12.732442036022045
504,dmag,312.85,2.95,1.07,0.0,0.0,0.0,2.757009,1.081805,0.003196,106.050847,4.663919,2.9586800173688777e-06,-12.191284341491706,-12.730767329167234
505,dmag,312.95,2.9456,1.07,0.0,0.0,0.0,2.752897,1.080311,0.003195,106.24321,4.665731,2.964046686760249e-06,-12.189472111710316,-12.728955099385843
506,dmag,313.05,2.946875,1.07,0.0,0.0,0.0,2.754089,1.080744,0.003194,106.231177,4.665618,2.9637109785124205e-06,-12.189585378232715,-12.729068365908244
507,dmag,313.15,2.923095,1.07,0.0,0.0,0.0,2.731865,1.072638,0.003193,107.129592,4.674039,2.988775821205465e-06,-12.181163691069182,-12.720646678744709
508,dmag,313.25,2.923077,1.07,0.0,0.0,0.0,2.731848,1.072634,0.003192,107.164474,4.674365,2.9897486547119312e-06,-12.180838248388811,-12.720321236064338
509,dmag,287.75,4.06,1.05,9.73,12.35847,22.367037,3.866667,1.401183,0.003475,70.874384,4.260909,1.9773026751860887e-06,-12.594293939596,-13.133776927271526
510,dmag,287.85,4.050452,1.05,9.73,12.35847,22.367037,3.857574,1.398824,0.003474,71.066138,4.263611,1.9826524868183404e-06,-12.591591982291883,-13.131074969967411
511,dmag,287.95,4.026,1.05,9.73,12.35847,22.367037,3.834286,1.392769,0.003473,71.522603,4.270014,1.9953871335869644e-06,-12.585189486849268,-13.124672474524797
512,dmag,288.05,4.03,1.05,9.73,12.35847,22.367037,3.838095,1.393764,0.003472,71.476427,4.269368,1.994098875708168e-06,-12.58583531336455,-13.125318301040076
513,dmag,288.15,4.032727,1.05,9.73,12.35847,22.367037,3.840693,1.394441,0.00347,71.452885,4.269038,1.99344223856133e-06,-12.586164657756974,-13.125647645432501
514,dmag,288.25,4.041429,1.05,9.73,12.35847,22.367037,3.84898,1.396595,0.003469,71.323789,4.26723,1.9898402786909076e-06,-12.587973196737877,-13.127456184413404
515,dmag,288.35,4.032286,1.05,9.73,12.35847,22.367037,3.840272,1.394332,0.003468,71.51031,4.269842,1.995044021419194e-06,-12.585361454316086,-13.124844441991613
516,dmag,288.45,4.03,1.05,9.73,12.35847,22.367037,3.838095,1.393766,0.003467,71.575682,4.270755,1.996867976733279e-06,-12.584447628840044,-13.12393061651557
517,dmag,288.55,4.028333,1.05,9.73,12.35847,22.367037,3.836508,1.393352,0.003466,71.63012,4.271516,1.9983868800116366e-06,-12.5836872751675,-13.123170262843027
518,dmag,288.65,4.015918,1.05,9.73,12.35847,22.367037,3.824684,1.390264,0.003464,71.876461,4.274949,2.0052594910555232e-06,-12.580254095931686,-13.119737083607212
519,dmag,288.75,3.9975,1.05,9.73,12.35847,22.367037,3.807143,1.385669,0.003463,72.232645,4.279892,2.0151963862622927e-06,-12.575310917474319,-13.114793905149847
520,dmag,288.85,3.9902,1.05,9.73,12.35847,22.367037,3.80019,1.383838,0.003462,72.389855,4.282066,2.0195823325563414e-06,-12.573136846315899,-13.112619833991427
521,dmag,288.95,3.99,1.05,9.73,12.35847,22.367037,3.8,1.383791,0.003461,72.418546,4.282462,2.0203827801125596e-06,-12.572740581722336,-13.112223569397862
522,dmag,289.15,3.967931,1.05,9.73,12.35847,22.367037,3.778982,1.378241,0.003458,72.87173,4.288701,2.033026035789108e-06,-12.566502229138655,-13.105985216814181
523,dmag,289.25,3.97,1.05,9.73,12.35847,22.367037,3.780952,1.378766,0.003457,72.858942,4.288525,2.0326692444578114e-06,-12.566677742209663,-13.106160729885191
524,dmag,289.35,3.96,1.05,9.73,12.35847,22.367037,3.771429,1.376244,0.003456,73.068182,4.291393,2.038506760045533e-06,-12.563810010830892,-13.103292998506419
525,dmag,289.45,3.9,1.05,9.73,12.35847,22.367037,3.714286,1.360977,0.003455,74.217949,4.307006,2.070583753605926e-06,-12.548196996194937,-13.087679983870466
526,dmag,289.55,3.94,1.05,9.73,12.35847,22.367037,3.752381,1.371181,0.003454,73.489848,4.297147,2.050270687397439e-06,-12.558055743222393,-13.097538730897922
527,dmag,289.65,3.926552,1.05,9.73,12.35847,22.367037,3.739573,1.36776,0.003452,73.767015,4.300912,2.0580031482146953e-06,-12.554291403133309,-13.093774390808836
528,dmag,289.75,3.892667,1.05,9.73,12.35847,22.367037,3.707302,1.359089,0.003451,74.434835,4.309924,2.076634412065432e-06,-12.545279058188823,-13.08476204586435
529,dmag,289.85,3.881235,1.05,9.73,12.35847,22.367037,3.696414,1.356143,0.00345,74.679846,4.31321,2.0834698533313003e-06,-12.541992867756493,-13.08147585543202
530,dmag,289.95,3.861852,1.05,9.73,12.35847,22.367037,3.677954,1.351142,0.003449,75.08056,4.318562,2.094649402793558e-06,-12.536641380421017,-13.076124368096545
531,dmag,290.05,3.863699,1.05,9.73,12.35847,22.367037,3.679714,1.35162,0.003448,75.070539,4.318428,2.094370150148836e-06,-12.536774706437575,-13.076257694113101
532,dmag,290.15,3.865833,1.05,9.73,12.35847,22.367037,3.681746,1.352175,0.003446,75.054969,4.318221,2.0939356987336767e-06,-12.536982165697902,-13.076465153373428
533,dmag,290.25,3.87,1.05,9.73,12.35847,22.367037,3.685714,1.353255,0.003445,75.0,4.317488,2.0924019620996142e-06,-12.53771490004804,-13.077197887723568
534,dmag,290.35,3.85,1.05,9.73,12.35847,22.367037,3.666667,1.348073,0.003444,75.415584,4.323014,2.1039962240541055e-06,-12.532189070065984,-13.071672057741512
535,dmag,290.45,3.85,1.05,9.73,12.35847,22.367037,3.666667,1.348073,0.003443,75.441558,4.323358,2.1047208654262614e-06,-12.531844717445502,-13.071327705121028
536,dmag,290.55,3.848,1.05,9.73,12.35847,22.367037,3.664762,1.347553,0.003442,75.506757,4.324222,2.106539813194882e-06,-12.530980867866695,-13.070463855542224
537,dmag,290.65,3.819,1.05,9.73,12.35847,22.367037,3.637143,1.339987,0.003441,76.106311,4.332131,2.1232665803761986e-06,-12.52307182768037,-13.062554815355897
538,dmag,290.75,3.814286,1.05,9.73,12.35847,22.367037,3.632653,1.338753,0.003439,76.226592,4.33371,2.1266221095480267e-06,-12.52149271344283,-13.060975701118359
539,dmag,290.85,3.791944,1.05,9.73,12.35847,22.367037,3.611376,1.332868,0.003438,76.702073,4.339929,2.1398878277269665e-06,-12.51527415957882,-13.054757147254346
540,dmag,290.95,3.7844,1.05,9.73,12.35847,22.367037,3.60419,1.330874,0.003437,76.881408,4.342264,2.1448907827674405e-06,-12.512938936329824,-13.052421924005351
541,dmag,291.05,3.777445,1.05,9.73,12.35847,22.367037,3.597567,1.329046,0.003436,77.049429,4.344447,2.1495784975262124e-06,-12.510755795031256,-13.050238782706785
542,dmag,291.15,3.76973,1.05,9.73,12.35847,22.367037,3.590219,1.327,0.003435,77.233654,4.346835,2.154717822462272e-06,-12.50836779615931,-13.04785078383484
543,dmag,291.25,3.76,1.05,9.73,12.35847,22.367037,3.580952,1.324419,0.003433,77.460106,4.349763,2.1610357144025273e-06,-12.505439966106243,-13.04492295378177
544,dmag,291.35,3.76,1.05,9.73,12.35847,22.367037,3.580952,1.324419,0.003432,77.486702,4.350106,2.1617777009139102e-06,-12.50509667739707,-13.044579665072597
545,dmag,291.45,3.758437,1.05,9.73,12.35847,22.367037,3.579464,1.324003,0.003431,77.545523,4.350865,2.163419002292469e-06,-12.504337728581575,-13.043820716257102
546,dmag,291.55,3.749,1.05,9.73,12.35847,22.367037,3.570476,1.321488,0.00343,77.767405,4.353722,2.169608934116271e-06,-12.50148063366996,-13.040963621345488
547,dmag,291.65,3.711,1.05,9.73,12.35847,22.367037,3.534286,1.311296,0.003429,78.590676,4.364253,2.1925771391227967e-06,-12.490949942463164,-13.030432930138693
548,dmag,291.75,3.706471,1.05,9.73,12.35847,22.367037,3.529972,1.310075,0.003428,78.713696,4.365817,2.196008988757095e-06,-12.489385953408904,-13.028868941084431
549,dmag,291.85,3.70623,1.05,9.73,12.35847,22.367037,3.529742,1.310012,0.003426,78.745798,4.366225,2.196904536914951e-06,-12.488978229393839,-13.028461217069365
550,dmag,291.95,3.693333,1.05,9.73,12.35847,22.367037,3.51746,1.306529,0.003425,79.047834,4.370053,2.2053314367085494e-06,-12.48514976125312,-13.024632748928648
551,dmag,292.05,3.69,1.05,9.73,12.35847,22.367037,3.514286,1.305626,0.003424,79.146341,4.371299,2.208079468947398e-06,-12.483904451150467,-13.023387438825996
552,dmag,292.15,3.69,1.05,9.73,12.35847,22.367037,3.514286,1.305626,0.003423,79.173442,4.371641,2.2088355310836574e-06,-12.48356210263634,-13.023045090311868
553,dmag,292.25,3.656296,1.05,9.73,12.35847,22.367037,3.482187,1.296442,0.003422,79.930612,4.381159,2.229959767748972e-06,-12.474044026347642,-13.013527014023168
554,dmag,292.35,3.674,1.05,9.73,12.35847,22.367037,3.499048,1.301277,0.003421,79.572673,4.376671,2.2199735569581647e-06,-12.478532285755605,-13.018015273431132
555,dmag,292.45,3.636667,1.05,9.73,12.35847,22.367037,3.463492,1.291067,0.003419,80.417049,4.387226,2.2435303308076035e-06,-12.46797690453121,-13.007459892206738
556,dmag,292.55,3.640435,1.05,9.73,12.35847,22.367037,3.467081,1.292097,0.003418,80.36128,4.386532,2.241974540633165e-06,-12.468670601353047,-13.008153589028574
557,dmag,292.65,3.632903,1.05,9.73,12.35847,22.367037,3.459908,1.290016,0.003417,80.555408,4.388945,2.2473907109858683e-06,-12.466257711032522,-13.005740698708049
558,dmag,292.75,3.606667,1.05,9.73,12.35847,22.367037,3.434921,1.282781,0.003416,81.169131,4.396535,2.2645124502471377e-06,-12.458668088278188,-12.998151075953714
559,dmag,292.85,3.608246,1.05,9.73,12.35847,22.367037,3.436424,1.283217,0.003415,81.161326,4.396439,2.264294672447027e-06,-12.458764262742843,-12.998247250418371
560,dmag,292.95,3.600633,1.05,9.73,12.35847,22.367037,3.429174,1.281109,0.003414,81.360696,4.398892,2.269857012353409e-06,-12.456310730932081,-12.99579371860761
561,dmag,293.05,3.579512,1.05,9.73,12.35847,22.367037,3.409059,1.275224,0.003412,81.868697,4.405117,2.2840297597113494e-06,-12.450086248933918,-12.989569236609446
562,dmag,293.15,3.57,1.05,9.73,12.35847,22.367037,3.4,1.272566,0.003411,82.114846,4.408119,2.290896863452855e-06,-12.447084185965673,-12.986567173641202
563,dmag,293.25,3.57,1.05,9.73,12.35847,22.367037,3.4,1.272566,0.00341,82.142857,4.40846,2.2916783394424344e-06,-12.446743121842314,-12.98622610951784
564,dmag,293.35,3.57,1.05,9.73,12.35847,22.367037,3.4,1.272566,0.003409,82.170868,4.408801,2.2924598154320144e-06,-12.44640217400403,-12.985885161679557
565,dmag,293.45,3.57,1.05,9.73,12.35847,22.367037,3.4,1.272566,0.003408,82.19888,4.409142,2.293241291421594e-06,-12.446061342371554,-12.985544330047082
566,dmag,293.55,3.551111,1.05,9.73,12.35847,22.367037,3.382011,1.26726,0.003407,82.664268,4.414787,2.3062250883337322e-06,-12.440415543346898,-12.979898531022426
567,dmag,293.65,3.549231,1.05,9.73,12.35847,22.367037,3.38022,1.266728,0.003405,82.736238,4.415658,2.3082327267345204e-06,-12.439545391919397,-12.979028379594924
568,dmag,293.75,3.548,1.05,9.73,12.35847,22.367037,3.379048,1.26638,0.003404,82.793123,4.416345,2.3098199036706563e-06,-12.438858012573315,-12.978341000248841
569,dmag,293.85,3.54,1.05,9.73,12.35847,22.367037,3.371429,1.264127,0.003403,83.008475,4.418943,2.3158279343238103e-06,-12.436260307671374,-12.975743295346902
570,dmag,293.95,3.520952,1.05,9.73,12.35847,22.367037,3.353288,1.258731,0.003402,83.485935,4.424678,2.3291486952361426e-06,-12.430524736325308,-12.970007724000837
571,dmag,294.05,3.522222,1.05,9.73,12.35847,22.367037,3.354497,1.259091,0.003401,83.484227,4.424658,2.329100955610375e-06,-12.430545233133916,-12.970028220809443
572,dmag,294.15,3.5175,1.05,9.73,12.35847,22.367037,3.35,1.25775,0.0034,83.624733,4.426339,2.333020752055348e-06,-12.428863682280292,-12.96834666995582
573,dmag,294.25,3.4925,1.05,9.73,12.35847,22.367037,3.32619,1.250615,0.003398,84.251969,4.433812,2.3505197894452355e-06,-12.421391079592944,-12.960874067268472
574,dmag,294.35,3.492857,1.05,9.73,12.35847,22.367037,3.326531,1.250718,0.003397,84.271984,4.434049,2.3510782817390707e-06,-12.421153504075852,-12.960636491751378
575,dmag,294.45,3.481613,1.05,9.73,12.35847,22.367037,3.315822,1.247491,0.003396,84.572871,4.437614,2.3594724925495984e-06,-12.417589496341673,-12.9570724840172
576,dmag,294.55,3.470227,1.05,9.73,12.35847,22.367037,3.304978,1.244213,0.003395,84.879167,4.441229,2.3680179920465966e-06,-12.413974255303202,-12.953457242978729
577,dmag,294.65,3.451284,1.05,9.73,12.35847,22.367037,3.286937,1.238744,0.003394,85.374028,4.447042,2.381823646436713e-06,-12.408161138017208,-12.947644125692735
578,dmag,294.75,3.432794,1.05,9.73,12.35847,22.367037,3.269328,1.233372,0.003393,85.863,4.452753,2.3954655336298897e-06,-12.402449981016195,-12.941932968691722
579,dmag,294.85,3.4275,1.05,9.73,12.35847,22.367037,3.264286,1.23183,0.003392,86.024799,4.454636,2.3999794545103667e-06,-12.40056739359217,-12.940050381267698
580,dmag,294.95,3.42,1.05,9.73,12.35847,22.367037,3.257143,1.229641,0.00339,86.24269,4.457165,2.406058318601486e-06,-12.39803771420978,-12.937520701885306
581,dmag,295.05,3.4225,1.05,9.73,12.35847,22.367037,3.259524,1.23037,0.003389,86.208912,4.456774,2.4051159441635886e-06,-12.398429458261639,-12.937912445937167
582,dmag,295.15,3.421,1.05,9.73,12.35847,22.367037,3.258095,1.229933,0.003388,86.275943,4.457551,2.4069860240229996e-06,-12.39765221789312,-12.937135205568646
583,dmag,295.25,3.421,1.05,9.73,12.35847,22.367037,3.258095,1.229933,0.003387,86.305174,4.45789,2.4078015368212456e-06,-12.397313464502346,-12.936796452177873
584,dmag,295.35,3.42,1.05,9.73,12.35847,22.367037,3.257143,1.229641,0.003386,86.359649,4.458521,2.409321323610608e-06,-12.39668247090562,-12.936165458581147
585,dmag,295.45,3.393571,1.05,9.73,12.35847,22.367037,3.231973,1.22188,0.003385,87.061671,4.466617,2.4289071294017656e-06,-12.388586155087028,-12.928069142762554
586,dmag,295.55,3.391667,1.05,9.73,12.35847,22.367037,3.230159,1.221321,0.003384,87.140049,4.467517,2.4310932250465273e-06,-12.387686527254614,-12.927169514930142
587,dmag,295.65,3.394,1.05,9.73,12.35847,22.367037,3.232381,1.222008,0.003382,87.109605,4.467167,2.4302441174415666e-06,-12.388035858129546,-12.927518845805073
588,dmag,295.75,3.372069,1.05,9.73,12.35847,22.367037,3.211494,1.215525,0.003381,87.705798,4.473988,2.4468770964886776e-06,-12.381215013289559,-12.920698000965086
589,dmag,295.85,3.365833,1.05,9.73,12.35847,22.367037,3.205556,1.213673,0.00338,87.897995,4.476177,2.452239393089995e-06,-12.379025925214549,-12.918508912890076
