,compound,T,Nu,rho,w_mass,w_vol,w,V,ln_Nu,T_1,D,ln_D,D_comp,ln_D_comp,D_but,ln_D_but
1179,dmeg,311.45,2.31,1.02,19.82,24.454928,39.785874,2.264706,0.363612,0.003211,134.82684,2.129776,1.673366772521458e-11,-10.77640885890346,3.3176606176831617e-10,-9.479168042484647
1180,dmeg,311.55,2.31,1.02,19.82,24.454928,39.785874,2.264706,0.363612,0.00321,134.87013,2.129916,1.6739040551583248e-11,-10.77626943852284,3.318725848255544e-10,-9.479028622104027
1181,dmeg,311.65,2.31,1.02,19.82,24.454928,39.785874,2.264706,0.363612,0.003209,134.91342,2.130055,1.6744413377951914e-11,-10.776130062885603,3.3197910788279254e-10,-9.478889246466789
1182,dmeg,311.75,2.296154,1.02,19.82,24.454928,39.785874,2.251131,0.360997,0.003208,135.770519,2.132805,1.6850788811194957e-11,-10.773379764327904,3.340881349732949e-10,-9.47613894790909
1183,dmeg,311.85,2.301111,1.02,19.82,24.454928,39.785874,2.255991,0.361931,0.003207,135.521487,2.132008,1.6819882813515808e-11,-10.774177034318173,3.3347538460060865e-10,-9.47693621789936
1184,dmeg,311.95,2.305385,1.02,19.82,24.454928,39.785874,2.260181,0.362739,0.003206,135.313647,2.131342,1.6794083673574607e-11,-10.774843687348765,3.329638841217026e-10,-9.477602870929951
1185,dmeg,312.05,2.28,1.02,19.82,24.454928,39.785874,2.235294,0.357935,0.003205,136.864035,2.136289,1.6986508692419047e-11,-10.769895874305028,3.367789527447946e-10,-9.472655057886215
1186,dmeg,312.15,2.28,1.02,19.82,24.454928,39.785874,2.235294,0.357935,0.003204,136.907895,2.136428,1.699195221387151e-11,-10.769756721954622,3.368868774212069e-10,-9.472515905535808
1187,dmeg,312.25,2.28,1.02,19.82,24.454928,39.785874,2.235294,0.357935,0.003203,136.951754,2.136568,1.6997395735323974e-11,-10.769617614175758,3.369948020976193e-10,-9.472376797756942
1188,dmeg,312.35,2.271111,1.02,19.82,24.454928,39.785874,2.22658,0.356234,0.003202,137.5318,2.138403,1.706938740794716e-11,-10.767782064715501,3.384221277801007e-10,-9.470541248296687
1189,dmeg,312.45,2.27375,1.02,19.82,24.454928,39.785874,2.229167,0.356739,0.003201,137.416163,2.138038,1.705503451758632e-11,-10.768147397289589,3.381375636314513e-10,-9.470906580870775
1190,dmeg,312.55,2.272308,1.02,19.82,24.454928,39.785874,2.227753,0.356463,0.003199,137.547393,2.138452,1.7071319540869247e-11,-10.767732908459392,3.3846043475146527e-10,-9.470492092040578
1191,dmeg,312.65,2.255,1.02,19.82,24.454928,39.785874,2.210784,0.353145,0.003198,138.64745,2.141912,1.7207852413385872e-11,-10.764273327418769,3.411673711004225e-10,-9.467032510999955
1192,dmeg,312.75,2.25,1.02,19.82,24.454928,39.785874,2.205882,0.352183,0.003197,139.0,2.143015,1.7251608187154117e-11,-10.763170413967382,3.420348844860769e-10,-9.465929597548568
1193,dmeg,312.85,2.25,1.02,19.82,24.454928,39.785874,2.205882,0.352183,0.003196,139.044444,2.143154,1.725712428889262e-11,-10.7630315730193,3.4214424815817476e-10,-9.465790756600484
1194,dmeg,312.95,2.25,1.02,19.82,24.454928,39.785874,2.205882,0.352183,0.003195,139.088889,2.143292,1.7262640390631116e-11,-10.762892776443524,3.422536118302726e-10,-9.46565196002471
1195,dmeg,313.05,2.25,1.02,19.82,24.454928,39.785874,2.205882,0.352183,0.003194,139.133333,2.143431,1.7268156492369612e-11,-10.762754024211704,3.423629755023705e-10,-9.46551320779289
1196,dmeg,313.15,2.23,1.02,19.82,24.454928,39.785874,2.186275,0.348305,0.003193,140.426009,2.147448,1.7428593424548543e-11,-10.75873766123231,3.4554383997423934e-10,-9.461496844813496
1197,dmeg,313.25,2.23,1.02,19.82,24.454928,39.785874,2.186275,0.348305,0.003192,140.470852,2.147586,1.7434158998051513e-11,-10.75859899760345,3.456541844864457e-10,-9.461358181184636
1198,dmeg,287.95,4.72,1.07,4.85,6.27752,11.99094,4.411215,0.673942,0.003473,61.006356,1.785375,7.571638485384447e-12,-11.12081012998964,1.501172798862423e-10,-9.823569313570825
1199,dmeg,288.05,4.72,1.07,4.85,6.27752,11.99094,4.411215,0.673942,0.003472,61.027542,1.785526,7.574267983035215e-12,-11.120659333293018,1.501694129926449e-10,-9.823418516874204
1200,dmeg,288.15,4.719583,1.07,4.85,6.27752,11.99094,4.410826,0.673904,0.00347,61.054118,1.785715,7.577566939460083e-12,-11.120470218429858,1.5023481896334993e-10,-9.823229402011044
1201,dmeg,288.25,4.71,1.07,4.85,6.27752,11.99094,4.401869,0.673021,0.003469,61.199575,1.786748,7.595619392303494e-12,-11.119436805383636,1.5059273160291385e-10,-9.822195988964822
1202,dmeg,288.35,4.71,1.07,4.85,6.27752,11.99094,4.401869,0.673021,0.003468,61.220807,1.786899,7.598254472751823e-12,-11.119286165603457,1.5064497539531728e-10,-9.822045349184643
1203,dmeg,288.45,4.7075,1.07,4.85,6.27752,11.99094,4.399533,0.67279,0.003467,61.274562,1.78728,7.604926138199193e-12,-11.118904999616017,1.507772495749686e-10,-9.821664183197203
1204,dmeg,288.55,4.69,1.07,4.85,6.27752,11.99094,4.383178,0.671173,0.003466,61.52452,1.789048,7.635949045732265e-12,-11.117136978291878,1.5139231783291785e-10,-9.819896161873064
1205,dmeg,288.65,4.68,1.07,4.85,6.27752,11.99094,4.373832,0.670246,0.003464,61.67735,1.790126,7.654917148161525e-12,-11.116059505460951,1.517683843800438e-10,-9.818818689042136
1206,dmeg,288.75,4.66,1.07,4.85,6.27752,11.99094,4.35514,0.668386,0.003463,61.963519,1.792136,7.690434223671151e-12,-11.114049138011275,1.5247255518472644e-10,-9.816808321592461
1207,dmeg,288.85,4.658909,1.07,4.85,6.27752,11.99094,4.354121,0.668284,0.003462,61.999493,1.792388,7.694899108615169e-12,-11.113797070031197,1.5256107715841743e-10,-9.816556253612383
1208,dmeg,288.95,4.643333,1.07,4.85,6.27752,11.99094,4.339564,0.666829,0.003461,62.229002,1.793993,7.723384461146941e-12,-11.112192345946456,1.531258351889183e-10,-9.814951529527642
1209,dmeg,289.05,4.63,1.07,4.85,6.27752,11.99094,4.327103,0.665581,0.00346,62.429806,1.795392,7.748306084026443e-12,-11.110793231528294,1.536199377856341e-10,-9.81355241510948
1210,dmeg,289.45,4.59,1.07,4.85,6.27752,11.99094,4.28972,0.661813,0.003455,63.061002,1.799761,7.826645334354883e-12,-11.106424345855915,1.5517311219964413e-10,-9.809183529437101
1211,dmeg,289.65,4.57,1.07,4.85,6.27752,11.99094,4.271028,0.659916,0.003452,63.380744,1.801957,7.86632922155627e-12,-11.10422788145625,1.5595989529995776e-10,-9.806987065037436
1212,dmeg,289.75,4.56,1.07,4.85,6.27752,11.99094,4.261682,0.658965,0.003451,63.541667,1.803059,7.886301704259603e-12,-11.103126612250277,1.5635587495241826e-10,-9.805885795831463
1213,dmeg,289.85,4.54,1.07,4.85,6.27752,11.99094,4.242991,0.657056,0.00345,63.843612,1.805117,7.923776872320573e-12,-11.10106776237179,1.5709886741084746e-10,-9.803826945952975
1214,dmeg,289.95,4.526667,1.07,4.85,6.27752,11.99094,4.23053,0.655778,0.003449,64.053756,1.806545,7.9498576390194e-12,-11.09964064834251,1.5761595149532042e-10,-9.802399831923696
1215,dmeg,290.05,4.507537,1.07,4.85,6.27752,11.99094,4.212652,0.653939,0.003448,64.347776,1.808534,7.986350296882454e-12,-11.097651644721868,1.5833946445025027e-10,-9.800410828303054
1216,dmeg,290.15,4.501429,1.07,4.85,6.27752,11.99094,4.206943,0.65335,0.003446,64.457315,1.809272,7.999944170411278e-12,-11.09691304382892,1.5860898013317726e-10,-9.799672227410106
1217,dmeg,290.25,4.5,1.07,4.85,6.27752,11.99094,4.205607,0.653213,0.003445,64.5,1.80956,8.005242647995976e-12,-11.096625499586208,1.5871402913202848e-10,-9.799384683167395
1218,dmeg,290.35,4.475,1.07,4.85,6.27752,11.99094,4.182243,0.650793,0.003444,64.882682,1.812129,8.052738132937099e-12,-11.094056423504064,1.5965568700700526e-10,-9.79681560708525
1219,dmeg,290.45,4.469259,1.07,4.85,6.27752,11.99094,4.176878,0.65023,0.003443,64.988398,1.812836,8.065859323392342e-12,-11.093349356789995,1.5991583115200272e-10,-9.79610854037118
1220,dmeg,290.55,4.47,1.07,4.85,6.27752,11.99094,4.17757,0.650308,0.003442,65.0,1.812913,8.067298792554086e-12,-11.093271857578621,1.599443704431295e-10,-9.796031041159807
1221,dmeg,290.75,4.44,1.07,4.85,6.27752,11.99094,4.149533,0.647383,0.003439,65.484234,1.816137,8.127398211833333e-12,-11.09004846093561,1.6113591720838493e-10,-9.792807644516795
1222,dmeg,290.85,4.4,1.07,4.85,6.27752,11.99094,4.11215,0.643453,0.003438,66.102273,1.820216,8.204104383966277e-12,-11.085968822573276,1.6265671378805667e-10,-9.788728006154463
1223,dmeg,290.95,4.42,1.07,4.85,6.27752,11.99094,4.130841,0.645422,0.003437,65.825792,1.818396,8.169789710036933e-12,-11.087789122041139,1.6197638211078496e-10,-9.790548305622325
1224,dmeg,291.05,4.406522,1.07,4.85,6.27752,11.99094,4.118245,0.644095,0.003436,66.049827,1.819872,8.197594780481038e-12,-11.086313553322587,1.6252765269114504e-10,-9.789072736903773
1225,dmeg,291.15,4.381818,1.07,4.85,6.27752,11.99094,4.095157,0.641654,0.003435,66.445021,1.822462,8.246643967455172e-12,-11.083722754837538,1.6350011466795515e-10,-9.786481938418724
1226,dmeg,291.25,4.37037,1.07,4.85,6.27752,11.99094,4.084458,0.640517,0.003433,66.641949,1.823748,8.271085561428003e-12,-11.082437486529921,1.6398470008633825e-10,-9.785196670111107
1227,dmeg,291.35,4.36,1.07,4.85,6.27752,11.99094,4.074766,0.639486,0.003432,66.823394,1.824929,8.293604457341681e-12,-11.081256681063893,1.6443116559141063e-10,-9.78401586464508
1228,dmeg,291.45,4.36,1.07,4.85,6.27752,11.99094,4.074766,0.639486,0.003431,66.84633,1.825078,8.296451069477373e-12,-11.0811076438346,1.6448760326623176e-10,-9.783866827415785
1229,dmeg,291.55,4.355,1.07,4.85,6.27752,11.99094,4.070093,0.638988,0.00343,66.946039,1.825725,8.308826151970831e-12,-11.080460327808096,1.6473295488013563e-10,-9.783219511389282
1230,dmeg,291.65,4.35,1.07,4.85,6.27752,11.99094,4.065421,0.638489,0.003429,67.045977,1.826373,8.321229682929791e-12,-11.07981249041008,1.6497887052073815e-10,-9.782571673991265
1231,dmeg,291.75,4.323182,1.07,4.85,6.27752,11.99094,4.040357,0.635803,0.003428,67.485017,1.829207,8.375719631895261e-12,-11.076977868621322,1.660592024641644e-10,-9.779737052202508
1232,dmeg,291.85,4.32,1.07,4.85,6.27752,11.99094,4.037383,0.635484,0.003426,67.55787,1.829676,8.384761939483295e-12,-11.076509263390209,1.6623847761334523e-10,-9.779268446971395
1233,dmeg,291.95,4.3,1.07,4.85,6.27752,11.99094,4.018692,0.633468,0.003425,67.895349,1.83184,8.426647164530108e-12,-11.074345190213757,1.6706890501206314e-10,-9.777104373794943
1234,dmeg,292.05,4.278571,1.07,4.85,6.27752,11.99094,3.998665,0.631297,0.003424,68.258765,1.834158,8.471752376293646e-12,-11.072026746854883,1.6796317270745108e-10,-9.77478593043607
1235,dmeg,292.15,4.274545,1.07,4.85,6.27752,11.99094,3.994902,0.630889,0.003423,68.346448,1.834716,8.482635055965653e-12,-11.071469217023994,1.681789355536816e-10,-9.77422840060518
1236,dmeg,292.25,4.27,1.07,4.85,6.27752,11.99094,3.990654,0.630428,0.003422,68.442623,1.835327,8.49457060754434e-12,-11.070858569412623,1.684155729130052e-10,-9.773617752993808
1237,dmeg,292.35,4.245,1.07,4.85,6.27752,11.99094,3.96729,0.627877,0.003421,68.869258,1.838025,8.54752125397549e-12,-11.068159810628146,1.6946538624281563e-10,-9.770918994209332
1238,dmeg,292.45,4.238929,1.07,4.85,6.27752,11.99094,3.961615,0.627255,0.003419,68.99149,1.838796,8.562690941989727e-12,-11.067389730929834,1.69766144434826e-10,-9.77014891451102
1239,dmeg,292.55,4.215319,1.07,4.85,6.27752,11.99094,3.939551,0.624829,0.003418,69.401625,1.84137,8.613594885926592e-12,-11.064815557804895,1.707753793070448e-10,-9.76757474138608
1240,dmeg,292.65,4.204,1.07,4.85,6.27752,11.99094,3.928972,0.623662,0.003417,69.612274,1.842686,8.639738679795625e-12,-11.063499393127481,1.7129371298463675e-10,-9.766258576708667
1241,dmeg,292.75,4.196923,1.07,4.85,6.27752,11.99094,3.922358,0.62293,0.003416,69.753482,1.843566,8.65726453374828e-12,-11.062619311858718,1.7164118513721437e-10,-9.765378495439904
1242,dmeg,292.85,4.195,1.07,4.85,6.27752,11.99094,3.920561,0.622731,0.003415,69.809297,1.843913,8.664191625192862e-12,-11.062271951022216,1.717785234593214e-10,-9.765031134603403
1243,dmeg,292.95,4.185,1.07,4.85,6.27752,11.99094,3.911215,0.621695,0.003414,70.0,1.845098,8.687860238135169e-12,-11.06108717420722,1.7224778355413945e-10,-9.763846357788406
1244,dmeg,293.05,4.17,1.07,4.85,6.27752,11.99094,3.897196,0.620136,0.003412,70.275779,1.846806,8.722087847843477e-12,-11.059379543477595,1.7292638907345175e-10,-9.762138727058781
1245,dmeg,293.15,4.17,1.07,4.85,6.27752,11.99094,3.897196,0.620136,0.003411,70.29976,1.846954,8.725064161731155e-12,-11.059231370674418,1.729853982490441e-10,-9.761990554255604
1246,dmeg,293.25,4.146207,1.07,4.85,6.27752,11.99094,3.87496,0.61765,0.00341,70.727295,1.849587,8.778126317217288e-12,-11.056598173949496,1.740374223864689e-10,-9.759357357530682
1247,dmeg,293.35,4.148462,1.07,4.85,6.27752,11.99094,3.877067,0.617887,0.003409,70.712961,1.849499,8.776346514019453e-12,-11.056686237968025,1.7400213554395686e-10,-9.759445421549211
1248,dmeg,293.45,4.12,1.07,4.85,6.27752,11.99094,3.850467,0.614896,0.003408,71.225728,1.852637,8.839988165328587e-12,-11.053548316405019,1.7526391152552779e-10,-9.756307499986205
1249,dmeg,293.55,4.110625,1.07,4.85,6.27752,11.99094,3.841706,0.613908,0.003407,71.412498,1.853774,8.863168610628655e-12,-11.052410988711125,1.7572349308131848e-10,-9.755170172292312
1250,dmeg,293.65,4.1025,1.07,4.85,6.27752,11.99094,3.834112,0.613047,0.003405,71.578306,1.854781,8.883747397678738e-12,-11.05140379876763,1.7613149348192927e-10,-9.754162982348817
1251,dmeg,293.75,4.080769,1.07,4.85,6.27752,11.99094,3.813803,0.610742,0.003404,71.983977,1.857236,8.934096717527665e-12,-11.048949350312668,1.7712973223229128e-10,-9.751708533893854
1252,dmeg,293.85,4.065,1.07,4.85,6.27752,11.99094,3.799065,0.609059,0.003403,72.287823,1.859065,8.971807172644593e-12,-11.047120069101146,1.7787738955327316e-10,-9.749879252682332
1253,dmeg,293.95,4.05,1.07,4.85,6.27752,11.99094,3.785047,0.607455,0.003402,72.580247,1.860818,9.008100589064666e-12,-11.045366772911045,1.7859695229537667e-10,-9.748125956492231
1254,dmeg,294.05,4.0375,1.07,4.85,6.27752,11.99094,3.773364,0.606111,0.003401,72.829721,1.862309,9.039063433962481e-12,-11.043876565822579,1.7921082973585036e-10,-9.746635749403765
1255,dmeg,294.15,4.041875,1.07,4.85,6.27752,11.99094,3.777453,0.606582,0.0034,72.77563,1.861986,9.032350046336202e-12,-11.044199239789203,1.790777283613956e-10,-9.746958423370389
1256,dmeg,294.25,4.03,1.07,4.85,6.27752,11.99094,3.766355,0.605305,0.003398,73.014888,1.863411,9.062044931128227e-12,-11.042773788847114,1.7966646689402883e-10,-9.745532972428299
1257,dmeg,294.35,4.03,1.07,4.85,6.27752,11.99094,3.766355,0.605305,0.003397,73.039702,1.863559,9.06512464053558e-12,-11.042626220214398,1.7972752601616783e-10,-9.745385403795584
1258,dmeg,294.45,4.011892,1.07,4.85,6.27752,11.99094,3.749432,0.603348,0.003396,73.394301,1.865662,9.109134425919243e-12,-11.040522888878435,1.8060007550237558e-10,-9.743282072459621
1259,dmeg,294.55,4.0,1.07,4.85,6.27752,11.99094,3.738318,0.60206,0.003395,73.6375,1.867099,9.139318689795407e-12,-11.039086178477426,1.811985165923992e-10,-9.741845362058612
1260,dmeg,294.65,3.990811,1.07,4.85,6.27752,11.99094,3.72973,0.601061,0.003394,73.832114,1.868245,9.163472283727102e-12,-11.03793992939801,1.816773920468338e-10,-9.740699112979197
1261,dmeg,294.75,3.968684,1.07,4.85,6.27752,11.99094,3.709051,0.598645,0.003393,74.268948,1.870807,9.217689596099077e-12,-11.035377920747308,1.827523186260325e-10,-9.738137104328494
1262,dmeg,294.85,3.96,1.07,4.85,6.27752,11.99094,3.700935,0.597695,0.003392,74.457071,1.871906,9.241037486342548e-12,-11.034279268033163,1.832152199889539e-10,-9.73703845161435
1263,dmeg,294.95,3.94,1.07,4.85,6.27752,11.99094,3.682243,0.595496,0.00339,74.860406,1.874252,9.291096364169572e-12,-11.031933035541885,1.8420770036001968e-10,-9.73469221912307
1264,dmeg,295.05,3.939286,1.07,4.85,6.27752,11.99094,3.681575,0.595417,0.003389,74.899365,1.874478,9.295931014843738e-12,-11.031707107843575,1.8430355340554044e-10,-9.734466291424761
1265,dmeg,295.15,3.931579,1.07,4.85,6.27752,11.99094,3.674373,0.594566,0.003388,75.07162,1.875476,9.317310457872357e-12,-11.03070943334068,1.847274278204553e-10,-9.733468616921867
1266,dmeg,295.25,3.917333,1.07,4.85,6.27752,11.99094,3.661059,0.592989,0.003387,75.37015,1.877199,9.354362613942438e-12,-11.028985799043518,1.8546203353279849e-10,-9.731744982624704
1267,dmeg,295.35,3.902727,1.07,4.85,6.27752,11.99094,3.647409,0.591368,0.003386,75.677848,1.878969,9.39255156470709e-12,-11.027216411999868,1.862191776333211e-10,-9.729975595581054
1268,dmeg,295.45,3.9,1.07,4.85,6.27752,11.99094,3.64486,0.591065,0.003385,75.75641,1.879419,9.402301492150311e-12,-11.02676582693229,1.8641248223835347e-10,-9.729525010513477
1269,dmeg,295.55,3.880885,1.07,4.85,6.27752,11.99094,3.626995,0.588931,0.003384,76.155311,1.8817,9.451809844480792e-12,-11.024485024272362,1.8739404774730475e-10,-9.727244207853548
1270,dmeg,295.65,3.872462,1.07,4.85,6.27752,11.99094,3.619123,0.587987,0.003382,76.346788,1.882791,9.475573492318183e-12,-11.02339449565942,1.8786519202874526e-10,-9.726153679240607
1271,dmeg,295.75,3.87,1.07,4.85,6.27752,11.99094,3.616822,0.587711,0.003381,76.421189,1.883214,9.484808657912425e-12,-11.022971425940419,1.8804829083106955e-10,-9.725730609521605
1272,dmeg,295.85,3.87,1.07,4.85,6.27752,11.99094,3.616822,0.587711,0.00338,76.447028,1.883361,9.488015693806901e-12,-11.022824605627356,1.8811187436135901e-10,-9.725583789208542
1273,dmeg,295.95,3.86,1.07,4.85,6.27752,11.99094,3.607477,0.586586,0.003379,76.670984,1.884631,9.515811389622882e-12,-11.02155417458536,1.8866295907789625e-10,-9.724313358166544
1274,dmeg,296.05,3.841333,1.07,4.85,6.27752,11.99094,3.590031,0.584482,0.003378,77.069594,1.886883,9.565284549102082e-12,-11.01930210600608,1.8964382684419699e-10,-9.722061289587266
1275,dmeg,296.15,3.842308,1.07,4.85,6.27752,11.99094,3.590942,0.584592,0.003377,77.076076,1.88692,9.566087471844412e-12,-11.019265652278014,1.8965974579995145e-10,-9.7220248358592
1276,dmeg,296.25,3.84,1.07,4.85,6.27752,11.99094,3.588785,0.58433,0.003376,77.148438,1.887327,9.575069179864373e-12,-11.018858079570848,1.898378194862865e-10,-9.721617263152032
1277,dmeg,296.35,3.82,1.07,4.85,6.27752,11.99094,3.570093,0.582063,0.003374,77.578534,1.889742,9.628449444919062e-12,-11.016443645558148,1.9089615054700533e-10,-9.719202829139334
1278,dmeg,296.45,3.82,1.07,4.85,6.27752,11.99094,3.570093,0.582063,0.003373,77.604712,1.889888,9.631698457723151e-12,-11.016297122452203,1.9096056632245564e-10,-9.719056306033389
1279,dmeg,296.55,3.810667,1.07,4.85,6.27752,11.99094,3.561371,0.581001,0.003372,77.821029,1.891097,9.65854516739827e-12,-11.015088284904742,1.9149283619219437e-10,-9.717847468485928
1280,dmeg,296.65,3.812778,1.07,4.85,6.27752,11.99094,3.563344,0.581241,0.003371,77.804167,1.891003,9.656452740318392e-12,-11.015182380647593,1.9145135118704025e-10,-9.717941564228777
1281,dmeg,296.75,3.814444,1.07,4.85,6.27752,11.99094,3.564901,0.581431,0.00337,77.796388,1.890959,9.655488924529315e-12,-11.015225729978942,1.9143224232376753e-10,-9.717984913560127
1282,dmeg,296.85,3.782,1.07,4.85,6.27752,11.99094,3.534579,0.577719,0.003369,78.490217,1.894816,9.741600482323882e-12,-11.01136968546842,1.9313951253322616e-10,-9.714128869049606
1283,dmeg,296.95,3.776154,1.07,4.85,6.27752,11.99094,3.529116,0.577048,0.003368,78.638216,1.895634,9.759968542877366e-12,-11.010551582095275,1.9350368249358513e-10,-9.71331076567646
1284,dmeg,297.05,3.780769,1.07,4.85,6.27752,11.99094,3.533429,0.577578,0.003366,78.568667,1.895249,9.75133775218009e-12,-11.010935800861777,1.9333256618563625e-10,-9.713694984442963
1285,dmeg,297.15,3.751364,1.07,4.85,6.27752,11.99094,3.505947,0.574189,0.003365,79.211196,1.898787,9.8310818973802e-12,-11.00739868601248,1.9491359441187843e-10,-9.710157869593667
1286,dmeg,297.25,3.749545,1.07,4.85,6.27752,11.99094,3.504248,0.573978,0.003364,79.276276,1.899143,9.839161268846062e-12,-11.007041921064276,1.95073778138292e-10,-9.709801104645463
1287,dmeg,297.35,3.729,1.07,4.85,6.27752,11.99094,3.485047,0.571592,0.003363,79.739877,1.901676,9.896698623949323e-12,-11.004509654747487,1.9621452875080782e-10,-9.707268838328673
1288,dmeg,297.45,3.72,1.07,4.85,6.27752,11.99094,3.476636,0.570543,0.003362,79.959677,1.902871,9.923978601510389e-12,-11.00331418084239,1.9675538870268344e-10,-9.706073364423576
1289,dmeg,297.55,3.72,1.07,4.85,6.27752,11.99094,3.476636,0.570543,0.003361,79.986559,1.903017,9.927314953368351e-12,-11.00316819950256,1.9682153608500072e-10,-9.705927383083747
1290,dmeg,297.65,3.707407,1.07,4.85,6.27752,11.99094,3.464867,0.569069,0.00336,80.285215,1.904636,9.964382884167261e-12,-11.001549592929365,1.9755645455123295e-10,-9.704308776510551
1291,dmeg,297.75,3.7,1.07,4.85,6.27752,11.99094,3.457944,0.568202,0.003359,80.472973,1.90565,9.98768488766311e-12,-11.000535168133656,1.9801844615152517e-10,-9.703294351714842
1292,dmeg,297.85,3.677857,1.07,4.85,6.27752,11.99094,3.43725,0.565593,0.003357,80.984657,1.908403,1.0051191580658286e-11,-10.997782449066529,1.9927754641435579e-10,-9.700541632647715
1293,dmeg,297.95,3.678889,1.07,4.85,6.27752,11.99094,3.438214,0.565715,0.003356,80.989127,1.908427,1.0051745660762463e-11,-10.997758508890131,1.9928853175104862e-10,-9.700517692471317
1294,dmeg,298.05,3.6605,1.07,4.85,6.27752,11.99094,3.421028,0.56354,0.003355,81.423303,1.910749,1.0105632501321782e-11,-10.995436499245429,2.0035690630987672e-10,-9.698195682826615
1295,dmeg,298.15,3.66,1.07,4.85,6.27752,11.99094,3.420561,0.563481,0.003354,81.461749,1.910954,1.0110404098360654e-11,-10.995231485934129,2.004515092375748e-10,-9.697990669515315
1296,dmeg,298.25,3.64,1.07,4.85,6.27752,11.99094,3.401869,0.561101,0.003353,81.936813,1.913479,1.0169365447503193e-11,-10.992706145528153,2.0162049232740222e-10,-9.69546532910934
1297,dmeg,298.35,3.636667,1.07,4.85,6.27752,11.99094,3.398754,0.560702,0.003352,82.039413,1.914023,1.0182098459337422e-11,-10.992162707717048,2.0187294034179218e-10,-9.694921891298232
1298,dmeg,298.45,3.63,1.07,4.85,6.27752,11.99094,3.392523,0.559907,0.003351,82.217631,1.914965,1.0204218371001342e-11,-10.991220256029896,2.0231149548104256e-10,-9.693979439611082
1299,dmeg,298.55,3.61,1.07,4.85,6.27752,11.99094,3.373832,0.557507,0.00335,82.700831,1.91751,1.0264189450317587e-11,-10.988675340609335,2.0350049774471046e-10,-9.691434524190521
1300,dmeg,298.65,3.61,1.07,4.85,6.27752,11.99094,3.373832,0.557507,0.003348,82.728532,1.917655,1.0267627463866513e-11,-10.988529897044044,2.0356866069823404e-10,-9.691289080625229
1301,dmeg,298.75,3.603333,1.07,4.85,6.27752,11.99094,3.367601,0.556704,0.003347,82.909343,1.918603,1.0290069325668688e-11,-10.987581699323675,2.0401359890491527e-10,-9.690340882904861
1302,dmeg,298.85,3.6,1.07,4.85,6.27752,11.99094,3.364486,0.556303,0.003346,83.013889,1.919151,1.0303043778439266e-11,-10.987034454819064,2.0427083379029592e-10,-9.68979363840025
1303,dmeg,298.95,3.585294,1.07,4.85,6.27752,11.99094,3.350742,0.554523,0.003345,83.382281,1.921074,1.0348766051345571e-11,-10.985111430790589,2.0517733550087815e-10,-9.687870614371775
1304,dmeg,299.05,3.58,1.07,4.85,6.27752,11.99094,3.345794,0.553883,0.003344,83.53352,1.921861,1.036753632966609e-11,-10.984324434117225,2.055494799356161e-10,-9.687083617698411
1305,dmeg,299.15,3.58,1.07,4.85,6.27752,11.99094,3.345794,0.553883,0.003343,83.561453,1.922006,1.0371003153384417e-11,-10.984179233687286,2.0561821408707425e-10,-9.686938417268472
1306,dmeg,299.35,3.55,1.07,4.85,6.27752,11.99094,3.317757,0.550228,0.003341,84.323944,1.925951,1.0465637675194215e-11,-10.980234304794866,2.074944628045539e-10,-9.682993488376052
1307,dmeg,299.45,3.540294,1.07,4.85,6.27752,11.99094,3.308686,0.549039,0.003339,84.583368,1.927285,1.0497835766140068e-11,-10.978900225854126,2.0813283055542464e-10,-9.681659409435312
1308,dmeg,299.55,3.54,1.07,4.85,6.27752,11.99094,3.308411,0.549003,0.003338,84.618644,1.927466,1.0502213617164606e-11,-10.97871915232088,2.0821962697192278e-10,-9.681478335902066
1309,dmeg,299.65,3.52,1.07,4.85,6.27752,11.99094,3.28972,0.546543,0.003337,85.127841,1.930072,1.0565411202748388e-11,-10.976113595667103,2.094725987905758e-10,-9.67887277924829
1310,dmeg,299.75,3.52,1.07,4.85,6.27752,11.99094,3.28972,0.546543,0.003336,85.15625,1.930217,1.0568937120052827e-11,-10.975968685928722,2.0954250454688837e-10,-9.678727869509906
1311,dmeg,299.85,3.5125,1.07,4.85,6.27752,11.99094,3.28271,0.545616,0.003335,85.366548,1.931288,1.0595037691529558e-11,-10.974897493960814,2.1005998128605473e-10,-9.677656677542
1312,dmeg,299.95,3.513125,1.07,4.85,6.27752,11.99094,3.283294,0.545693,0.003334,85.379826,1.931355,1.0596685606236382e-11,-10.974829950585015,2.1009265327293718e-10,-9.677589134166201
1313,dmeg,300.05,3.49,1.07,4.85,6.27752,11.99094,3.261682,0.542825,0.003333,85.974212,1.934368,1.0670456260550377e-11,-10.97181701007854,2.1155524951051794e-10,-9.674576193659727
1314,dmeg,300.15,3.481,1.07,4.85,6.27752,11.99094,3.253271,0.541704,0.003332,86.225223,1.935634,1.0701609761054994e-11,-10.970550889813872,2.1217290693878996e-10,-9.673310073395058
1315,dmeg,300.25,3.48,1.07,4.85,6.27752,11.99094,3.252336,0.541579,0.003331,86.278736,1.935904,1.0708251381363236e-11,-10.970281442093114,2.1230458543567472e-10,-9.6730406256743
1316,dmeg,300.35,3.466667,1.07,4.85,6.27752,11.99094,3.239875,0.53991,0.003329,86.639423,1.937716,1.0753016091841436e-11,-10.968469704276302,2.1319210226375026e-10,-9.671228887857488
