,compound,T,Nu,rho,w_mass,w_vol,w,V,ln_Nu,T_1,D,ln_D,D_comp,ln_D_comp,D_but,ln_D_but
142,butanol,300.85,2.64,0.82668,100.0,100.0,100.0,3.193497,0.421602,0.003324,113.958333,2.056746,2.8041529048843537e-10,-9.552198308844819,2.8041529048843537e-10,-9.552198308844819
143,butanol,300.95,2.64,0.82668,100.0,100.0,100.0,3.193497,0.421604,0.003323,113.996212,2.05689,2.805084981635187e-10,-9.552053977011685,2.805084981635187e-10,-9.552053977011685
144,butanol,301.05,2.64,0.82668,100.0,100.0,100.0,3.193497,0.421604,0.003322,114.034091,2.057035,2.8060170583860216e-10,-9.551909693129327,2.8060170583860216e-10,-9.551909693129327
145,butanol,301.15,2.62,0.82668,100.0,100.0,100.0,3.169304,0.418301,0.003321,114.942748,2.060482,2.8283762277714876e-10,-9.548462821615809,2.8283762277714876e-10,-9.548462821615809
146,butanol,301.25,2.615789,0.82668,100.0,100.0,100.0,3.16421,0.417602,0.00332,115.165996,2.061324,2.8338701628393965e-10,-9.547620051355358,2.8338701628393965e-10,-9.547620051355358
147,butanol,301.35,2.60875,0.82668,100.0,100.0,100.0,3.155695,0.416431,0.003318,115.515093,2.062639,2.842459830189057e-10,-9.546305664072243,2.842459830189057e-10,-9.546305664072243
148,butanol,301.45,2.608333,0.82668,100.0,100.0,100.0,3.155191,0.416361,0.003317,115.571885,2.062852,2.843857653385478e-10,-9.546092145599218,2.843857653385478e-10,-9.546092145599218
149,butanol,301.55,2.61,0.82668,100.0,100.0,100.0,3.157207,0.416641,0.003316,115.536398,2.062719,2.8429840794061717e-10,-9.546225572333972,2.8429840794061717e-10,-9.546225572333972
150,butanol,301.65,2.61,0.82668,100.0,100.0,100.0,3.157207,0.416641,0.003315,115.574713,2.062863,2.8439268696828765e-10,-9.54608157548852,2.8439268696828765e-10,-9.54608157548852
151,butanol,301.75,2.61,0.82668,100.0,100.0,100.0,3.157207,0.416641,0.003314,115.613027,2.063007,2.844869659959583e-10,-9.545937626371556,2.844869659959583e-10,-9.545937626371556
152,butanol,301.85,2.61,0.82668,100.0,100.0,100.0,3.157207,0.416641,0.003313,115.651341,2.063151,2.845812450236289e-10,-9.545793724951452,2.845812450236289e-10,-9.545793724951452
153,butanol,301.95,2.6,0.82668,100.0,100.0,100.0,3.145111,0.41497,0.003312,116.134615,2.064962,2.857704299130352e-10,-9.543982711829145,2.857704299130352e-10,-9.543982711829145
154,butanol,302.05,2.582632,0.82668,100.0,100.0,100.0,3.124101,0.412062,0.003311,116.954351,2.068016,2.877874919989034e-10,-9.54092808556933,2.877874919989034e-10,-9.54092808556933
155,butanol,302.15,2.584167,0.82668,100.0,100.0,100.0,3.125958,0.41232,0.00331,116.923573,2.067902,2.877117671955148e-10,-9.541042375427812,2.877117671955148e-10,-9.541042375427812
156,butanol,302.25,2.58625,0.82668,100.0,100.0,100.0,3.128478,0.41267,0.003309,116.868052,2.067696,2.875751851369945e-10,-9.541248591943644,2.875751851369945e-10,-9.541248591943644
157,butanol,302.35,2.559375,0.82668,100.0,100.0,100.0,3.095968,0.408132,0.003307,118.13431,2.072376,2.906910440333176e-10,-9.536568348301214,2.906910440333176e-10,-9.536568348301214
158,butanol,302.45,2.55,0.82668,100.0,100.0,100.0,3.084628,0.40654,0.003306,118.607843,2.074113,2.9185625846470295e-10,-9.534830989393248,2.9185625846470295e-10,-9.534830989393248
159,butanol,302.55,2.549762,0.82668,100.0,100.0,100.0,3.08434,0.406499,0.003305,118.658138,2.074298,2.919800072897834e-10,-9.534646884924815,2.919800072897834e-10,-9.534646884924815
160,butanol,302.65,2.541892,0.82668,100.0,100.0,100.0,3.07482,0.405154,0.003304,119.064859,2.075784,2.9298081728469696e-10,-9.533160813844285,2.9298081728469696e-10,-9.533160813844285
161,butanol,302.75,2.53,0.82668,100.0,100.0,100.0,3.060435,0.40312,0.003303,119.664032,2.077964,2.9445520311132537e-10,-9.53098076716339,2.9445520311132537e-10,-9.53098076716339
162,butanol,302.95,2.501875,0.82668,100.0,100.0,100.0,3.026413,0.398264,0.003301,121.089183,2.083105,2.979620486219709e-10,-9.525839048419295,2.979620486219709e-10,-9.525839048419295
163,butanol,303.05,2.5,0.82668,100.0,100.0,100.0,3.024145,0.39794,0.0033,121.22,2.083574,2.982839474633255e-10,-9.52537011812867,2.982839474633255e-10,-9.52537011812867
164,butanol,303.15,2.5,0.82668,100.0,100.0,100.0,3.024145,0.39794,0.003299,121.26,2.083718,2.9838237476821354e-10,-9.525226833903714,2.9838237476821354e-10,-9.525226833903714
165,butanol,303.25,2.497778,0.82668,100.0,100.0,100.0,3.021457,0.397553,0.003298,121.407918,2.084247,2.9874632780925854e-10,-9.524697424360047,2.9874632780925854e-10,-9.524697424360047
166,butanol,303.35,2.491875,0.82668,100.0,100.0,100.0,3.014316,0.396526,0.003297,121.735641,2.085418,2.995527758996637e-10,-9.523526651529064,2.995527758996637e-10,-9.523526651529064
167,butanol,303.45,2.49,0.82668,100.0,100.0,100.0,3.012048,0.396199,0.003295,121.86747,2.085888,2.998771653442548e-10,-9.523056603071913,2.998771653442548e-10,-9.523056603071913
168,butanol,303.55,2.487073,0.82668,100.0,100.0,100.0,3.008508,0.395687,0.003294,122.051093,2.086542,3.0032902531184837e-10,-9.522402693363388,3.0032902531184837e-10,-9.522402693363388
169,butanol,303.65,2.48,0.82668,100.0,100.0,100.0,2.999952,0.394448,0.003293,122.439516,2.087922,3.0128478960953017e-10,-9.521022793170296,3.0128478960953017e-10,-9.521022793170296
170,butanol,303.75,2.47,0.82668,100.0,100.0,100.0,2.987855,0.392697,0.003292,122.975709,2.089819,3.026041888639089e-10,-9.51912506445596,3.026041888639089e-10,-9.51912506445596
171,butanol,303.95,2.4475,0.82668,100.0,100.0,100.0,2.960638,0.388717,0.00329,124.187947,2.094079,3.0558712278582045e-10,-9.514864950557378,3.0558712278582045e-10,-9.514864950557378
172,butanol,304.05,2.4575,0.82668,100.0,100.0,100.0,2.972734,0.390491,0.003289,123.723296,2.092451,3.0444376450885686e-10,-9.516492916558146,3.0444376450885686e-10,-9.516492916558146
173,butanol,304.15,2.46,0.82668,100.0,100.0,100.0,2.975758,0.390931,0.003288,123.638211,2.092153,3.04234398188104e-10,-9.5167916841071,3.04234398188104e-10,-9.5167916841071
174,butanol,304.25,2.465,0.82668,100.0,100.0,100.0,2.981807,0.391813,0.003287,123.427992,2.091414,3.037171147281769e-10,-9.517530734513809,3.037171147281769e-10,-9.517530734513809
175,butanol,304.35,2.44,0.82668,100.0,100.0,100.0,2.951565,0.38739,0.003286,124.733607,2.095983,3.0692981806031814e-10,-9.512960918052364,3.0692981806031814e-10,-9.512960918052364
176,butanol,304.45,2.43,0.82668,100.0,100.0,100.0,2.939469,0.385606,0.003285,125.288066,2.09791,3.082941663906981e-10,-9.511034693010433,3.082941663906981e-10,-9.511034693010433
177,butanol,304.55,2.427333,0.82668,100.0,100.0,100.0,2.936243,0.385126,0.003284,125.466905,2.098529,3.087342744450871e-10,-9.51041515420403,3.087342744450871e-10,-9.51041515420403
178,butanol,304.65,2.43,0.82668,100.0,100.0,100.0,2.939469,0.385604,0.003282,125.37037,2.098195,3.0849669170939785e-10,-9.510749488940487,3.0849669170939785e-10,-9.510749488940487
179,butanol,304.75,2.4185,0.82668,100.0,100.0,100.0,2.925558,0.383539,0.003281,126.007856,2.100398,3.100653417887356e-10,-9.508546775236717,3.100653417887356e-10,-9.508546775236717
180,butanol,304.85,2.406667,0.82668,100.0,100.0,100.0,2.911243,0.381415,0.00328,126.668975,2.10267,3.116921025543946e-10,-9.506274201446287,3.116921025543946e-10,-9.506274201446287
181,butanol,304.95,2.409231,0.82668,100.0,100.0,100.0,2.914345,0.381878,0.003279,126.57567,2.10235,3.1146252295462637e-10,-9.506594202787097,3.1146252295462637e-10,-9.506594202787097
182,butanol,305.05,2.381818,0.82668,100.0,100.0,100.0,2.881185,0.376907,0.003278,128.074427,2.107462,3.151505421080526e-10,-9.501481941483524,3.151505421080526e-10,-9.501481941483524
183,butanol,305.15,2.38,0.82668,100.0,100.0,100.0,2.878986,0.376577,0.003277,128.214286,2.107936,3.1549466477518395e-10,-9.501007980566563,3.1549466477518395e-10,-9.501007980566563
184,butanol,305.25,2.373529,0.82668,100.0,100.0,100.0,2.871159,0.375394,0.003276,128.605948,2.109261,3.1645847614550235e-10,-9.499683267523261,3.1645847614550235e-10,-9.499683267523261
185,butanol,305.35,2.370435,0.82668,100.0,100.0,100.0,2.867415,0.374828,0.003275,128.816031,2.10997,3.169753394163427e-10,-9.498974524444733,3.169753394163427e-10,-9.498974524444733
186,butanol,305.55,2.37,0.82668,100.0,100.0,100.0,2.866889,0.374748,0.003273,128.924051,2.110334,3.172411709762948e-10,-9.498610455756921,3.172411709762948e-10,-9.498610455756921
187,butanol,305.65,2.37,0.82668,100.0,100.0,100.0,2.866889,0.374748,0.003272,128.966245,2.110476,3.173449972472737e-10,-9.498468343686968,3.173449972472737e-10,-9.498468343686968
188,butanol,305.75,2.362381,0.82668,100.0,100.0,100.0,2.857673,0.373346,0.003271,129.424511,2.112017,3.1847263914595443e-10,-9.496927873150778,3.1847263914595443e-10,-9.496927873150778
189,butanol,305.85,2.36,0.82668,100.0,100.0,100.0,2.854793,0.372908,0.00327,129.597458,2.112596,3.1889821186460985e-10,-9.496347915938948,3.1889821186460985e-10,-9.496347915938948
190,butanol,305.95,2.356667,0.82668,100.0,100.0,100.0,2.85076,0.372295,0.003269,129.823197,2.113352,3.1945363866116827e-10,-9.495592160775018,3.1945363866116827e-10,-9.495592160775018
191,butanol,306.05,2.35,0.82668,100.0,100.0,100.0,2.842696,0.371068,0.003267,130.234043,2.114725,3.2046464532975303e-10,-9.494219876239193,3.2046464532975303e-10,-9.494219876239193
192,butanol,306.15,2.35,0.82668,100.0,100.0,100.0,2.842696,0.371068,0.003266,130.276596,2.114866,3.205693552285701e-10,-9.494077996302646,3.205693552285701e-10,-9.494077996302646
193,butanol,306.25,2.35,0.82668,100.0,100.0,100.0,2.842696,0.371068,0.003265,130.319149,2.115008,3.206740651273872e-10,-9.493936162701809,3.206740651273872e-10,-9.493936162701809
194,butanol,306.35,2.344444,0.82668,100.0,100.0,100.0,2.835976,0.370038,0.003264,130.670616,2.116178,3.2153897525877357e-10,-9.492766376662342,3.2153897525877357e-10,-9.492766376662342
195,butanol,306.55,2.31566,0.82668,100.0,100.0,100.0,2.801157,0.364674,0.003262,132.381243,2.121826,3.257482781738341e-10,-9.487117871184308,3.257482781738341e-10,-9.487117871184308
196,butanol,306.65,2.310303,0.82668,100.0,100.0,100.0,2.794676,0.363669,0.003261,132.731506,2.122974,3.2661011395398815e-10,-9.48597037083512,3.2661011395398815e-10,-9.48597037083512
197,butanol,306.75,2.31,0.82668,100.0,100.0,100.0,2.79431,0.363612,0.00326,132.792208,2.123173,3.2675947807812166e-10,-9.485771806295764,3.2675947807812166e-10,-9.485771806295764
198,butanol,306.95,2.31,0.82668,100.0,100.0,100.0,2.79431,0.363612,0.003258,132.878788,2.123456,3.26972524192598e-10,-9.485488739978491,3.26972524192598e-10,-9.485488739978491
199,butanol,307.05,2.293333,0.82668,100.0,100.0,100.0,2.774149,0.360465,0.003257,133.888081,2.126742,3.294561230955651e-10,-9.482202416476122,3.294561230955651e-10,-9.482202416476122
200,butanol,307.15,2.2925,0.82668,100.0,100.0,100.0,2.773141,0.360308,0.003256,133.980371,2.127041,3.296831700804108e-10,-9.481903222489139,3.296831700804108e-10,-9.481903222489139
201,butanol,307.25,2.298,0.82668,100.0,100.0,100.0,2.779794,0.361346,0.003255,133.70322,2.126142,3.2900119045759877e-10,-9.482802530596437,3.2900119045759877e-10,-9.482802530596437
202,butanol,307.35,2.2975,0.82668,100.0,100.0,100.0,2.779189,0.361252,0.003254,133.775843,2.126378,3.2917989289827307e-10,-9.482566700403934,3.2917989289827307e-10,-9.482566700403934
203,butanol,307.45,2.29,0.82668,100.0,100.0,100.0,2.770117,0.359835,0.003253,134.257642,2.127939,3.3036544637380017e-10,-9.481005382761882,3.3036544637380017e-10,-9.481005382761882
204,butanol,307.55,2.289286,0.82668,100.0,100.0,100.0,2.769253,0.3597,0.003252,134.343214,2.128216,3.305759701750776e-10,-9.48072871882161,3.305759701750776e-10,-9.48072871882161
205,butanol,307.65,2.287692,0.82668,100.0,100.0,100.0,2.767325,0.359397,0.00325,134.480498,2.128659,3.3091386809082814e-10,-9.48028503184554,3.3091386809082814e-10,-9.48028503184554
206,butanol,307.75,2.286667,0.82668,100.0,100.0,100.0,2.766084,0.359202,0.003249,134.584548,2.128995,3.3116981046329134e-10,-9.479949260494626,3.3116981046329134e-10,-9.479949260494626
207,butanol,307.85,2.265714,0.82668,100.0,100.0,100.0,2.740739,0.355202,0.003248,135.873266,2.133134,3.3434102682195693e-10,-9.475810328076474,3.3434102682195693e-10,-9.475810328076474
208,butanol,307.95,2.268,0.82668,100.0,100.0,100.0,2.743504,0.355639,0.003247,135.780423,2.132837,3.3411252800136837e-10,-9.476107239597258,3.3411252800136837e-10,-9.476107239597258
209,butanol,308.05,2.277143,0.82668,100.0,100.0,100.0,2.754564,0.357388,0.003246,135.279172,2.131231,3.3287908654367495e-10,-9.477713488964646,3.3287908654367495e-10,-9.477713488964646
210,butanol,308.15,2.24,0.82668,100.0,100.0,100.0,2.709634,0.350242,0.003245,137.566964,2.138514,3.3850863840693916e-10,-9.470430244070132,3.3850863840693916e-10,-9.470430244070132
211,butanol,308.25,2.24125,0.82668,100.0,100.0,100.0,2.711146,0.350486,0.003244,137.534858,2.138413,3.384296344868998e-10,-9.470531615105132,3.384296344868998e-10,-9.470531615105132
212,butanol,308.35,2.231538,0.82668,100.0,100.0,100.0,2.699398,0.348603,0.003243,138.178214,2.14044,3.400128012859222e-10,-9.4685047317131,3.400128012859222e-10,-9.4685047317131
213,butanol,308.45,2.228889,0.82668,100.0,100.0,100.0,2.696193,0.348088,0.003242,138.387338,2.141096,3.405273007396081e-10,-9.467848064117513,3.405273007396081e-10,-9.467848064117513
214,butanol,308.55,2.227778,0.82668,100.0,100.0,100.0,2.694849,0.347871,0.003241,138.501247,2.141454,3.4080757736202834e-10,-9.467490757890276,3.4080757736202834e-10,-9.467490757890276
215,butanol,308.65,2.228929,0.82668,100.0,100.0,100.0,2.696241,0.348096,0.00324,138.474603,2.14137,3.4074198475709397e-10,-9.467574351242977,3.4074198475709397e-10,-9.467574351242977
216,butanol,308.75,2.21,0.82668,100.0,100.0,100.0,2.673344,0.344388,0.003239,139.705882,2.145215,3.4377183692527833e-10,-9.46372970522005,3.4377183692527833e-10,-9.46372970522005
217,butanol,308.85,2.209333,0.82668,100.0,100.0,100.0,2.672538,0.344257,0.003238,139.793301,2.145486,3.439869987308773e-10,-9.46345797163237,3.439869987308773e-10,-9.46345797163237
218,butanol,308.95,2.21875,0.82668,100.0,100.0,100.0,2.683928,0.346107,0.003237,139.24507,2.14378,3.42637925016025e-10,-9.465164568651234,3.42637925016025e-10,-9.465164568651234
219,butanol,309.05,2.211579,0.82668,100.0,100.0,100.0,2.675254,0.344698,0.003236,139.74179,2.145326,3.4386018513990487e-10,-9.463618107327346,3.4386018513990487e-10,-9.463618107327346
220,butanol,309.15,2.204615,0.82668,100.0,100.0,100.0,2.66683,0.34333,0.003235,140.228542,2.146836,3.450579954566878e-10,-9.462107904955593,3.450579954566878e-10,-9.462107904955593
221,butanol,309.25,2.200698,0.82668,100.0,100.0,100.0,2.662091,0.342558,0.003234,140.523618,2.147749,3.4578397440992176e-10,-9.461195138264573,3.4578397440992176e-10,-9.461195138264573
222,butanol,309.35,2.2,0.82668,100.0,100.0,100.0,2.661247,0.342423,0.003233,140.613636,2.148027,3.460055314446301e-10,-9.460916958268848,3.460055314446301e-10,-9.460916958268848
223,butanol,309.55,2.195,0.82668,100.0,100.0,100.0,2.655199,0.341433,0.00323,141.025057,2.149296,3.4701790692602583e-10,-9.459648114031879,3.4701790692602583e-10,-9.459648114031879
224,butanol,309.65,2.2,0.82668,100.0,100.0,100.0,2.661247,0.342423,0.003229,140.75,2.148448,3.4634107907493034e-10,-9.46049599427928,3.4634107907493034e-10,-9.46049599427928
225,butanol,309.75,2.193333,0.82668,100.0,100.0,100.0,2.653183,0.341104,0.003228,141.223404,2.149907,3.4750602951173717e-10,-9.459037655646648,3.4750602951173717e-10,-9.459037655646648
226,butanol,309.95,2.185,0.82668,100.0,100.0,100.0,2.643103,0.339448,0.003226,141.853547,2.15184,3.4905655778101026e-10,-9.457104198421511,3.4905655778101026e-10,-9.457104198421511
227,butanol,310.05,2.186667,0.82668,100.0,100.0,100.0,2.645119,0.33978,0.003225,141.791159,2.151649,3.489029866064324e-10,-9.457295312979113,3.489029866064324e-10,-9.457295312979113
228,butanol,310.15,2.17,0.82668,100.0,100.0,100.0,2.624958,0.33646,0.003224,142.926267,2.155112,3.516961821548147e-10,-9.453832346150206,3.516961821548147e-10,-9.453832346150206
229,butanol,310.25,2.17,0.82668,100.0,100.0,100.0,2.624958,0.33646,0.003223,142.97235,2.155252,3.5180957766735857e-10,-9.453692341480425,3.5180957766735857e-10,-9.453692341480425
230,butanol,310.35,2.160588,0.82668,100.0,100.0,100.0,2.613573,0.334565,0.003222,143.641438,2.15728,3.5345602761858727e-10,-9.451664607752377,3.5345602761858727e-10,-9.451664607752377
231,butanol,310.55,2.165,0.82668,100.0,100.0,100.0,2.618909,0.335457,0.00322,143.441109,2.156674,3.529630431061564e-10,-9.452270764910477,3.529630431061564e-10,-9.452270764910477
232,butanol,310.65,2.16,0.82668,100.0,100.0,100.0,2.612861,0.334454,0.003219,143.819444,2.157818,3.538940076791892e-10,-9.451126791004459,3.538940076791892e-10,-9.451126791004459
233,butanol,310.75,2.153333,0.82668,100.0,100.0,100.0,2.604797,0.333107,0.003218,144.311146,2.1593,3.5510398291823374e-10,-9.449644456536149,3.5510398291823374e-10,-9.449644456536149
234,butanol,310.95,2.137,0.82668,100.0,100.0,100.0,2.585039,0.329804,0.003216,145.507721,2.162886,3.5804832071769274e-10,-9.44605835881719,3.5804832071769274e-10,-9.44605835881719
235,butanol,311.05,2.13,0.82668,100.0,100.0,100.0,2.576571,0.32838,0.003215,146.032864,2.164451,3.593405303455069e-10,-9.444493795562712,3.593405303455069e-10,-9.444493795562712
236,butanol,311.15,2.12,0.82668,100.0,100.0,100.0,2.564475,0.326326,0.003214,146.768868,2.166634,3.611516027821461e-10,-9.442310453410924,3.611516027821461e-10,-9.442310453410924
237,butanol,311.25,2.124615,0.82668,100.0,100.0,100.0,2.570058,0.327275,0.003213,146.497104,2.165829,3.6048294216145985e-10,-9.443115281015071,3.6048294216145985e-10,-9.443115281015071
238,butanol,311.55,2.1,0.82668,100.0,100.0,100.0,2.540282,0.322219,0.00321,148.357143,2.171308,3.650598433081098e-10,-9.437635936945801,3.650598433081098e-10,-9.437635936945801
239,butanol,311.65,2.1005,0.82668,100.0,100.0,100.0,2.540886,0.322322,0.003209,148.369436,2.171344,3.650900924585817e-10,-9.437599952448656,3.650900924585817e-10,-9.437599952448656
240,butanol,311.75,2.1,0.82668,100.0,100.0,100.0,2.540282,0.322219,0.003208,148.452381,2.171587,3.652941940340338e-10,-9.437357230386,3.652941940340338e-10,-9.437357230386
241,butanol,311.85,2.08,0.82668,100.0,100.0,100.0,2.516088,0.318063,0.003207,149.927885,2.175882,3.689249402565823e-10,-9.433061984378273,3.689249402565823e-10,-9.433061984378273
242,butanol,311.95,2.081739,0.82668,100.0,100.0,100.0,2.518192,0.318425,0.003206,149.850668,2.175659,3.687349586071604e-10,-9.433285686341625,3.687349586071604e-10,-9.433285686341625
243,butanol,312.05,2.083333,0.82668,100.0,100.0,100.0,2.520121,0.318756,0.003205,149.784,2.175465,3.685709448552543e-10,-9.433478904023051,3.685709448552543e-10,-9.433478904023051
244,butanol,312.15,2.07125,0.82668,100.0,100.0,100.0,2.505504,0.316232,0.003204,150.706095,2.178131,3.708398698951608e-10,-9.430813579962747,3.708398698951608e-10,-9.430813579962747
245,butanol,312.25,2.072143,0.82668,100.0,100.0,100.0,2.506584,0.316419,0.003203,150.689417,2.178083,3.707988052863977e-10,-9.430861673821934,3.707988052863977e-10,-9.430861673821934
246,butanol,312.35,2.072,0.82668,100.0,100.0,100.0,2.506411,0.316389,0.003202,150.748069,2.178252,3.709431549443978e-10,-9.430692638593817,3.709431549443978e-10,-9.430692638593817
247,butanol,312.45,2.07,0.82668,100.0,100.0,100.0,2.503992,0.31597,0.003201,150.942029,2.17881,3.714204276845471e-10,-9.430134214256153,3.714204276845471e-10,-9.430134214256153
248,butanol,312.55,2.055714,0.82668,100.0,100.0,100.0,2.486711,0.312953,0.003199,152.039611,2.181957,3.7412128027986023e-10,-9.42698758812559,3.7412128027986023e-10,-9.42698758812559
249,butanol,312.65,2.050556,0.82668,100.0,100.0,100.0,2.480471,0.31187,0.003198,152.470875,2.183187,3.7518235143612406e-10,-9.425757599008792,3.7518235143612406e-10,-9.425757599008792
