,compound,T,Nu,rho,w_mass,w_vol,x,V,ln_Nu,1_T,D,ln_D
1869,ocm,290.35,60.366667,1.53,12.3,22.764552,44.18715,39.455338,4.100436,0.003444,4.809774,1.57065
1870,ocm,290.45,60.071429,1.53,12.3,22.764552,44.18715,39.262372,4.095533,0.003443,4.835077,1.575897
1871,ocm,290.55,59.825,1.53,12.3,22.764552,44.18715,39.101307,4.091423,0.003442,4.856665,1.580352
1872,ocm,290.65,59.525,1.53,12.3,22.764552,44.18715,38.905229,4.086395,0.003441,4.882822,1.585723
1873,ocm,290.75,59.35,1.53,12.3,22.764552,44.18715,38.79085,4.083452,0.003439,4.898905,1.589012
1874,ocm,290.85,58.812687,1.53,12.3,22.764552,44.18715,38.439664,4.074353,0.003438,4.945362,1.59845
1875,ocm,290.95,57.96375,1.53,12.3,22.764552,44.18715,37.884804,4.059803,0.003437,5.019517,1.613334
1876,ocm,291.05,56.87907,1.53,12.3,22.764552,44.18715,37.175863,4.040913,0.003436,5.116996,1.632568
1877,ocm,291.15,56.09375,1.53,12.3,22.764552,44.18715,36.662582,4.02702,0.003435,5.190418,1.646814
1878,ocm,291.25,55.44,1.53,12.3,22.764552,44.18715,36.235294,4.015293,0.003433,5.253427,1.658881
1879,ocm,291.35,54.8,1.53,12.3,22.764552,44.18715,35.816993,4.003688,0.003432,5.316606,1.670835
1880,ocm,291.45,54.414286,1.53,12.3,22.764552,44.18715,35.564893,3.996625,0.003431,5.35613,1.678242
1881,ocm,291.55,53.983333,1.53,12.3,22.764552,44.18715,35.283224,3.988675,0.00343,5.400741,1.686536
1882,ocm,291.65,53.68,1.53,12.3,22.764552,44.18715,35.084967,3.98304,0.003429,5.433122,1.692514
1883,ocm,291.75,53.325,1.53,12.3,22.764552,44.18715,34.852941,3.976405,0.003428,5.471167,1.699492
1884,ocm,291.85,53.0,1.53,12.3,22.764552,44.18715,34.640523,3.970292,0.003426,5.506604,1.705948
1885,ocm,293.65,47.8,1.53,12.3,22.764552,44.18715,31.24183,3.867026,0.003405,6.143305,1.815363
1886,ocm,293.75,47.566667,1.53,12.3,22.764552,44.18715,31.089325,3.862132,0.003404,6.175543,1.820597
1887,ocm,293.85,47.24,1.53,12.3,22.764552,44.18715,30.875817,3.85524,0.003403,6.220364,1.827828
1888,ocm,293.95,47.0,1.53,12.3,22.764552,44.18715,30.718954,3.850148,0.003402,6.254255,1.833262
1889,ocm,294.05,46.75,1.53,12.3,22.764552,44.18715,30.555556,3.844814,0.003401,6.28984,1.838936
1890,ocm,294.15,46.525,1.53,12.3,22.764552,44.18715,30.408497,3.839988,0.0034,6.322407,1.8441
1891,ocm,294.25,46.3,1.53,12.3,22.764552,44.18715,30.261438,3.835141,0.003398,6.355292,1.849288
1892,ocm,294.35,46.066667,1.53,12.3,22.764552,44.18715,30.108932,3.830089,0.003397,6.389653,1.85468
1893,ocm,294.45,45.95,1.53,12.3,22.764552,44.18715,30.03268,3.827552,0.003396,6.408052,1.857555
1894,ocm,294.55,45.8,1.53,12.3,22.764552,44.18715,29.934641,3.824284,0.003395,6.431223,1.861165
1895,ocm,294.65,45.666667,1.53,12.3,22.764552,44.18715,29.847495,3.821368,0.003394,6.45219,1.86442
1896,ocm,294.75,45.45,1.53,12.3,22.764552,44.18715,29.705882,3.816612,0.003393,6.485149,1.869515
1897,ocm,294.85,45.35,1.53,12.3,22.764552,44.18715,29.640523,3.81441,0.003392,6.501654,1.872057
1898,ocm,294.95,45.2,1.53,12.3,22.764552,44.18715,29.542484,3.811097,0.00339,6.525442,1.875709
1899,ocm,295.05,44.985424,1.53,12.3,22.764552,44.18715,29.402238,3.806329,0.003389,6.558791,1.880806
1900,ocm,295.15,44.606294,1.53,12.3,22.764552,44.18715,29.15444,3.797875,0.003388,6.616779,1.889609
1901,ocm,295.25,44.489778,1.53,12.3,22.764552,44.18715,29.078286,3.795257,0.003387,6.636356,1.892563
1902,ocm,295.35,44.180612,1.53,12.3,22.764552,44.18715,28.876217,3.788284,0.003386,6.685059,1.899875
1903,ocm,295.45,43.877778,1.53,12.3,22.764552,44.18715,28.678286,3.781405,0.003385,6.733477,1.907092
1904,ocm,295.55,43.658278,1.53,12.3,22.764552,44.18715,28.534822,3.77639,0.003384,6.769621,1.912445
1905,ocm,295.65,43.377193,1.53,12.3,22.764552,44.18715,28.351107,3.769929,0.003382,6.815794,1.919243
1906,ocm,295.75,43.130702,1.53,12.3,22.764552,44.18715,28.190001,3.764232,0.003381,6.857064,1.925279
1907,ocm,295.85,42.872464,1.53,12.3,22.764552,44.18715,28.021218,3.758227,0.00338,6.9007,1.931623
1908,ocm,295.95,42.59899,1.53,12.3,22.764552,44.18715,27.842477,3.751828,0.003379,6.947348,1.93836
1909,ocm,296.05,42.334951,1.53,12.3,22.764552,44.18715,27.669903,3.745611,0.003378,6.99304,1.944915
1910,ocm,296.15,42.087013,1.53,12.3,22.764552,44.18715,27.507852,3.739738,0.003377,7.036612,1.951127
1911,ocm,296.25,41.83,1.53,12.3,22.764552,44.18715,27.339869,3.733612,0.003376,7.082238,1.95759
1912,ocm,296.35,41.530769,1.53,12.3,22.764552,44.18715,27.144294,3.726432,0.003374,7.135673,1.965107
1913,ocm,296.45,41.255422,1.53,12.3,22.764552,44.18715,26.964328,3.71978,0.003373,7.185722,1.972096
1914,ocm,296.55,41.023529,1.53,12.3,22.764552,44.18715,26.812764,3.714144,0.003372,7.228778,1.97807
1915,ocm,296.65,40.78625,1.53,12.3,22.764552,44.18715,26.65768,3.708342,0.003371,7.273285,1.984208
1916,ocm,296.75,40.554167,1.53,12.3,22.764552,44.18715,26.505991,3.702637,0.00337,7.317374,1.990252
1917,ocm,296.85,40.334921,1.53,12.3,22.764552,44.18715,26.362693,3.697216,0.003369,7.359628,1.996009
1918,ocm,296.95,40.111628,1.53,12.3,22.764552,44.18715,26.21675,3.691664,0.003368,7.40309,2.001898
1919,ocm,297.05,39.893103,1.53,12.3,22.764552,44.18715,26.073924,3.686201,0.003366,7.446149,2.007697
1920,ocm,297.15,39.658333,1.53,12.3,22.764552,44.18715,25.920479,3.680299,0.003365,7.492751,2.013936
1921,ocm,297.25,39.42,1.53,12.3,22.764552,44.18715,25.764706,3.674271,0.003364,7.540589,2.0203
1922,ocm,297.35,39.1925,1.53,12.3,22.764552,44.18715,25.616013,3.668484,0.003363,7.586911,2.026424
1923,ocm,297.45,38.934043,1.53,12.3,22.764552,44.18715,25.447087,3.661866,0.003362,7.639844,2.033377
1924,ocm,297.55,38.709091,1.53,12.3,22.764552,44.18715,25.300059,3.656072,0.003361,7.686825,2.039508
1925,ocm,297.65,38.527907,1.53,12.3,22.764552,44.18715,25.181639,3.651379,0.00336,7.725569,2.044535
1926,ocm,297.75,38.254839,1.53,12.3,22.764552,44.18715,25.003163,3.644268,0.003359,7.783329,2.051984
1927,ocm,297.85,38.034286,1.53,12.3,22.764552,44.18715,24.85901,3.638478,0.003357,7.831092,2.058102
1928,ocm,297.95,37.796429,1.53,12.3,22.764552,44.18715,24.703548,3.632212,0.003356,7.88302,2.064711
1929,ocm,298.05,37.596875,1.53,12.3,22.764552,44.18715,24.573121,3.626917,0.003355,7.927521,2.07034
1930,ocm,298.15,37.356522,1.53,12.3,22.764552,44.18715,24.416027,3.6205,0.003354,7.981203,2.077089
1931,ocm,298.25,37.119231,1.53,12.3,22.764552,44.18715,24.260935,3.614132,0.003353,8.034919,2.083797
1932,ocm,298.35,36.886364,1.53,12.3,22.764552,44.18715,24.108734,3.607839,0.003352,8.088355,2.090425
1933,ocm,298.45,36.648,1.53,12.3,22.764552,44.18715,23.952941,3.601355,0.003351,8.143691,2.097244
1934,ocm,298.55,36.45,1.53,12.3,22.764552,44.18715,23.823529,3.595941,0.00335,8.190672,2.102996
1935,ocm,298.65,36.252,1.53,12.3,22.764552,44.18715,23.694118,3.590491,0.003348,8.238166,2.108778
1936,ocm,298.75,36.086667,1.53,12.3,22.764552,44.18715,23.586057,3.585922,0.003347,8.278681,2.113684
1937,ocm,298.85,35.929412,1.53,12.3,22.764552,44.18715,23.483276,3.581555,0.003346,8.317698,2.118386
1938,ocm,298.95,35.79,1.53,12.3,22.764552,44.18715,23.392157,3.577668,0.003345,8.352892,2.122608
1939,ocm,299.05,35.642857,1.53,12.3,22.764552,44.18715,23.295985,3.573546,0.003344,8.39018,2.127062
1940,ocm,299.15,35.431818,1.53,12.3,22.764552,44.18715,23.158051,3.567608,0.003343,8.442976,2.133335
1941,ocm,299.25,35.252381,1.53,12.3,22.764552,44.18715,23.040772,3.562532,0.003342,8.488788,2.138746
1942,ocm,299.35,35.083929,1.53,12.3,22.764552,44.18715,22.930672,3.557741,0.003341,8.532397,2.14387
1943,ocm,299.45,34.901724,1.53,12.3,22.764552,44.18715,22.811584,3.552534,0.003339,8.579805,2.149411
1944,ocm,299.55,34.713725,1.53,12.3,22.764552,44.18715,22.688709,3.547133,0.003338,8.629152,2.155146
1945,ocm,299.65,34.523214,1.53,12.3,22.764552,44.18715,22.564192,3.541629,0.003337,8.679667,2.160983
1946,ocm,299.75,34.34375,1.53,12.3,22.764552,44.18715,22.446895,3.536419,0.003336,8.727934,2.166529
1947,ocm,299.85,34.147368,1.53,12.3,22.764552,44.18715,22.318541,3.530682,0.003335,8.781057,2.172597
1948,ocm,299.95,33.953659,1.53,12.3,22.764552,44.18715,22.191934,3.524994,0.003334,8.8341,2.178619
1949,ocm,300.05,33.773333,1.53,12.3,22.764552,44.18715,22.074074,3.51967,0.003333,8.884228,2.184278
1950,ocm,300.15,33.6275,1.53,12.3,22.764552,44.18715,21.978758,3.515339,0.003332,8.92573,2.188938
1951,ocm,300.25,33.375,1.53,12.3,22.764552,44.18715,21.813725,3.507795,0.003331,8.996255,2.196808
1952,ocm,300.35,33.259459,1.53,12.3,22.764552,44.18715,21.738209,3.504331,0.003329,9.030514,2.200609
1953,ocm,300.45,33.05814,1.53,12.3,22.764552,44.18715,21.606627,3.498265,0.003328,9.088533,2.207014
1954,ocm,300.55,32.857143,1.53,12.3,22.764552,44.18715,21.475257,3.492168,0.003327,9.147174,2.213445
1955,ocm,300.65,32.681818,1.53,12.3,22.764552,44.18715,21.360665,3.486816,0.003326,9.199305,2.219128
1956,ocm,300.75,32.531034,1.53,12.3,22.764552,44.18715,21.262114,3.482194,0.003325,9.245018,2.224085
1957,ocm,300.85,32.389744,1.53,12.3,22.764552,44.18715,21.169767,3.477839,0.003324,9.288434,2.22877
1958,ocm,300.95,32.275,1.53,12.3,22.764552,44.18715,21.094771,3.474292,0.003323,9.324555,2.232651
1959,ocm,301.05,32.194286,1.53,12.3,22.764552,44.18715,21.042017,3.471788,0.003322,9.351038,2.235487
1960,ocm,301.15,32.157895,1.53,12.3,22.764552,44.18715,21.018232,3.470657,0.003321,9.36473,2.23695
1961,ocm,302.05,30.23125,1.53,12.3,22.764552,44.18715,19.758987,3.408875,0.003311,9.991317,2.301716
1962,ocm,302.15,30.1,1.53,12.3,22.764552,44.18715,19.673203,3.404525,0.00331,10.038206,2.306398
1963,ocm,302.25,29.930769,1.53,12.3,22.764552,44.18715,19.562594,3.398885,0.003309,10.098304,2.312367
1964,ocm,302.35,29.770588,1.53,12.3,22.764552,44.18715,19.457901,3.39352,0.003307,10.155997,2.318064
1965,ocm,302.45,29.590476,1.53,12.3,22.764552,44.18715,19.340181,3.38745,0.003306,10.221194,2.324463
1966,ocm,302.55,29.340741,1.53,12.3,22.764552,44.18715,19.176955,3.378969,0.003305,10.311601,2.33327
1967,ocm,302.65,29.175,1.53,12.3,22.764552,44.18715,19.068627,3.373306,0.003304,10.373608,2.339265
1968,ocm,302.75,28.938889,1.53,12.3,22.764552,44.18715,18.914306,3.365185,0.003303,10.461701,2.347721
1969,ocm,302.85,28.778571,1.53,12.3,22.764552,44.18715,18.809524,3.359629,0.003302,10.523455,2.353607
1970,ocm,302.95,28.629412,1.53,12.3,22.764552,44.18715,18.712034,3.354433,0.003301,10.581775,2.359133
1971,ocm,303.05,28.469231,1.53,12.3,22.764552,44.18715,18.60734,3.348823,0.0033,10.644826,2.365074
1972,ocm,303.15,28.333333,1.53,12.3,22.764552,44.18715,18.518519,3.344038,0.003299,10.699412,2.370189
1973,ocm,303.25,28.2,1.53,12.3,22.764552,44.18715,18.431373,3.339321,0.003298,10.753546,2.375236
1974,ocm,303.35,28.054545,1.53,12.3,22.764552,44.18715,18.336304,3.334149,0.003297,10.812865,2.380737
1975,ocm,303.45,27.95,1.53,12.3,22.764552,44.18715,18.267974,3.330416,0.003295,10.856887,2.3848
1976,ocm,303.55,27.790909,1.53,12.3,22.764552,44.18715,18.163993,3.324707,0.003294,10.922637,2.390837
1977,ocm,303.65,27.7,1.53,12.3,22.764552,44.18715,18.104575,3.321432,0.003293,10.962094,2.394443
1978,ocm,303.75,27.58,1.53,12.3,22.764552,44.18715,18.026144,3.317089,0.003292,11.013416,2.399114
1979,ocm,303.85,27.5,1.53,12.3,22.764552,44.18715,17.973856,3.314186,0.003291,11.049091,2.402348
1980,ocm,303.95,27.457143,1.53,12.3,22.764552,44.18715,17.945845,3.312613,0.00329,11.069979,2.404237
1981,ocm,304.05,27.3,1.53,12.3,22.764552,44.18715,17.843137,3.306887,0.003289,11.137363,2.410305
1982,ocm,304.15,27.180488,1.53,12.3,22.764552,44.18715,17.765025,3.302497,0.003288,11.190013,2.415022
1983,ocm,304.25,27.0725,1.53,12.3,22.764552,44.18715,17.694444,3.298517,0.003287,11.238341,2.419331
1984,ocm,304.35,26.943396,1.53,12.3,22.764552,44.18715,17.610063,3.293736,0.003286,11.295903,2.42444
1985,ocm,304.45,26.791489,1.53,12.3,22.764552,44.18715,17.510777,3.288084,0.003285,11.363683,2.430423
1986,ocm,304.55,26.645455,1.53,12.3,22.764552,44.18715,17.41533,3.282617,0.003284,11.429717,2.436217
1987,ocm,304.65,26.50303,1.53,12.3,22.764552,44.18715,17.322242,3.277259,0.003282,11.494912,2.441904
1988,ocm,304.75,26.383673,1.53,12.3,22.764552,44.18715,17.244231,3.272743,0.003281,11.550704,2.446746
1989,ocm,304.85,26.2425,1.53,12.3,22.764552,44.18715,17.151961,3.267378,0.00328,11.616652,2.45244
1990,ocm,304.95,26.102174,1.53,12.3,22.764552,44.18715,17.060244,3.262016,0.003279,11.682935,2.458129
1991,ocm,305.05,25.948387,1.53,12.3,22.764552,44.18715,16.95973,3.256108,0.003278,11.756029,2.464366
1992,ocm,305.15,25.837838,1.53,12.3,22.764552,44.18715,16.887476,3.251838,0.003277,11.810199,2.468963
1993,ocm,305.25,25.673529,1.53,12.3,22.764552,44.18715,16.780085,3.245459,0.003276,11.889678,2.475671
1994,ocm,305.35,25.565714,1.53,12.3,22.764552,44.18715,16.709617,3.24125,0.003275,11.94373,2.480206
1995,ocm,305.45,25.423333,1.53,12.3,22.764552,44.18715,16.616558,3.235665,0.003274,12.014554,2.486119
1996,ocm,305.55,25.287097,1.53,12.3,22.764552,44.18715,16.527514,3.230293,0.003273,12.083238,2.491819
1997,ocm,305.65,25.172,1.53,12.3,22.764552,44.18715,16.452288,3.225731,0.003272,12.14246,2.496708
1998,ocm,305.75,25.040625,1.53,12.3,22.764552,44.18715,16.366422,3.220498,0.003271,12.210158,2.502268
1999,ocm,305.85,24.934615,1.53,12.3,22.764552,44.18715,16.297134,3.216255,0.00327,12.266081,2.506838
2000,ocm,305.95,24.80625,1.53,12.3,22.764552,44.18715,16.213235,3.211094,0.003269,12.333585,2.512326
2001,ocm,306.05,24.685185,1.53,12.3,22.764552,44.18715,16.134108,3.206202,0.003267,12.398125,2.517545
2002,ocm,306.15,24.536364,1.53,12.3,22.764552,44.18715,16.036839,3.200154,0.003266,12.477399,2.523919
2003,ocm,306.25,24.410526,1.53,12.3,22.764552,44.18715,15.954592,3.195013,0.003265,12.545817,2.529387
2004,ocm,306.35,24.283333,1.53,12.3,22.764552,44.18715,15.87146,3.189787,0.003264,12.615649,2.534938
2005,ocm,306.45,24.128571,1.53,12.3,22.764552,44.18715,15.770308,3.183395,0.003263,12.70071,2.541658
2006,ocm,306.55,24.040741,1.53,12.3,22.764552,44.18715,15.712902,3.179748,0.003262,12.751271,2.545631
2007,ocm,306.65,23.925,1.53,12.3,22.764552,44.18715,15.637255,3.174922,0.003261,12.817137,2.550783
2008,ocm,306.75,23.766667,1.53,12.3,22.764552,44.18715,15.533769,3.168282,0.00326,12.906732,2.557749
2009,ocm,306.85,23.653333,1.53,12.3,22.764552,44.18715,15.459695,3.163502,0.003259,12.972802,2.562855
2010,ocm,306.95,23.54,1.53,12.3,22.764552,44.18715,15.385621,3.158699,0.003258,13.039507,2.567984
2011,ocm,307.05,23.415385,1.53,12.3,22.764552,44.18715,15.304173,3.153392,0.003257,13.113173,2.573617
2012,ocm,307.15,23.278261,1.53,12.3,22.764552,44.18715,15.21455,3.147516,0.003256,13.194714,2.579816
2013,ocm,307.25,23.2,1.53,12.3,22.764552,44.18715,15.163399,3.144152,0.003255,13.243534,2.583509
2014,ocm,307.35,23.075,1.53,12.3,22.764552,44.18715,15.081699,3.138746,0.003254,13.31961,2.589237
2015,ocm,307.45,22.886364,1.53,12.3,22.764552,44.18715,14.958408,3.130536,0.003253,13.433764,2.597771
2016,ocm,307.55,22.795238,1.53,12.3,22.764552,44.18715,14.898848,3.126543,0.003252,13.491853,2.602086
2017,ocm,307.65,22.60625,1.53,12.3,22.764552,44.18715,14.775327,3.118226,0.00325,13.609068,2.610736
2018,ocm,307.75,22.51,1.53,12.3,22.764552,44.18715,14.712418,3.113959,0.003249,13.671701,2.615328
2019,ocm,307.85,22.4,1.53,12.3,22.764552,44.18715,14.640523,3.109058,0.003248,13.743304,2.620552
2020,ocm,307.95,22.3,1.53,12.3,22.764552,44.18715,14.575163,3.104587,0.003247,13.809417,2.625351
2021,ocm,308.05,22.230769,1.53,12.3,22.764552,44.18715,14.529915,3.101475,0.003246,13.85692,2.628785
2022,ocm,308.15,22.1,1.53,12.3,22.764552,44.18715,14.444444,3.095578,0.003245,13.943439,2.635009
2023,ocm,308.25,22.04,1.53,12.3,22.764552,44.18715,14.405229,3.092857,0.003244,13.985935,2.638052
2024,ocm,308.35,22.0,1.53,12.3,22.764552,44.18715,14.379085,3.091042,0.003243,14.015909,2.640193
2025,ocm,308.45,21.9,1.53,12.3,22.764552,44.18715,14.313725,3.086487,0.003242,14.084475,2.645073
2026,ocm,308.55,21.82,1.53,12.3,22.764552,44.18715,14.261438,3.082825,0.003241,14.140697,2.649057
2027,ocm,308.65,21.7625,1.53,12.3,22.764552,44.18715,14.223856,3.080186,0.00324,14.182654,2.65202
2028,ocm,308.75,21.7,1.53,12.3,22.764552,44.18715,14.183007,3.077312,0.003239,14.228111,2.65522
2029,ocm,308.85,21.614545,1.53,12.3,22.764552,44.18715,14.127154,3.073361,0.003238,14.288989,2.659489
2030,ocm,308.95,21.473333,1.53,12.3,22.764552,44.18715,14.034858,3.06681,0.003237,14.387613,2.666368
2031,ocm,309.05,21.390476,1.53,12.3,22.764552,44.18715,13.980703,3.062945,0.003236,14.448019,2.670557
2032,ocm,309.15,21.3,1.53,12.3,22.764552,44.18715,13.921569,3.058705,0.003235,14.514085,2.67512
2033,ocm,309.25,21.159524,1.53,12.3,22.764552,44.18715,13.829754,3.052087,0.003234,14.615168,2.68206
2034,ocm,309.35,21.090625,1.53,12.3,22.764552,44.18715,13.784722,3.048828,0.003233,14.667654,2.685645
2035,ocm,309.45,20.9575,1.53,12.3,22.764552,44.18715,13.697712,3.042494,0.003232,14.765597,2.6923
2036,ocm,309.55,20.866667,1.53,12.3,22.764552,44.18715,13.638344,3.03815,0.00323,14.834665,2.696967
2037,ocm,309.65,20.772973,1.53,12.3,22.764552,44.18715,13.577107,3.03365,0.003229,14.906388,2.70179
2038,ocm,309.75,20.622222,1.53,12.3,22.764552,44.18715,13.478577,3.02633,0.003228,15.020205,2.709396
2039,ocm,309.85,20.5625,1.53,12.3,22.764552,44.18715,13.439542,3.023466,0.003227,15.068693,2.712619
2040,ocm,309.95,20.486364,1.53,12.3,22.764552,44.18715,13.38978,3.019758,0.003226,15.129576,2.716652
2041,ocm,310.05,20.375,1.53,12.3,22.764552,44.18715,13.316993,3.014304,0.003225,15.217178,2.722425
2042,ocm,310.15,20.268421,1.53,12.3,22.764552,44.18715,13.247334,3.009061,0.003224,15.302129,2.727992
2043,ocm,310.25,20.180645,1.53,12.3,22.764552,44.18715,13.189964,3.004722,0.003223,15.373641,2.732654
2044,ocm,310.35,20.078261,1.53,12.3,22.764552,44.18715,13.123046,2.999636,0.003222,15.457016,2.738063
2045,ocm,310.45,19.980952,1.53,12.3,22.764552,44.18715,13.059446,2.994778,0.003221,15.537297,2.743243
2046,ocm,310.55,19.9,1.53,12.3,22.764552,44.18715,13.006536,2.99072,0.00322,15.605528,2.747625
2047,ocm,310.65,19.8,1.53,12.3,22.764552,44.18715,12.941176,2.985682,0.003219,15.689394,2.752985
2048,ocm,310.75,19.705882,1.53,12.3,22.764552,44.18715,12.879662,2.980915,0.003218,15.769403,2.758072
2049,ocm,310.85,19.6,1.53,12.3,22.764552,44.18715,12.810458,2.97553,0.003217,15.859694,2.763781
2050,ocm,310.95,19.5,1.53,12.3,22.764552,44.18715,12.745098,2.970414,0.003216,15.946154,2.769218
2051,ocm,311.05,19.428571,1.53,12.3,22.764552,44.18715,12.698413,2.966742,0.003215,16.009926,2.773209
2052,ocm,311.15,19.307143,1.53,12.3,22.764552,44.18715,12.619048,2.960474,0.003214,16.115797,2.7798
2053,ocm,311.25,19.245,1.53,12.3,22.764552,44.18715,12.578431,2.957248,0.003213,16.173032,2.783345
2054,ocm,311.35,19.128571,1.53,12.3,22.764552,44.18715,12.502334,2.95118,0.003212,16.276699,2.789735
2055,ocm,311.45,19.044444,1.53,12.3,22.764552,44.18715,12.447349,2.946772,0.003211,16.353851,2.794463
2056,ocm,311.55,18.946154,1.53,12.3,22.764552,44.18715,12.383107,2.941597,0.00321,16.443971,2.799959
2057,ocm,311.65,18.861538,1.53,12.3,22.764552,44.18715,12.327803,2.937122,0.003209,16.523042,2.804756
2058,ocm,311.75,18.776923,1.53,12.3,22.764552,44.18715,12.272499,2.932626,0.003208,16.602827,2.809573
2059,ocm,311.85,18.7,1.53,12.3,22.764552,44.18715,12.222222,2.928524,0.003207,16.676471,2.813999
2060,ocm,311.95,18.6,1.53,12.3,22.764552,44.18715,12.156863,2.923162,0.003206,16.771505,2.819681
2061,ocm,312.05,18.5,1.53,12.3,22.764552,44.18715,12.091503,2.917771,0.003205,16.867568,2.825393
2062,ocm,312.15,18.455556,1.53,12.3,22.764552,44.18715,12.062455,2.915362,0.003204,16.913606,2.828118
2063,ocm,312.25,18.4,1.53,12.3,22.764552,44.18715,12.026144,2.912351,0.003203,16.970109,2.831453
2064,ocm,312.35,18.281818,1.53,12.3,22.764552,44.18715,11.948901,2.905905,0.003202,17.085281,2.838217
2065,ocm,312.45,18.2,1.53,12.3,22.764552,44.18715,11.895425,2.901422,0.003201,17.167582,2.843023
2066,ocm,312.55,18.1,1.53,12.3,22.764552,44.18715,11.830065,2.895912,0.003199,17.267956,2.848853
2067,ocm,287.85,56.9,1.51,14.92,27.252625,49.74658,37.682119,4.041295,0.003474,5.058875,1.621144
2068,ocm,287.95,56.890909,1.51,14.92,27.252625,49.74658,37.676099,4.041135,0.003473,5.061441,1.621651
2069,ocm,289.25,50.0,1.51,14.92,27.252625,49.74658,33.112583,3.912023,0.003457,5.785,1.755268
2070,ocm,290.85,48.569231,1.51,14.92,27.252625,49.74658,32.165053,3.88299,0.003438,5.988359,1.789817
2071,ocm,290.95,48.271429,1.51,14.92,27.252625,49.74658,31.967833,3.876839,0.003437,6.027375,1.796312
2072,ocm,291.05,47.821154,1.51,14.92,27.252625,49.74658,31.669638,3.867463,0.003436,6.086219,1.806027
2073,ocm,291.15,47.227778,1.51,14.92,27.252625,49.74658,31.276674,3.854975,0.003435,6.164804,1.818856
2074,ocm,291.25,46.889474,1.51,14.92,27.252625,49.74658,31.052632,3.847792,0.003433,6.211415,1.826389
2075,ocm,291.35,46.6,1.51,14.92,27.252625,49.74658,30.860927,3.841601,0.003432,6.252146,1.832925
2076,ocm,291.45,46.366667,1.51,14.92,27.252625,49.74658,30.706402,3.83658,0.003431,6.285766,1.838288
2077,ocm,291.55,46.3,1.51,14.92,27.252625,49.74658,30.662252,3.835142,0.00343,6.296976,1.84007
2078,ocm,291.65,45.909091,1.51,14.92,27.252625,49.74658,30.403371,3.826661,0.003429,6.352772,1.848891
2079,ocm,291.75,45.88,1.51,14.92,27.252625,49.74658,30.384106,3.826028,0.003428,6.35898,1.849868
2080,ocm,291.85,45.533333,1.51,14.92,27.252625,49.74658,30.154525,3.818444,0.003426,6.40959,1.857795
2081,ocm,291.95,45.35,1.51,14.92,27.252625,49.74658,30.033113,3.81441,0.003425,6.437707,1.862172
2082,ocm,292.05,45.003846,1.51,14.92,27.252625,49.74658,29.803872,3.806747,0.003424,6.489445,1.870177
2083,ocm,292.15,43.97619,1.51,14.92,27.252625,49.74658,29.123305,3.783153,0.003423,6.643368,1.893619
2084,ocm,292.25,44.55,1.51,14.92,27.252625,49.74658,29.503311,3.796612,0.003422,6.560045,1.880997
2085,ocm,292.35,44.211111,1.51,14.92,27.252625,49.74658,29.278882,3.788974,0.003421,6.612591,1.888976
2086,ocm,292.45,44.16087,1.51,14.92,27.252625,49.74658,29.245609,3.787836,0.003419,6.622379,1.890455
2087,ocm,292.55,43.6,1.51,14.92,27.252625,49.74658,28.874172,3.775055,0.003418,6.709862,1.903578
2088,ocm,292.65,42.912346,1.51,14.92,27.252625,49.74658,28.418772,3.759113,0.003417,6.819716,1.919818
2089,ocm,292.75,42.342405,1.51,14.92,27.252625,49.74658,28.041328,3.745755,0.003416,6.913873,1.93353
2090,ocm,292.85,41.785404,1.51,14.92,27.252625,49.74658,27.672453,3.732531,0.003415,7.008428,1.947113
2091,ocm,292.95,41.487333,1.51,14.92,27.252625,49.74658,27.475055,3.725387,0.003414,7.061191,1.954614
2092,ocm,293.05,41.26,1.51,14.92,27.252625,49.74658,27.324503,3.719893,0.003412,7.102521,1.96045
2093,ocm,293.15,41.02439,1.51,14.92,27.252625,49.74658,27.16847,3.714166,0.003411,7.145749,1.966518
2094,ocm,293.25,40.690909,1.51,14.92,27.252625,49.74658,26.947622,3.706003,0.00341,7.206769,1.975021
2095,ocm,293.35,40.581081,1.51,14.92,27.252625,49.74658,26.874888,3.7033,0.003409,7.228738,1.978064
2096,ocm,293.45,40.333784,1.51,14.92,27.252625,49.74658,26.711115,3.697183,0.003408,7.275539,1.984518
2097,ocm,293.55,40.055319,1.51,14.92,27.252625,49.74658,26.526701,3.690258,0.003407,7.328615,1.991787
2098,ocm,293.65,39.888571,1.51,14.92,27.252625,49.74658,26.416272,3.686089,0.003405,7.361758,1.996299
2099,ocm,293.75,39.7,1.51,14.92,27.252625,49.74658,26.291391,3.681351,0.003404,7.399244,2.001378
2100,ocm,293.85,39.366667,1.51,14.92,27.252625,49.74658,26.07064,3.672897,0.003403,7.464437,2.01015
2101,ocm,293.95,39.322222,1.51,14.92,27.252625,49.74658,26.041207,3.671785,0.003402,7.475417,2.01162
2102,ocm,294.05,39.277778,1.51,14.92,27.252625,49.74658,26.011773,3.670655,0.003401,7.486421,2.013091
2103,ocm,294.15,38.7475,1.51,14.92,27.252625,49.74658,25.660596,3.657017,0.0034,7.591458,2.027024
2104,ocm,294.25,38.711429,1.51,14.92,27.252625,49.74658,25.636708,3.656116,0.003398,7.601114,2.028295
2105,ocm,294.35,38.25,1.51,14.92,27.252625,49.74658,25.331126,3.644122,0.003397,7.695425,2.040626
